No,Kode Identitas Bencana,ID Kabupaten,Tanggal Kejadian,Kejadian,Kabupaten,Provinsi,Kronologi & Dokumentasi,Penyebab,Meninggal,Hilang,Terluka,Rumah Rusak,Rumah Terendam,Fasum Rusak
8912,3515 105 2021 02 14 1,3515,14/02/21,PUTING BELIUNG,SIDOARJO,JAWA TIMUR,Dokumentasi, Akibat hujan dengan intensitas tinggi disertai angin kencang,0,0,0,10,0,0
8913,6504 104 2021 02 14 1,6504,14/02/21,GELOMBANG PASANG / ABRASI,NUNUKAN,KALIMANTAN UTARA,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
8914,3320 101 2021 02 14 1,3320,14/02/21,BANJIR,JEPARA,JAWA TENGAH,Dokumentasi,• Akibat hujan deras disertai jebolnya tanggul sawah sungai troso & aliran sungai kali kenceng yang sangat lambat karena terjadi pendangkalan,0,0,0,0,21,0
8915,3201 105 2021 02 14 1,3201,14/02/21,PUTING BELIUNG,BOGOR,JAWA BARAT,Dokumentasi,•Akibat hujan deras disertai angin kencang,0,0,0,1,0,0
8916,7209 104 2021 02 14 1,7209,14/02/21,GELOMBANG PASANG / ABRASI,TOJO UNA-UNA,SULAWESI TENGAH,Dokumentasi,Belum Diketahui,0,0,0,5,20,0
8917,3518 101 2021 02 14 1,3518,14/02/21,BANJIR,NGANJUK,JAWA TIMUR,Dokumentasi,Akibat hujan dengan intensitas tinggi mengakibatkan Air Sungai Kuncir meluap,0,0,0,0,0,0
8918,3518 102 2021 02 14 1,3518,14/02/21,TANAH LONGSOR,NGANJUK,JAWA TIMUR,Dokumentasi,Akibat hujan dengan intensitas sedang hingga tinggi mengakibatkan tebing longso.,19,0,20,8,0,0
8919,3215 105 2021 02 14 1,3215,14/02/21,PUTING BELIUNG,KARAWANG,JAWA BARAT,Dokumentasi,Hujan disertai dengan angin kencang mengakibatkan rumah roboh,0,0,0,2,0,0
8920,3514 101 2021 02 14 1,3514,14/02/21,BANJIR,PASURUAN,JAWA TIMUR,Dokumentasi," Akibat hujan dengan intensitas sedang hingga tinggi sehingga meluapnya Sungai Kedunglarangan di Kec. Bangli, Sungai Rejoso di Kec. Winongan dan Kec. Grati",0,0,0,0,3201,0
8921,2172 107 2021 02 14 1,2172,14/02/21,KEBAKARAN HUTAN DAN LAHAN,KOTA TANJUNG PINANG,KEPULAUAN RIAU,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
8922,1803 105 2021 02 14 1,1803,14/02/21,PUTING BELIUNG,LAMPUNG SELATAN,LAMPUNG,Dokumentasi,• Akibat hujan deras disertai angin puting beliung,0,0,0,14,0,0
8923,2102 107 2021 02 14 1,2102,14/02/21,KEBAKARAN HUTAN DAN LAHAN,BINTAN,KEPULAUAN RIAU,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
8924,3308 102 2021 02 14 1,3308,14/02/21,TANAH LONGSOR,MAGELANG,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,2,0,0
8925,1102 107 2021 02 15 1,1102,14/02/21,KEBAKARAN HUTAN DAN LAHAN,ACEH SINGKIL,ACEH,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
8926,3215 105 2021 02 14 1,3215,14/02/21,PUTING BELIUNG,KARAWANG,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
8927,1202 107 2021 02 14 1,1202,14/02/21,KEBAKARAN HUTAN DAN LAHAN,MANDAILING NATAL,SUMATERA UTARA,Dokumentasi,• Penyebab kebakaran masih dalam proses penyelidikan,0,0,0,0,0,0
8928,6303 102 2021 02 13 1,6303,13/02/21,TANAH LONGSOR,BANJAR,KALIMANTAN SELATAN,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
8929,7302 105 2021 02 13 1,7302,13/02/21,PUTING BELIUNG,BULUKUMBA,SULAWESI SELATAN,Dokumentasi,Belum Diketahui,0,0,0,13,0,0
8930,3320 102 2021 02 13 1,3320,13/02/21,TANAH LONGSOR,JEPARA,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,7,0,0
8931,3210 102 2021 02 13 1,3210,13/02/21,TANAH LONGSOR,MAJALENGKA,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
8932,3204 102 2021 02 13 1,3204,13/02/21,TANAH LONGSOR,BANDUNG,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
8933,3528 105 2021 02 13 1,3528,13/02/21,PUTING BELIUNG,PAMEKASAN,JAWA TIMUR,Dokumentasi,• Hujan lebat di sertai angin kencang,0,0,0,33,0,0
8934,3324 102 2021 02 13 1,3324,13/02/21,TANAH LONGSOR,KENDAL,JAWA TENGAH,Dokumentasi,•Hujan dengan intensitas sedang hingga lebat yang mengakibatkan struktur tanah menjadi labil dan terjadi longsor.,0,0,0,2,0,0
8935,3315 101 2021 02 13 1,3315,13/02/21,BANJIR,GROBOGAN,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,0,7,0
8936,2172 107 2021 02 13 1,2172,13/02/21,KEBAKARAN HUTAN DAN LAHAN,KOTA TANJUNG PINANG,KEPULAUAN RIAU,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
8937,3374 102 2021 02 13 1,3374,13/02/21,TANAH LONGSOR,KOTA SEMARANG,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
8938,3324 105 2021 02 13 1,3324,13/02/21,PUTING BELIUNG,KENDAL,JAWA TENGAH,Dokumentasi,•Hujan dengan intensitas sedang hingga lebat yang mengakibatkan struktur tanah menjadi labil dan terjadi longsor.,0,0,0,1,0,0
8939,6201 107 2021 02 13 1,6201,13/02/21,KEBAKARAN HUTAN DAN LAHAN,KOTAWARINGIN BARAT,KALIMANTAN TENGAH,Dokumentasi,•Masih dalam Penyelidikan,0,0,0,0,0,0
8940,3314 101 2021 02 13 1,3314,13/02/21,BANJIR,SRAGEN,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
8941,1112 107 2021 02 13 1,1112,13/02/21,KEBAKARAN HUTAN DAN LAHAN,ACEH BARAT DAYA,ACEH,Dokumentasi,•Masih dalam Penyelidikan,0,0,0,0,0,0
8942,3278 105 2021 02 13 1,3278,13/02/21,PUTING BELIUNG,KOTA TASIKMALAYA,JAWA BARAT,Dokumentasi,• Akibat hujan disertai angin kencang,0,0,0,10,0,0
8943,1307 107 2021 02 12 1,1307,12/02/21,KEBAKARAN HUTAN DAN LAHAN,AGAM,SUMATERA BARAT,Dokumentasi,"• Mengingat cuaca cerah / panas disertai angin sejak awal bulan Februari 2021 mengakibatkan terbakarnya lahan gambut yang berisi kelapa sawit milik masyarakat. Pada hari Jum’at tanggal 12 Februari 2021 sekitar pukul 18.00 Wib.  • Masyarakat melakukan  upaya pemadaman api dengan menyiram lahan yg terbakar menggunakan air dan perlengkapan seadanya, namun api masih tidak dapat dipadamkan dan kemudian pemilik kebun melaporkan kepada pihak Polsek Tanjung Mutiara sekitar pukul 08.30 Wib hari Sabtu 13 Februari 2021. Dan melanjutkan laporan kepada BPBD Kab. Agam pukul 10.24 Wib.",0,0,0,0,0,0
8944,3204 102 2021 02 12 1,3204,12/02/21,TANAH LONGSOR,BANDUNG,JAWA BARAT,Dokumentasi,"• pada saat menjelang kejadian Hujan Turun dengan Intensitas Deras dan Konsindi Lanhan Tanah disekitar Kejadian Sangat Labil, Sehinggga Terjadilah Longsoran Batu - Batu yang Membentur Sehingga Menimbulkan suara Dentuman",0,0,0,0,0,0
8945,3301 102 2021 02 12 1,3301,12/02/21,TANAH LONGSOR,CILACAP,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,2,0,0
8946,1108 107 2021 02 12 1,1108,12/02/21,KEBAKARAN HUTAN DAN LAHAN,ACEH BESAR,ACEH,Dokumentasi,• Masih dalam penyelidikan,0,0,0,0,0,0
8947,3376 101 2021 02 12 1,3376,12/02/21,BANJIR,KOTA TEGAL,JAWA TENGAH,Dokumentasi,• Akibat hujan dengan intensitas sedang dan drainase yang buruk,0,0,0,0,70,0
8948,3201 102 2021 02 12 1,3201,12/02/21,TANAH LONGSOR,BOGOR,JAWA BARAT,Dokumentasi,• Akibat hujan dengan intensitas tinggiv disertai struktur tanah yang labil,0,0,0,0,0,0
8949,1702 101 2021 02 12 1,1702,12/02/21,BANJIR,REJANG LEBONG,BENGKULU,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
8950,3522 101 2021 02 12 1,3522,12/02/21,BANJIR,BOJONEGORO,JAWA TIMUR,Dokumentasi,•Akibat hujan deras yang menyebabkan debit air sungai Kali Pacal dan sungai Kali Gandong meluap,0,0,0,0,30,0
8951,3210 102 2021 02 12 1,3210,12/02/21,TANAH LONGSOR,MAJALENGKA,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,2,0,0
8952,3329 101 2021 02 12 1,3329,12/02/21,BANJIR,BREBES,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,1,0,0,0
8953,3205 102 2021 02 12 1,3205,12/02/21,TANAH LONGSOR,GARUT,JAWA BARAT,Dokumentasi,•Akibat hujan deras 17:00 s/d 20:00 WIB dan mengakibatkan pergerakan tanah dan longsor sehingga menyebabkan ada beberapa rumah yang terdampak serta terancam,0,0,0,2,0,0
8954,2102 107 2021 02 12 1,2102,12/02/21,KEBAKARAN HUTAN DAN LAHAN,BINTAN,KEPULAUAN RIAU,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
8955,3328 102 2021 02 12 1,3328,12/02/21,TANAH LONGSOR,TEGAL,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,9,2,0,0
8956,3329 102 2021 02 12 1,3329,12/02/21,TANAH LONGSOR,BREBES,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,7,0,0
8957,3201 102 2021 02 11 1,3201,11/02/21,TANAH LONGSOR,BOGOR,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,2,0,0
8958,3507 102 2021 02 11 1,3507,11/02/21,TANAH LONGSOR,MALANG,JAWA TIMUR,Dokumentasi,• Curah hujan beberapa minggu ini di Kec Ngantang kususnya di Desa Tulungrejo mengakibatkan tanah gerak/ tanah ambles di Dusun Ganten mengakibatkan 4 rumah warga mengalami keretakan bagian dinding dan lantai 4 cm sampai 12 cm dalam waktu 3 hari.,0,0,0,14,0,0
8959,3271 102 2021 02 11 1,3271,11/02/21,TANAH LONGSOR,KOTA BOGOR,JAWA BARAT,Dokumentasi,• Akibat hujan dengan intensitas tinggi disertai kondisi tanah yang labil,0,0,0,9,0,0
8960,3211 101 2021 02 11 1,3211,11/02/21,BANJIR,SUMEDANG,JAWA BARAT,Dokumentasi,• Hujan dengan intensitas tinggi,0,0,0,0,42,0
8961,6310 107 2021 02 11 1,6310,11/02/21,KEBAKARAN HUTAN DAN LAHAN,TANAH BUMBU,KALIMANTAN SELATAN,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
8962,3201 105 2021 02 11 1,3201,11/02/21,PUTING BELIUNG,BOGOR,JAWA BARAT,Dokumentasi,• Akibat hujan dengan intensitas tinggi disertai angin kencang,0,0,0,1,0,0
8963,3201 102 2021 02 11 1,3201,11/02/21,TANAH LONGSOR,BOGOR,JAWA BARAT,Dokumentasi,• Hujan dengan intensitas lebat dan mengakibatkan tanah menjadi labil,0,0,0,1,0,0
8964,2102 107 2021 02 11 1,2102,11/02/21,KEBAKARAN HUTAN DAN LAHAN,BINTAN,KEPULAUAN RIAU,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
8965,1106 105 2021 02 11 1,1106,11/02/21,PUTING BELIUNG,ACEH TENGAH,ACEH,Dokumentasi,• Akibat hujan dengan intensitas tinggi di sertai angi kencang,0,0,0,1,0,0
8966,1306 105 2021 02 11 1,1306,11/02/21,PUTING BELIUNG,PADANG PARIAMAN,SUMATERA BARAT,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
8967,3209 102 2021 02 11 1,3209,11/02/21,TANAH LONGSOR,CIREBON,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
8968,3201 102 2021 02 11 1,3201,11/02/21,TANAH LONGSOR,BOGOR,JAWA BARAT,Dokumentasi,• Akibat hujan dengan intensitas tinggi disertai kondisi tanah yang labil,0,0,0,2,0,0
8969,3318 101 2021 02 10 1,3318,10/02/21,BANJIR,PATI,JAWA TENGAH,Dokumentasi,•Akibat hujan dengan intensitas tinggi,0,0,0,0,7371,0
8970,2172 107 2021 02 10 1,2172,10/02/21,KEBAKARAN HUTAN DAN LAHAN,KOTA TANJUNG PINANG,KEPULAUAN RIAU,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
8971,3201 105 2021 02 10 1,3201,10/02/21,PUTING BELIUNG,BOGOR,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
8972,3201 102 2021 02 10 1,3201,10/02/21,TANAH LONGSOR,BOGOR,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
8973,3329 105 2021 02 010 1,3329,10/02/21,PUTING BELIUNG,BREBES,JAWA TENGAH,Dokumentasi,• Akbat hujan lebat disertai angin puting beliung di wilayah Desa Ketanggungan Kecamatan Ketanggungan mengakibatkan kerusakan pada rumah warga dan fasilitas umum,0,0,0,20,0,2
8974,3579 102 2021 02 10 1,3579,10/02/21,TANAH LONGSOR,KOTA BATU,JAWA TIMUR,Dokumentasi,• Akibat hujan dengan intensitas tinggi disertai kondisi tanah yang labil.,0,0,0,0,0,0
8975,3201 105 2021 02 10 1,3201,10/02/21,PUTING BELIUNG,BOGOR,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
8976,1407 105 2021 02 10 1,1407,10/02/21,PUTING BELIUNG,ROKAN HULU,RIAU,Dokumentasi,Belum Diketahui,0,0,0,96,0,1
8977,3321 101 2021 02 10 1,3321,10/02/21,BANJIR,DEMAK,JAWA TENGAH,Dokumentasi,• Akibat curah hujan dengan intensitas tinggi di Kab. Demak mengakibatkan beberapa desa kebanjiran,0,0,0,0,7869,0
8978,2102 107 2021 02 10 1,2102,10/02/21,KEBAKARAN HUTAN DAN LAHAN,BINTAN,KEPULAUAN RIAU,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
8979,3603 101 2021 02 10 1,3603,10/02/21,BANJIR,TANGERANG,BANTEN,Dokumentasi,Belum Diketahui,0,0,0,0,20,0
8980,5314 102 2021 02 10 1,5314,10/02/21,TANAH LONGSOR,ROTE NDAO,NUSA TENGGARA TIMUR,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
8981,2102 107 2021 02 9 1,2102,09/02/21,KEBAKARAN HUTAN DAN LAHAN,BINTAN,KEPULAUAN RIAU,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
8982,1115 107 2021 02 9 1,1115,09/02/21,KEBAKARAN HUTAN DAN LAHAN,NAGAN RAYA,ACEH,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
8983,3329 102 2021 02 9 1,3329,09/02/21,TANAH LONGSOR,BREBES,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
8984,3306 101 2021 02 9 1,3306,09/02/21,BANJIR,PURWOREJO,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
8985,3324 102 2021 02 9 1,3324,09/02/21,TANAH LONGSOR,KENDAL,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
8986,3201 105 2021 02 9 1,3201,09/02/21,PUTING BELIUNG,BOGOR,JAWA BARAT,Dokumentasi,• Hujan dengan intensitas lebat dan mengakibatkan tanah menjadi labil,0,0,0,1,0,0
8987,9420 101 2021 02 9 1,9420,09/02/21,BANJIR,KEEROM,PAPUA,Dokumentasi,• Akibat curah hujan dengan intensitas tinggi,0,0,0,0,1099,1
8988,3201 102 2021 02 9 1,3201,09/02/21,TANAH LONGSOR,BOGOR,JAWA BARAT,Dokumentasi,• Akibat hujan dengan intensitas tinggi disertai kondisi tanah yang labil.,0,0,0,3,0,0
8989,3206 102 2021 02 9 1,3206,09/02/21,TANAH LONGSOR,TASIKMALAYA,JAWA BARAT,Dokumentasi,"• Akibat hujan dengan intensitas tinggi yang berlangsung cukup lama dan struktur tanah yang labil pada hari Selasa, 09 Februari 2021 Pukul. 05.00 WIB",0,0,0,7,0,4
8990,3305 101 2021 02 9 1,3305,09/02/21,BANJIR,KEBUMEN,JAWA TENGAH,Dokumentasi,• Akibat hujan deras sejak pkl. 16:00 WIB – 23:00 WIB • Jebolnya tanggul sungai Lesung ± 10 meter di Kec. Prembun,2,1,0,16,0,0
8991,3201 102 2021 02 9 1,3201,09/02/21,TANAH LONGSOR,BOGOR,JAWA BARAT,Dokumentasi,Akibat Hujan dengan intesitas tinggi,0,0,0,1,0,0
8992,1813 105 2021 02 8 1,1813,08/02/21,PUTING BELIUNG,PESISIR BARAT,LAMPUNG,Dokumentasi,Belum Diketahui,0,0,0,2,0,0
8993,3201 102 2021 02 8 1,3201,08/02/21,TANAH LONGSOR,BOGOR,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
8994,3201 101 2021 02 8 1,3201,08/02/21,BANJIR,BOGOR,JAWA BARAT,Dokumentasi,• Akibat hujan deras sehingga mengakibatkan meluapnya air kali cibarengkok dan menggenang di perum griya PMI asri.,0,0,0,0,50,0
8995,2172 107 2021 02 8 1,2172,08/02/21,KEBAKARAN HUTAN DAN LAHAN,KOTA TANJUNG PINANG,KEPULAUAN RIAU,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
8996,1804 105 2021 02 8 1,1804,08/02/21,PUTING BELIUNG,LAMPUNG TIMUR,LAMPUNG,Dokumentasi,• Pada hari senin 08 februari 2021  telah terjadi hujan petir disertai angin kencang di beberapa wilayah lampung timur yang mengakibatkan pohon tumbang,0,0,0,60,0,0
8997,3172 101 2021 02 8 1,3172,08/02/21,BANJIR,KOTA JAKARTA TIMUR,DKI JAKARTA,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
8998,3201 102 2021 02 8 1,3201,08/02/21,TANAH LONGSOR,BOGOR,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
8999,3302 105 2021 02 8 1,3302,08/02/21,PUTING BELIUNG,BANYUMAS,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
9000,3201 101 2021 02 8 1,3201,08/02/21,BANJIR,BOGOR,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,0,114,0
9001,3201 102 2021 02 8 1,3201,08/02/21,TANAH LONGSOR,BOGOR,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
9002,1811 105 2021 02 8 1,1811,08/02/21,PUTING BELIUNG,MESUJI,LAMPUNG,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
9003,3201 101 2021 02 8 1,3201,08/02/21,BANJIR,BOGOR,JAWA BARAT,Dokumentasi,Akibat hujan deras dan meluapnya aliran Sungai Cileungsi dan Sungai Cikeas sehingga beberapa rumah terdampak dengan ketinggian air ± 100 cm,0,0,0,0,1932,0
9004,3203 102 2021 02 8 1,3203,08/02/21,TANAH LONGSOR,CIANJUR,JAWA BARAT,Dokumentasi,• Akibat hujan dengan intensitas tinggi dan kondisi tanah yang labil,0,0,0,0,0,0
9005,3201 102 2021 02 8 1,3201,08/02/21,TANAH LONGSOR,BOGOR,JAWA BARAT,Dokumentasi,• Akibat tekstur tanah yang tidak stabil serta intensitas hujan yang cukup lama sehingga mengakibatkan longsor pada tebingan yang berada di belakang rumah tersebut,0,0,0,1,0,0
9006,1113 101 2021 02 8 1,1113,08/02/21,BANJIR,GAYO LUES,ACEH,Dokumentasi,• Akibat hujan dengan intensitas tinggi,0,0,0,0,0,0
9007,8171 105 2021 02 8 1,8171,08/02/21,PUTING BELIUNG,KOTA AMBON,MALUKU,Dokumentasi,Belum Diketahui,0,0,0,3,0,0
9008,1113 105 2021 02 8 1,1113,08/02/21,PUTING BELIUNG,GAYO LUES,ACEH,Dokumentasi,• Akibat hujan deras disertai angin kencang,0,0,0,0,0,1
9009,3207 105 2021 02 8 1,3207,08/02/21,PUTING BELIUNG,CIAMIS,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,27,0,0
9010,3201 102 2021 02 8 1,3201,08/02/21,TANAH LONGSOR,BOGOR,JAWA BARAT,Dokumentasi,hujan dengan intensitas tinggi Yg cukup lama sehingga mengakibatkan tanah penahan tebing jalan Desa longsor,0,0,0,1,0,0
9011,3207 105 2021 02 8 1,3207,08/02/21,PUTING BELIUNG,CIAMIS,JAWA BARAT,Dokumentasi,hujan dengan intensitas tinggi disertai angin kencanghujan dengan intensitas tinggi disertai angin kencang,0,0,0,6,0,1
9012,3201 105 2021 02 8 1,3201,08/02/21,PUTING BELIUNG,BOGOR,JAWA BARAT,Dokumentasi,Akibat Hujan dengan intesitas tinggi disertai angin kencang,0,0,0,7,0,0
9013,3374 105 2021 02 8 1,3374,08/02/21,PUTING BELIUNG,KOTA SEMARANG,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,1,170,0,0
9014,5203 101 2021 02 8 1,5203,08/02/21,BANJIR,LOMBOK TIMUR,NUSA TENGGARA BARAT,Dokumentasi,hujan dengan intensitas tinggi dan lokasi perumahan yang berada dibawah badan jalan,0,0,0,0,319,0
9015,3201 105 2021 02 8 1,3201,08/02/21,PUTING BELIUNG,BOGOR,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,3,0,0
9016,3604 101 2021 02 8 1,3604,08/02/21,BANJIR,SERANG,BANTEN,Dokumentasi,• Akibat hujan dengan intensitas tinggi dan meluapnya sungai Cidurian,0,0,0,0,217,0
9017,2102 107 2021 02 8 1,2102,08/02/21,KEBAKARAN HUTAN DAN LAHAN,BINTAN,KEPULAUAN RIAU,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
9018,9426 104 2021 02 8 1,9426,08/02/21,GELOMBANG PASANG / ABRASI,WAROPEN,PAPUA,Dokumentasi, Dipicu akibat curah hujan dengan intensitas lebat dan angin kencang di wilayah Kota Tasikmalaya,0,0,0,0,0,0
9019,3201 105 2021 02 8 1,3201,08/02/21,PUTING BELIUNG,BOGOR,JAWA BARAT,Dokumentasi,• Di akibatkan  hujan deras di sertai angin kencang sehingga mengakibatkan 1 unit rumah ambruk dan tidak bisa di tempati lagi,0,0,0,1,0,0
9020,3215 105 2021 02 8 1,3215,08/02/21,PUTING BELIUNG,KARAWANG,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,5,0,0
9021,3205 101 2021 02 8 1,3205,08/02/21,BANJIR,GARUT,JAWA BARAT,Dokumentasi,• Akibat hujan dengan intensitas tinggi,0,0,0,0,35,0
9022,1809 105 2021 02 8 1,1809,08/02/21,PUTING BELIUNG,PESAWARAN,LAMPUNG,Dokumentasi,hujan dengan intensitas tinggi disertai angin kencang,0,0,0,41,0,0
9023,3201 102 2021 02 8 1,3201,08/02/21,TANAH LONGSOR,BOGOR,JAWA BARAT,Dokumentasi,Akibat hujan deras dengan durasi yang lama menyebabkan pergeseran tanah sepanjang 30 m dengan lebar retakan 1-10cm dan tebingan setinggi 2 m dan lebar 2 m mengalami longsor yang mengenai 3 rumah terdampak,0,0,0,4,0,0
9024,3201 102 2021 02 8 1,3201,08/02/21,TANAH LONGSOR,BOGOR,JAWA BARAT,Dokumentasi,"Akibat hujan deras yang terus menerus mengakibatkan Longsornya TPT dengan Tinggi 4 m, Lebar 10 m",0,0,0,1,0,0
9025,5108 102 2021 02 8 1,5108,08/02/21,TANAH LONGSOR,BULELENG,BALI,Dokumentasi,Belum Diketahui,0,0,0,2,0,0
9026,1606 101 2021 02 8 1,1606,08/02/21,BANJIR,MUSI BANYU ASIN,SUMATERA SELATAN,Dokumentasi,Belum Diketahui,0,0,0,0,15,0
9027,3201 105 2021 02 8 1,3201,08/02/21,PUTING BELIUNG,BOGOR,JAWA BARAT,Dokumentasi,hujan dengan intensitas tinggi disertai angin kencang,0,0,0,3,0,0
9028,3201 105 2021 02 8 1,3201,08/02/21,PUTING BELIUNG,BOGOR,JAWA BARAT,Dokumentasi,hujan dengan intensitas tinggi disertai angin kencang,0,0,0,1,0,0
9029,1805 105 2021 02 8 1,1805,08/02/21,PUTING BELIUNG,LAMPUNG TENGAH,LAMPUNG,Dokumentasi,Belum Diketahui,0,0,0,2,0,0
9030,3201 102 2021 02 8 1,3201,08/02/21,TANAH LONGSOR,BOGOR,JAWA BARAT,Dokumentasi,"• Akibat hujan deras yang cukup lama sehingga mengakibatkan tanah longsor setinggi 15m, lebar 7m dan membawa bagian teras dapur yang ada diatasnya",0,0,0,1,0,0
9031,1807 105 2021 02 8 1,1807,08/02/21,PUTING BELIUNG,WAY KANAN,LAMPUNG,Dokumentasi,Belum Diketahui,0,0,0,6,0,0
9032,3201 102 2021 02 8 1,3201,08/02/21,TANAH LONGSOR,BOGOR,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
9033,3171 101 2021 02 8 1,3171,08/02/21,BANJIR,KOTA JAKARTA SELATAN,DKI JAKARTA,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
9034,3320 102 2021 02 8 1,3320,08/02/21,TANAH LONGSOR,JEPARA,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
9035,3213 102 2021 02 7 1,3213,07/02/21,TANAH LONGSOR,SUBANG,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,1,1,0,0
9036,3201 102 2021 02 7 1,3201,07/02/21,TANAH LONGSOR,BOGOR,JAWA BARAT,Dokumentasi,• Akibat hujan yang cukup lama sehingga mengakibatkan tanah longsor,0,0,0,1,0,0
9037,2172 107 2021 02 7 1,2172,07/02/21,KEBAKARAN HUTAN DAN LAHAN,KOTA TANJUNG PINANG,KEPULAUAN RIAU,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
9038,3201 102 2021 02 7 1,3201,07/02/21,TANAH LONGSOR,BOGOR,JAWA BARAT,Dokumentasi,• Akibat hujan deras dengan intensitas tinggi yang cukup lama sehingga mengakibatkan tanah longsor menutupi akses jalan setapak dan satu unit rumah mengalami kerusakan,0,0,0,1,0,0
9039,3174 101 2021 02 7 1,3174,07/02/21,BANJIR,KOTA JAKARTA BARAT,DKI JAKARTA,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
9040,3201 102 2021 02 7 1,3201,07/02/21,TANAH LONGSOR,BOGOR,JAWA BARAT,Dokumentasi,hujan dengan intensitas tinggi Yg cukup lama sehingga mengakibatkan tanah penahan tebing jalan Desa longsor,0,0,0,0,0,0
9041,3211 101 2021 02 7 1,3211,07/02/21,BANJIR,SUMEDANG,JAWA BARAT,Dokumentasi,• Hujan dengan intensitas tinggi mengakibatkan sungai Cipelang jebol,0,0,0,0,212,0
9042,3213 101 2021 02 7 1,3213,07/02/21,BANJIR,SUBANG,JAWA BARAT,Dokumentasi,• Hujan dengan intensitas tinggi,2,0,1,0,35016,16
9043,6201 107 2021 02 7 1,6201,07/02/21,KEBAKARAN HUTAN DAN LAHAN,KOTAWARINGIN BARAT,KALIMANTAN TENGAH,Dokumentasi,• Masih dalam pendataan,0,0,0,0,0,0
9044,2102 107 2021 02 7 1,2102,07/02/21,KEBAKARAN HUTAN DAN LAHAN,BINTAN,KEPULAUAN RIAU,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
