No,Kode Identitas Bencana,ID Kabupaten,Tanggal Kejadian,Kejadian,Kabupaten,Provinsi,Kronologi & Dokumentasi,Penyebab,Meninggal,Hilang,Terluka,Rumah Rusak,Rumah Terendam,Fasum Rusak
19572,3529108201810110,3529,11/10/18,GEMPA BUMI,SUMENEP,JAWA TIMUR,Dokumentasi,Belum Diketahui,3,0,35,504,0,0
19573,3509108201810110,3509,11/10/18,GEMPA BUMI,JEMBER,JAWA TIMUR,Dokumentasi,Belum Diketahui,1,0,0,30,0,0
19574,5108108201810110,5108,11/10/18,GEMPA BUMI,BULELENG,BALI,Dokumentasi,Belum Diketahui,0,0,0,4,0,0
19575,1102101201810110,1102,11/10/18,BANJIR,ACEH SINGKIL,ACEH,Dokumentasi,Belum Diketahui,0,0,0,1,5244,0
19576,5101108201810110,5101,11/10/18,GEMPA BUMI,JEMBRANA,BALI,Dokumentasi,Belum Diketahui,0,0,0,22,0,8
19577,3512108201810110,3512,11/10/18,GEMPA BUMI,SITUBONDO,JAWA TIMUR,Dokumentasi,Belum Diketahui,0,0,1,16,0,0
19578,1307101201810110,1307,11/10/18,BANJIR,AGAM,SUMATERA BARAT,Dokumentasi,Belum Diketahui,0,0,0,1,11,3
19579,3513108201810110,3513,11/10/18,GEMPA BUMI,PROBOLINGGO,JAWA TIMUR,Dokumentasi,Belum Diketahui,0,0,0,2,0,0
19580,5313105201810100,5313,10/10/18,PUTING BELIUNG,MANGGARAI,NUSA TENGGARA TIMUR,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
19581,1116101201810100,1116,10/10/18,BANJIR,ACEH JAYA,ACEH,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19582,1306102201810100,1306,10/10/18,TANAH LONGSOR,PADANG PARIAMAN,SUMATERA BARAT,Dokumentasi,Belum Diketahui,3,0,0,1,0,0
19583,1273101201810100,1273,10/10/18,BANJIR,KOTA PEMATANG SIANTAR,SUMATERA UTARA,Dokumentasi,Belum Diketahui,0,0,0,0,435,0
19584,1213101201810100,1213,10/10/18,BANJIR,LANGKAT,SUMATERA UTARA,Dokumentasi,Belum Diketahui,0,0,0,0,549,0
19585,6102102201810090,6102,09/10/18,TANAH LONGSOR,BENGKAYANG,KALIMANTAN BARAT,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19586,3326107201810090,3326,09/10/18,KEBAKARAN HUTAN DAN LAHAN,PEKALONGAN,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19587,1223101201810090,1223,09/10/18,BANJIR,LABUHAN BATU UTARA,SUMATERA UTARA,Dokumentasi,Belum Diketahui,0,0,0,0,30,0
19588,1103101201810090,1103,09/10/18,BANJIR,ACEH SELATAN,ACEH,Dokumentasi,Belum Diketahui,0,0,0,0,27,0
19589,7305105201810090,7305,09/10/18,PUTING BELIUNG,TAKALAR,SULAWESI SELATAN,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
19590,1275101201810090,1275,09/10/18,BANJIR,KOTA MEDAN,SUMATERA UTARA,Dokumentasi,Belum Diketahui,0,0,0,0,1134,0
19591,1309101201810090,1309,09/10/18,BANJIR,PASAMAN,SUMATERA BARAT,Dokumentasi,Belum Diketahui,0,0,0,0,80,0
19592,7314108201810090,7314,09/10/18,GEMPA BUMI,SIDENRENG RAPPANG,SULAWESI SELATAN,Dokumentasi,Belum Diketahui,0,0,0,0,0,3
19593,3175105201810090,3175,09/10/18,PUTING BELIUNG,KOTA JAKARTA UTARA,DKI JAKARTA,Dokumentasi,Belum Diketahui,0,0,0,10,0,0
19594,1213101201810090,1213,09/10/18,BANJIR,LANGKAT,SUMATERA UTARA,Dokumentasi,Belum Diketahui,0,0,0,0,1386,4
19595,3503107201810080,3503,08/10/18,KEBAKARAN HUTAN DAN LAHAN,TRENGGALEK,JAWA TIMUR,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19596,3308107201810080,3308,08/10/18,KEBAKARAN HUTAN DAN LAHAN,MAGELANG,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19597,1107101201810080,1107,08/10/18,BANJIR,ACEH BARAT,ACEH,Dokumentasi,Belum Diketahui,0,0,0,1,4653,0
19598,3205105201810080,3205,08/10/18,PUTING BELIUNG,GARUT,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,3,0,2
19599,3579105201810080,3579,08/10/18,PUTING BELIUNG,KOTA BATU,JAWA TIMUR,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
19600,3516107201810080,3516,08/10/18,KEBAKARAN HUTAN DAN LAHAN,MOJOKERTO,JAWA TIMUR,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19601,3308105201810080,3308,08/10/18,PUTING BELIUNG,MAGELANG,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,0,0,2
19602,1906107201810080,1906,08/10/18,KEBAKARAN HUTAN DAN LAHAN,BELITUNG TIMUR,KEPULAUAN BANGKA BELITUNG,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19603,1114101201810080,1114,08/10/18,BANJIR,ACEH TAMIANG,ACEH,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19604,3209106201810080,3209,08/10/18,KEKERINGAN,CIREBON,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19605,3215106201810080,3215,08/10/18,KEKERINGAN,KARAWANG,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19606,3308107201810080,3308,08/10/18,KEBAKARAN HUTAN DAN LAHAN,MAGELANG,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19607,3312107201810080,3312,08/10/18,KEBAKARAN HUTAN DAN LAHAN,WONOGIRI,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19608,5313105201810080,5313,08/10/18,PUTING BELIUNG,MANGGARAI,NUSA TENGGARA TIMUR,Dokumentasi,Belum Diketahui,0,0,0,2,0,0
19609,3503107201810070,3503,07/10/18,KEBAKARAN HUTAN DAN LAHAN,TRENGGALEK,JAWA TIMUR,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19610,3312107201810070,3312,07/10/18,KEBAKARAN HUTAN DAN LAHAN,WONOGIRI,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19611,3512107201810070,3512,07/10/18,KEBAKARAN HUTAN DAN LAHAN,SITUBONDO,JAWA TIMUR,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19612,1307101201810070,1307,07/10/18,BANJIR,AGAM,SUMATERA BARAT,Dokumentasi,Belum Diketahui,0,0,0,0,0,2
19613,1105101201810070,1105,07/10/18,BANJIR,ACEH TIMUR,ACEH,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19614,1114101201810070,1114,07/10/18,BANJIR,ACEH TAMIANG,ACEH,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19615,6311107201810060,6311,06/10/18,KEBAKARAN HUTAN DAN LAHAN,BALANGAN,KALIMANTAN SELATAN,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19616,1971107201810060,1971,06/10/18,KEBAKARAN HUTAN DAN LAHAN,KOTA PANGKALPINANG,KEPULAUAN BANGKA BELITUNG,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19617,1111101201810060,1111,06/10/18,BANJIR,ACEH UTARA,ACEH,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19618,3314107201810060,3314,06/10/18,KEBAKARAN HUTAN DAN LAHAN,SRAGEN,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19619,3308107201810060,3308,06/10/18,KEBAKARAN HUTAN DAN LAHAN,MAGELANG,JAWA TENGAH,Dokumentasi,Belum Diketahui,1,0,0,0,0,0
19620,7326102201810060,7326,06/10/18,TANAH LONGSOR,TORAJA UTARA,SULAWESI SELATAN,Dokumentasi,Belum Diketahui,2,0,5,0,0,0
19621,3579107201810060,3579,06/10/18,KEBAKARAN HUTAN DAN LAHAN,KOTA BATU,JAWA TIMUR,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19622,2101105201810060,2101,06/10/18,PUTING BELIUNG,KARIMUN,KEPULAUAN RIAU,Dokumentasi,Belum Diketahui,0,0,0,40,0,0
19623,1904107201810060,1904,06/10/18,KEBAKARAN HUTAN DAN LAHAN,BANGKA TENGAH,KEPULAUAN BANGKA BELITUNG,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19624,1108101201810060,1108,06/10/18,BANJIR,ACEH BESAR,ACEH,Dokumentasi,Belum Diketahui,0,0,0,0,15,0
19625,3503107201810050,3503,05/10/18,KEBAKARAN HUTAN DAN LAHAN,TRENGGALEK,JAWA TIMUR,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19626,6110105201810050,6110,05/10/18,PUTING BELIUNG,MELAWI,KALIMANTAN BARAT,Dokumentasi,Belum Diketahui,0,0,0,4,0,0
19627,6303107201810050,6303,05/10/18,KEBAKARAN HUTAN DAN LAHAN,BANJAR,KALIMANTAN SELATAN,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19628,3312107201810050,3312,05/10/18,KEBAKARAN HUTAN DAN LAHAN,WONOGIRI,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19629,6205107201810040,6205,04/10/18,KEBAKARAN HUTAN DAN LAHAN,BARITO UTARA,KALIMANTAN TENGAH,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19630,1112101201810040,1112,04/10/18,BANJIR,ACEH BARAT DAYA,ACEH,Dokumentasi,Belum Diketahui,0,0,0,0,0,3
19631,1906107201810040,1906,04/10/18,KEBAKARAN HUTAN DAN LAHAN,BELITUNG TIMUR,KEPULAUAN BANGKA BELITUNG,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19632,1904107201810040,1904,04/10/18,KEBAKARAN HUTAN DAN LAHAN,BANGKA TENGAH,KEPULAUAN BANGKA BELITUNG,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19633,7316107201810040,7316,04/10/18,KEBAKARAN HUTAN DAN LAHAN,ENREKANG,SULAWESI SELATAN,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19634,3312107201810040,3312,04/10/18,KEBAKARAN HUTAN DAN LAHAN,WONOGIRI,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19635,3312107201810040,3312,04/10/18,KEBAKARAN HUTAN DAN LAHAN,WONOGIRI,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19636,1101101201810040,1101,04/10/18,BANJIR,SIMEULUE,ACEH,Dokumentasi,Belum Diketahui,0,0,0,0,9,0
19637,8271111201810040,8271,04/10/18,LETUSAN GUNUNG API,KOTA TERNATE,MALUKU UTARA,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19638,1114101201810030,1114,03/10/18,BANJIR,ACEH TAMIANG,ACEH,Dokumentasi,Belum Diketahui,0,0,0,0,120,0
19639,1906107201810030,1906,03/10/18,KEBAKARAN HUTAN DAN LAHAN,BELITUNG TIMUR,KEPULAUAN BANGKA BELITUNG,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19640,3202105201810030,3202,03/10/18,PUTING BELIUNG,SUKABUMI,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,0,0,2
19641,1971107201810030,1971,03/10/18,KEBAKARAN HUTAN DAN LAHAN,KOTA PANGKALPINANG,KEPULAUAN BANGKA BELITUNG,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19642,7105111201810030,7105,03/10/18,LETUSAN GUNUNG API,MINAHASA SELATAN,SULAWESI UTARA,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19643,7109111201810030,7109,03/10/18,LETUSAN GUNUNG API,MINAHASA TENGGARA,SULAWESI UTARA,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19644,1208101201810030,1208,03/10/18,BANJIR,ASAHAN,SUMATERA UTARA,Dokumentasi,Belum Diketahui,0,0,0,0,45,0
19645,1904107201810030,1904,03/10/18,KEBAKARAN HUTAN DAN LAHAN,BANGKA TENGAH,KEPULAUAN BANGKA BELITUNG,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19646,5371105201810020,5371,02/10/18,PUTING BELIUNG,KOTA KUPANG,NUSA TENGGARA TIMUR,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
19647,1906107201810020,1906,02/10/18,KEBAKARAN HUTAN DAN LAHAN,BELITUNG TIMUR,KEPULAUAN BANGKA BELITUNG,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19648,3312107201810020,3312,02/10/18,KEBAKARAN HUTAN DAN LAHAN,WONOGIRI,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19649,1971107201810020,1971,02/10/18,KEBAKARAN HUTAN DAN LAHAN,KOTA PANGKALPINANG,KEPULAUAN BANGKA BELITUNG,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19650,1103101201810020,1103,02/10/18,BANJIR,ACEH SELATAN,ACEH,Dokumentasi,Belum Diketahui,0,0,0,2,0,2
19651,1107101201810020,1107,02/10/18,BANJIR,ACEH BARAT,ACEH,Dokumentasi,Belum Diketahui,0,0,0,0,396,0
19652,5302108201810020,5302,02/10/18,GEMPA BUMI,SUMBA TIMUR,NUSA TENGGARA TIMUR,Dokumentasi,Belum Diketahui,0,0,0,0,0,4
19653,3501107201810010,3501,01/10/18,KEBAKARAN HUTAN DAN LAHAN,PACITAN,JAWA TIMUR,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19654,3312107201810010,3312,01/10/18,KEBAKARAN HUTAN DAN LAHAN,WONOGIRI,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19655,1306101201810010,1306,01/10/18,BANJIR,PADANG PARIAMAN,SUMATERA BARAT,Dokumentasi,Belum Diketahui,0,0,0,0,3,1
19656,1112101201810010,1112,01/10/18,BANJIR,ACEH BARAT DAYA,ACEH,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19657,1306102201810010,1306,01/10/18,TANAH LONGSOR,PADANG PARIAMAN,SUMATERA BARAT,Dokumentasi,Belum Diketahui,0,0,0,2,0,0
19658,3308102201810010,3308,01/10/18,TANAH LONGSOR,MAGELANG,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,2,1,0,0
19659,1971107201810010,1971,01/10/18,KEBAKARAN HUTAN DAN LAHAN,KOTA PANGKALPINANG,KEPULAUAN BANGKA BELITUNG,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19660,6106107201810010,6106,01/10/18,KEBAKARAN HUTAN DAN LAHAN,KETAPANG,KALIMANTAN BARAT,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19661,5371105201810010,5371,01/10/18,PUTING BELIUNG,KOTA KUPANG,NUSA TENGGARA TIMUR,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
19662,1906107201810010,1906,01/10/18,KEBAKARAN HUTAN DAN LAHAN,BELITUNG TIMUR,KEPULAUAN BANGKA BELITUNG,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19663,1904107201810010,1904,01/10/18,KEBAKARAN HUTAN DAN LAHAN,BANGKA TENGAH,KEPULAUAN BANGKA BELITUNG,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19664,1111101201810010,1111,01/10/18,BANJIR,ACEH UTARA,ACEH,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19665,1115101201810010,1115,01/10/18,BANJIR,NAGAN RAYA,ACEH,Dokumentasi,Belum Diketahui,0,0,0,0,2143,0
19666,1103101201810010,1103,01/10/18,BANJIR,ACEH SELATAN,ACEH,Dokumentasi,Belum Diketahui,0,0,0,0,2,0
19667,1117105201809300,1117,30/09/18,PUTING BELIUNG,BENER MERIAH,ACEH,Dokumentasi,Belum Diketahui,0,0,0,15,0,0
19668,3208107201809300,3208,30/09/18,KEBAKARAN HUTAN DAN LAHAN,KUNINGAN,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
19669,3312107201809300,3312,30/09/18,KEBAKARAN HUTAN DAN LAHAN,WONOGIRI,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19670,6209107201809300,6209,30/09/18,KEBAKARAN HUTAN DAN LAHAN,KATINGAN,KALIMANTAN TENGAH,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19671,3522105201809300,3522,30/09/18,PUTING BELIUNG,BOJONEGORO,JAWA TIMUR,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
19672,1612107201809300,1612,30/09/18,KEBAKARAN HUTAN DAN LAHAN,PENUKAL ABAB LEMATANG ILIR,SUMATERA SELATAN,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19673,3522105201809300,3522,30/09/18,PUTING BELIUNG,BOJONEGORO,JAWA TIMUR,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
19674,1904107201809300,1904,30/09/18,KEBAKARAN HUTAN DAN LAHAN,BANGKA TENGAH,KEPULAUAN BANGKA BELITUNG,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19675,3512107201809290,3512,29/09/18,KEBAKARAN HUTAN DAN LAHAN,SITUBONDO,JAWA TIMUR,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19676,3312107201809290,3312,29/09/18,KEBAKARAN HUTAN DAN LAHAN,WONOGIRI,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19677,3211107201809290,3211,29/09/18,KEBAKARAN HUTAN DAN LAHAN,SUMEDANG,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19678,3312107201809290,3312,29/09/18,KEBAKARAN HUTAN DAN LAHAN,WONOGIRI,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19679,3301105201809290,3301,29/09/18,PUTING BELIUNG,CILACAP,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
19680,7205110201809280,7205,28/09/18,GEMPA BUMI DAN TSUNAMI,DONGGALA,SULAWESI TENGAH,Dokumentasi,Belum Diketahui,212,19,1750,21378,0,631
19681,3502107201809280,3502,28/09/18,KEBAKARAN HUTAN DAN LAHAN,PONOROGO,JAWA TIMUR,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19682,7208110201809280,7208,28/09/18,GEMPA BUMI DAN TSUNAMI,PARIGI MOUTONG,SULAWESI TENGAH,Dokumentasi,Belum Diketahui,15,0,15,5582,0,122
19683,1904107201809280,1904,28/09/18,KEBAKARAN HUTAN DAN LAHAN,BANGKA TENGAH,KEPULAUAN BANGKA BELITUNG,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19684,7271110201809280,7271,28/09/18,GEMPA BUMI DAN TSUNAMI,KOTA PALU,SULAWESI TENGAH,Dokumentasi,Belum Diketahui,3624,570,1561,55102,0,1203
19685,7210110201809280,7210,28/09/18,GEMPA BUMI DAN TSUNAMI,SIGI,SULAWESI TENGAH,Dokumentasi,Belum Diketahui,289,116,1112,28152,0,302
19686,7605110201809280,7605,28/09/18,GEMPA BUMI DAN TSUNAMI,PASANGKAYU,SULAWESI BARAT,Dokumentasi,Belum Diketahui,1,0,0,0,0,0
19687,3322107201809280,3322,28/09/18,KEBAKARAN HUTAN DAN LAHAN,SEMARANG,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19688,1904107201809270,1904,27/09/18,KEBAKARAN HUTAN DAN LAHAN,BANGKA TENGAH,KEPULAUAN BANGKA BELITUNG,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19689,3501107201809270,3501,27/09/18,KEBAKARAN HUTAN DAN LAHAN,PACITAN,JAWA TIMUR,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19690,3579107201809270,3579,27/09/18,KEBAKARAN HUTAN DAN LAHAN,KOTA BATU,JAWA TIMUR,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19691,3271102201809270,3271,27/09/18,TANAH LONGSOR,KOTA BOGOR,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,2,0,0
19692,3271105201809270,3271,27/09/18,PUTING BELIUNG,KOTA BOGOR,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,6,0,0
19693,3518107201809270,3518,27/09/18,KEBAKARAN HUTAN DAN LAHAN,NGANJUK,JAWA TIMUR,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19694,3201105201809270,3201,27/09/18,PUTING BELIUNG,BOGOR,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19695,1906107201809270,1906,27/09/18,KEBAKARAN HUTAN DAN LAHAN,BELITUNG TIMUR,KEPULAUAN BANGKA BELITUNG,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19696,3512107201809270,3512,27/09/18,KEBAKARAN HUTAN DAN LAHAN,SITUBONDO,JAWA TIMUR,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19697,3502107201809270,3502,27/09/18,KEBAKARAN HUTAN DAN LAHAN,PONOROGO,JAWA TIMUR,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19698,3502107201809260,3502,26/09/18,KEBAKARAN HUTAN DAN LAHAN,PONOROGO,JAWA TIMUR,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19699,3512107201809260,3512,26/09/18,KEBAKARAN HUTAN DAN LAHAN,SITUBONDO,JAWA TIMUR,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19700,1371101201809260,1371,26/09/18,BANJIR,KOTA PADANG,SUMATERA BARAT,Dokumentasi,Belum Diketahui,0,0,0,0,50,0
19701,1971107201809260,1971,26/09/18,KEBAKARAN HUTAN DAN LAHAN,KOTA PANGKALPINANG,KEPULAUAN BANGKA BELITUNG,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19702,6311107201809250,6311,25/09/18,KEBAKARAN HUTAN DAN LAHAN,BALANGAN,KALIMANTAN SELATAN,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19703,6303107201809250,6303,25/09/18,KEBAKARAN HUTAN DAN LAHAN,BANJAR,KALIMANTAN SELATAN,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19704,6311107201809250,6311,25/09/18,KEBAKARAN HUTAN DAN LAHAN,BALANGAN,KALIMANTAN SELATAN,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19705,1306101201809240,1306,24/09/18,BANJIR,PADANG PARIAMAN,SUMATERA BARAT,Dokumentasi,Belum Diketahui,0,0,0,0,3,0
19706,6110107201809240,6110,24/09/18,KEBAKARAN HUTAN DAN LAHAN,MELAWI,KALIMANTAN BARAT,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19707,3320105201809240,3320,24/09/18,PUTING BELIUNG,JEPARA,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
19708,3506107201809240,3506,24/09/18,KEBAKARAN HUTAN DAN LAHAN,KEDIRI,JAWA TIMUR,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19709,3512107201809240,3512,24/09/18,KEBAKARAN HUTAN DAN LAHAN,SITUBONDO,JAWA TIMUR,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19710,6305107201809240,6305,24/09/18,KEBAKARAN HUTAN DAN LAHAN,TAPIN,KALIMANTAN SELATAN,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19711,3208107201809240,3208,24/09/18,KEBAKARAN HUTAN DAN LAHAN,KUNINGAN,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19712,5171107201809240,5171,24/09/18,KEBAKARAN HUTAN DAN LAHAN,KOTA DENPASAR,BALI,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19713,6401107201809240,6401,24/09/18,KEBAKARAN HUTAN DAN LAHAN,PASER,KALIMANTAN TIMUR,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19714,1306105201809240,1306,24/09/18,PUTING BELIUNG,PADANG PARIAMAN,SUMATERA BARAT,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
19715,3507105201809240,3507,24/09/18,PUTING BELIUNG,MALANG,JAWA TIMUR,Dokumentasi,Belum Diketahui,0,0,0,3,0,0
19716,3201105201809230,3201,23/09/18,PUTING BELIUNG,BOGOR,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
19717,3323107201809230,3323,23/09/18,KEBAKARAN HUTAN DAN LAHAN,TEMANGGUNG,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19718,1107105201809230,1107,23/09/18,PUTING BELIUNG,ACEH BARAT,ACEH,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
19719,3502107201809230,3502,23/09/18,KEBAKARAN HUTAN DAN LAHAN,PONOROGO,JAWA TIMUR,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19720,3501107201809230,3501,23/09/18,KEBAKARAN HUTAN DAN LAHAN,PACITAN,JAWA TIMUR,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19721,1202101201809230,1202,23/09/18,BANJIR,MANDAILING NATAL,SUMATERA UTARA,Dokumentasi,Belum Diketahui,0,0,0,13,0,3
19722,1906107201809230,1906,23/09/18,KEBAKARAN HUTAN DAN LAHAN,BELITUNG TIMUR,KEPULAUAN BANGKA BELITUNG,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19723,3201102201809230,3201,23/09/18,TANAH LONGSOR,BOGOR,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,2,0,0
19724,3202102201809230,3202,23/09/18,TANAH LONGSOR,SUKABUMI,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
19725,1501105201809230,1501,23/09/18,PUTING BELIUNG,KERINCI,JAMBI,Dokumentasi,Belum Diketahui,0,0,0,10,0,1
19726,3202105201809220,3202,22/09/18,PUTING BELIUNG,SUKABUMI,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,6,0,0
19727,3312105201809210,3312,21/09/18,PUTING BELIUNG,WONOGIRI,JAWA TENGAH,Dokumentasi,Belum Diketahui,1,0,0,14,0,0
19728,3302105201809210,3302,21/09/18,PUTING BELIUNG,BANYUMAS,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,1,7,0,0
19729,3304105201809210,3304,21/09/18,PUTING BELIUNG,BANJARNEGARA,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,7,0,0
19730,3329105201809210,3329,21/09/18,PUTING BELIUNG,BREBES,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,14,0,0
19731,3509105201809210,3509,21/09/18,PUTING BELIUNG,JEMBER,JAWA TIMUR,Dokumentasi,Belum Diketahui,0,0,0,3,0,1
19732,1203102201809210,1203,21/09/18,TANAH LONGSOR,TAPANULI SELATAN,SUMATERA UTARA,Dokumentasi,Belum Diketahui,0,0,0,0,0,1
19733,3329105201809210,3329,21/09/18,PUTING BELIUNG,BREBES,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,14,0,0
19734,3302105201809210,3302,21/09/18,PUTING BELIUNG,BANYUMAS,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,1,7,0,0
19735,1115105201809210,1115,21/09/18,PUTING BELIUNG,NAGAN RAYA,ACEH,Dokumentasi,Belum Diketahui,0,0,0,8,0,0
19736,3509105201809210,3509,21/09/18,PUTING BELIUNG,JEMBER,JAWA TIMUR,Dokumentasi,Belum Diketahui,0,0,0,3,0,1
19737,1104101201809210,1104,21/09/18,BANJIR,ACEH TENGGARA,ACEH,Dokumentasi,Belum Diketahui,0,0,0,0,2,0
