,objectid,uid,creator,created,updater,updated,nm_balai,koord_x,koord_y,foto,data_src,last_sync,sync_notes,tgl_inspeksi,kd_prov,provinsi,kab_kota,kecamatan,kel_desa,kd_kem,kd_unor,ko_in,video,peta,kondisi,kl_dat_das,nm_dat_das,nm_obj_inf,thn_data,nm_ws,nm_das,id_sumur,kd_seri,jenis,debit,dbt_bsh_1,dbt_kering,dbt_bsh_2,kd_ws,infrastruktur,status2,sta_hibah,urut,id,kode_balai,kd_das,tahun_pembangunan,kondisi_bangunan,status_pekerjaan,sungai,cat,nama_sistem,elevasi,sistem_pengambilan,jenis_pompa,head_pompa,tahun_rehab_terakhir,kelembagaan,keterangan,panjang,jumlah_box_bagi,jumlah_springkel,musim_tanam_mt_1,musim_tanam_mt_2,musim_tanam_mt_3,shape,geometry
326,246600,38ab1f03-e439-4c92-b104-9e00e669b61c,,1696554041000,,1696554041000,BALAI WILAYAH SUNGAI MALUKU,128.555678,-3.545911,,,,,,,MALUKU,KAB. MALUKU TENGAH,Pulau Haruku,Hulaliu,,,,,,,Mata Air,Reservoir,,,AMBON-SERAM,,,,,,,,,06.A3.05,,,,327,06.20.33310000333,B_MLKU,06.A3.05.000,2014,Beroperasi,Selesai,HULALIU,CAT BENGKULU,,0,Grafitasi,,0,,,,0,0,0,,,,,POINT (128.55567800000006 -3.5459109999999328)
327,246601,ed9b775d-a7ee-4d01-af22-26142f48ba23,,1696554041000,,1696554041000,BALAI WILAYAH SUNGAI MALUKU,129.501233,-2.79905,,,,,,,MALUKU,KAB. MALUKU TENGAH,Seram Utara,Air Besar,,,,,,,Mata Air,Reservoir,,,AMBON-SERAM,,,,,,,,,06.A3.05,,,,328,06.20.33310000334,B_MLKU,06.A3.05.000,2014,Beroperasi,Selesai,AIR BESAR,CAT WAHAI,,0,Grafitasi,,0,,,,0,0,0,,,,,POINT (129.50123300000007 -2.7990499999999656)
328,246602,accab148-e492-4abe-b2c9-2d6f88816e79,,1696554041000,,1696554041000,BALAI WILAYAH SUNGAI MALUKU,128.187919,-3.604153,,,,,,,MALUKU,KAB. MALUKU TENGAH,Leihitu,Hitumessing,,,,,,,Mata Air,Reservoir,,,AMBON-SERAM,,,,,,,,,06.A3.05,,,,329,06.20.33310000335,B_MLKU,06.A3.05.000,2014,Tidak Beroperasi,Selesai,HITUMESSING,CAT HITULAMA,,0,Pompa,Turbin,50,,,,0,0,0,,,,,POINT (128.18791900000008 -3.6041529999999398)
329,246603,4408fc9a-9cbb-48ec-a5bf-622826840b5c,,1696554041000,,1696554041000,BALAI WILAYAH SUNGAI MALUKU,128.074017,-3.619419,,,,,,,MALUKU,KAB. MALUKU TENGAH,Leihitu,Kaitetu,,,,,,,Mata Air,Reservoir,,,AMBON-SERAM,,,,,,,,,06.A3.05,,,,330,06.20.33310000336,B_MLKU,06.A3.05.000,2014,Beroperasi,Selesai,KAITETU,CAT HITULAMA,,0,Grafitasi,,0,,,,0,0,0,,,,,POINT (128.07401700000003 -3.6194189999999367)
330,246604,385322e9-d137-4e32-8a00-8f2c47ea358f,,1696554041000,,1696554041000,BALAI WILAYAH SUNGAI MALUKU,128.185278,-3.573272,,,,,,,MALUKU,KAB. MALUKU TENGAH,Leihitu,Hitumessing,,,,,,,Mata Air,Reservoir,,,AMBON-SERAM,,,,,,,,,06.A3.05,,,,331,06.20.33310000337,B_MLKU,06.A3.05.000,2014,Beroperasi,Selesai,HITUMESSING,CAT HITULAMA,,0,Grafitasi,,0,,,,0,0,0,,,,,POINT (128.18527800000004 -3.5732719999999745)
331,246605,934b4660-a721-49dd-85c6-eac84e6f61b9,,1696554041000,,1696554041000,BALAI WILAYAH SUNGAI MALUKU,128.254767,-3.633203,,,,,,,MALUKU,KOTA AMBON,Baguala,Passo,,,,,,,Mata Air,Reservoir,,,AMBON-SERAM,,,,,,,,,06.A3.05,,,,332,06.20.33310000338,B_MLKU,06.A3.05.000,2013,Beroperasi,Selesai,PASSO,CAT BENGKULU,,0,Grafitasi,,0,,,,0,0,0,,,,,POINT (128.25476700000002 -3.6332029999999804)
332,246606,8d0e4770-b93a-4840-83ab-9c659c62383b,,1696554041000,,1696554041000,BALAI WILAYAH SUNGAI MALUKU,127.953078,-3.009697,,,,,,,MALUKU,KAB. SERAM BAGIAN BARAT,Huamual Belakang,Buano Utara,,,,,,,Mata Air,Reservoir,,,AMBON-SERAM,,,,,,,,,06.A3.05,,,,333,06.20.33310000339,B_MLKU,06.A3.05.000,2015,Tidak Beroperasi,Selesai,BUANO UTARA,CAT LUBUKLINGGAU-MUARAENIM,,0,Pompa,Submersible,70,0,,,0,0,0,,,,,POINT (127.95307800000012 -3.00969699999996)
333,246607,9982fc81-899a-4977-8215-0c8d299f9c6b,,1696554041000,,1696554041000,BALAI WILAYAH SUNGAI MALUKU,128.226547,-3.703944,,,,,,,MALUKU,KOTA AMBON,Sirimau,Soya,,,,,,,Mata Air,Reservoir,,,AMBON-SERAM,,,,,,,,,06.A3.05,,,,334,06.20.33310000340,B_MLKU,06.A3.05.000,2015,Beroperasi,Selesai,SOYA,CAT BENGKULU,,0,Grafitasi,,0,,,,0,0,0,,,,,POINT (128.2265470000001 -3.7039439999999786)
334,246608,8a4d439e-2709-48cc-aa17-4c44b4e8f94b,,1696554041000,,1696554041000,BALAI WILAYAH SUNGAI MALUKU,128.071239,-3.719561,,,,,,,MALUKU,KAB. MALUKU TENGAH,Leihitu Barat,Hatu,,,,,,,Mata Air,Reservoir,,,AMBON-SERAM,,,,,,,,,06.A3.05,,,,335,06.20.33310000341,B_MLKU,06.A3.05.000,2014,Beroperasi,Selesai,HATU,CAT BENGKULU,,0,Grafitasi,,0,,,,0,0,0,,,,,POINT (128.0712390000001 -3.719560999999942)
335,246609,6e11decf-23de-43d1-b3d7-3a0ac30afdff,,1696554041000,,1696554041000,BALAI WILAYAH SUNGAI MALUKU,128.322003,-3.562317,,,,,,,MALUKU,KAB. MALUKU TENGAH,Salahutu,Waai,,,,,,,Mata Air,Reservoir,,,AMBON-SERAM,,,,,,,,,06.A3.05,,,,336,06.20.33310000342,B_MLKU,06.A3.05.000,2014,Beroperasi,Selesai,WAAI,CAT BENGKULU,,0,Grafitasi,,0,,,,0,0,0,,,,,POINT (128.3220030000001 -3.5623169999999504)
336,246610,aa4b89bf-9267-4574-acaf-c9c0b116aa53,,1696554041000,,1696554041000,BALAI WILAYAH SUNGAI MALUKU,128.716292,-3.604194,,,,,,,MALUKU,KAB. MALUKU TENGAH,Saparua Timur,Ullath,,,,,,,Mata Air,Reservoir,,,AMBON-SERAM,,,,,,,,,06.A3.05,,,,337,06.20.33310000343,B_MLKU,06.A3.05.000,2014,Beroperasi,Selesai,ULLATH,NON CAT,,0,Grafitasi,,0,,,,0,0,0,,,,,POINT (128.71629200000007 -3.60419399999995)
337,246611,cd148fd9-9868-4441-881e-ccc8a0bfccf5,,1696554041000,,1696554041000,BALAI WILAYAH SUNGAI MALUKU,128.555425,-3.546839,,,,,,,MALUKU,KAB. MALUKU TENGAH,Pulau Haruku,Aboru,,,,,,,Mata Air,Reservoir,,,AMBON-SERAM,,,,,,,,,06.A3.05,,,,338,06.20.33310000344,B_MLKU,06.A3.05.000,,Beroperasi,Selesai,ABORU,CAT BENGKULU,,0,Grafitasi,,0,,,,0,0,0,,,,,POINT (128.555425 -3.546838999999977)
338,246612,1a4fb9cf-fd08-4dbd-b9d5-991ad6ed08b6,,1696554041000,,1696554041000,BALAI WILAYAH SUNGAI MALUKU,126.731547,-3.845194,,,,,,,MALUKU,KAB. BURU SELATAN,Namrole,Wamkana,,,,,,,Mata Air,Reservoir,,,BURU,,,,,,,,,06.B.04,,,,339,06.20.33310000345,B_MLKU,06.B.04.000,2014,Beroperasi,Selesai,WAMKANA,NON CAT,,0,Grafitasi,,0,,,,0,0,0,,,,,POINT (126.73154700000009 -3.8451939999999354)
339,246613,9424796a-501b-4196-9781-d504543d97b2,,1696554041000,,1696554041000,BALAI WILAYAH SUNGAI MALUKU,129.947792,-4.551219,,,,,,,MALUKU,KAB. MALUKU TENGAH,Banda,Nusantara,,,,,,,Mata Air,Reservoir,,,AMBON-SERAM,,,,,,,,,06.A3.05,,,,340,06.20.33310000346,B_MLKU,06.A3.05.000,2015,Beroperasi,Selesai,NUSANTARA,CAT METRO-KOTABUMI,,0,Grafitasi,,0,,,,0,0,0,,,,,POINT (129.94779200000005 -4.551218999999946)
340,246614,ab690953-db00-47e3-9a49-f04051e88ded,,1696554041000,,1696554041000,BALAI WILAYAH SUNGAI MALUKU,128.315514,-3.510656,,,,,,,MALUKU,KAB. MALUKU TENGAH,Salahutu,Liang,,,,,,,Mata Air,Reservoir,,,AMBON-SERAM,,,,,,,,,06.A3.05,,,,341,06.20.33310000347,B_MLKU,06.A3.05.000,2016,Beroperasi,Selesai,LIANG,CAT AMBON,,0,Grafitasi,,0,,,,0,0,0,,,,,POINT (128.315514 -3.5106559999999263)
341,246615,7a15fd5c-dc58-455d-bc6f-90cd1d2e78d5,,1696554041000,,1696554041000,BALAI WILAYAH SUNGAI MALUKU,128.219336,-3.624908,,,,,,,MALUKU,KOTA AMBON,Baguala,Waiheru,,,,,,,Mata Air,Reservoir,,,AMBON-SERAM,,,,,,,,,06.A3.05,,,,342,06.20.33310000348,B_MLKU,06.A3.05.000,2016,Beroperasi,Selesai,WAIHERU,CAT AMBON,,0,Grafitasi,,0,,,,0,0,0,,,,,POINT (128.2193360000001 -3.624907999999948)
342,246616,bbb1dbef-1fac-4a24-b7b9-7da23555338e,,1696554041000,,1696554041000,BALAI WILAYAH SUNGAI MALUKU,128.206219,-3.664019,,,,,,,MALUKU,KOTA AMBON,Baguala,Halong,,,,,,,Mata Air,Reservoir,,,AMBON-SERAM,,,,,,,,,06.A3.05,,,,343,06.20.33310000350,B_MLKU,06.A3.05.000,2016,Tidak Beroperasi,Selesai,HALONG,CAT AMBON,,0,Pompa,Submersible,80,,,,0,0,0,,,,,POINT (128.20621900000003 -3.6640189999999393)
343,246617,cef6afb8-7ab7-45a7-a4c3-0bfe1ac26793,,1696554041000,,1696554041000,BALAI WILAYAH SUNGAI MALUKU,129.258331,-2.947547,,,,,,,MALUKU,KAB. MALUKU TENGAH,Seram Utara,Sawai,,,,,,,Mata Air,Reservoir,,,AMBON-SERAM,,,,,,,,,06.A3.05,,,,344,06.20.33310000351,B_MLKU,06.A3.05.000,,Beroperasi,Selesai,SAWAI,CAT LUBUKLINGGAU-MUARAENIM,,0,Grafitasi,,0,,,,0,0,0,,,,,POINT (129.2583310000001 -2.947546999999929)
344,246618,be5683e7-8381-4cc5-a4e2-5d19acca66a0,,1696554041000,,1696554041000,BALAI WILAYAH SUNGAI MALUKU,128.415211,-3.535536,,,,,,,MALUKU,KAB. MALUKU TENGAH,Pulau Haruku,Kailolo,,,,,,,Mata Air,Reservoir,,,AMBON-SERAM,,,,,,,,,06.A3.05,,,,345,06.20.33310000353,B_MLKU,06.A3.05.000,2011,Beroperasi,Selesai,KAILOLO,CAT HARUKU,,0,Grafitasi,,0,,,,0,0,0,,,,,POINT (128.4152110000001 -3.535535999999979)
345,246619,68d66306-1e1c-4bf1-bac7-78dfce306611,,1696554041000,,1696554041000,BALAI WILAYAH SUNGAI MALUKU,128.1693,-3.73575,,,,,,,MALUKU,KOTA AMBON,Nusaniwe,Urimessing,,,,,,,Mata Air,Reservoir,,,AMBON-SERAM,,,,,,,,,06.A3.05,,,,346,06.20.33310000354,B_MLKU,06.A3.05.000,2011,Beroperasi,Selesai,NUSANIWE,CAT AMBON,,0,Grafitasi,,0,,,,0,0,0,,,,,POINT (128.16930000000002 -3.735749999999939)
346,246620,c1f6cdea-7325-4a14-910c-3ebad23a1828,,1696554041000,,1696554041000,BALAI WILAYAH SUNGAI MALUKU,129.409594,-2.798119,,,,,,,MALUKU,KAB. MALUKU TENGAH,Seram Utara,Malaku,,,,,,,Mata Air,Reservoir,,,AMBON-SERAM,,,,,,,,,06.A3.05,,,,347,06.20.33310000355,B_MLKU,06.A3.05.000,2011,Tidak Beroperasi,Selesai,MALAKU,CAT WAHAI,,0,Grafitasi,,0,,,,0,0,0,,,,,POINT (129.40959400000008 -2.7981189999999287)
347,246621,588a607c-0187-4f00-b75b-c96e918c14bc,,1696554041000,,1696554041000,BALAI WILAYAH SUNGAI MALUKU,128.482167,-3.5196,,,,,,,MALUKU,KAB. MALUKU TENGAH,Pulau Haruku,Kariu,,,,,,,Mata Air,Reservoir,,,AMBON-SERAM,,,,,,,,,06.A3.05,,,,348,06.20.33310000356,B_MLKU,06.A3.05.000,2011,Beroperasi,Selesai,KARIU,CAT HARUKU,,0,Grafitasi,,0,,,,0,0,0,,,,,POINT (128.48216700000012 -3.5195999999999685)
348,246622,be96203a-2ed0-49ae-975c-1a779e9917d5,,1696554041000,,1696554041000,BALAI WILAYAH SUNGAI MALUKU,128.492628,-3.516647,,,,,,,MALUKU,KAB. MALUKU TENGAH,Pulau Haruku,Pelauw,,,,,,,Mata Air,Reservoir,,,AMBON-SERAM,,,,,,,,,06.A3.05,,,,349,06.20.33310000357,B_MLKU,06.A3.05.000,2011,Beroperasi,Selesai,PELAUW,CAT HARUKU,,0,Grafitasi,,0,,,,0,0,0,,,,,POINT (128.49262800000008 -3.5166469999999777)
349,246623,187e79d5-ca58-441b-9f92-15d825b4ec3e,,1696554041000,,1696554041000,BALAI WILAYAH SUNGAI MALUKU,128.164914,-3.652653,,,,,,,MALUKU,KOTA AMBON,Teluk Ambon,Wayame,,,,,,,Mata Air,Reservoir,,,AMBON-SERAM,,,,,,,,,06.A3.05,,,,350,06.20.33310000358,B_MLKU,06.A3.05.000,2010,Beroperasi,Selesai,WAYAME,CAT AMBON,,0,Grafitasi,,0,,,,0,0,0,,,,,POINT (128.16491400000007 -3.6526529999999298)
350,246624,efbfbcd8-3075-4e2a-8edb-c8c2ea9399f4,,1696554041000,,1696554041000,BALAI WILAYAH SUNGAI MALUKU,127.951689,-3.008619,,,,,,,MALUKU,KAB. SERAM BAGIAN BARAT,Huamual Belakang,Buano Utara,,,,,,,Mata Air,Reservoir,,,AMBON-SERAM,,,,,,,,,06.A3.05,,,,351,06.20.33310000359,B_MLKU,06.A3.05.000,2012,Tidak Beroperasi,Selesai,BUANO UTARA,CAT LUBUKLINGGAU-MUARAENIM,,0,Grafitasi,,0,0,,,0,0,0,,,,,POINT (127.9516890000001 -3.0086189999999533)
351,246625,4bb59e4a-4f01-48b3-aa20-5bad473ff3af,,1696554041000,,1696554041000,BALAI WILAYAH SUNGAI MALUKU,128.420033,-3.613464,,,,,,,MALUKU,KAB. MALUKU TENGAH,Pulau Haruku,Haruku,,,,,,,Mata Air,Reservoir,,,AMBON-SERAM,,,,,,,,,06.A3.05,,,,352,06.20.33310000360,B_MLKU,06.A3.05.000,2012,Beroperasi,Selesai,HARUKU,CAT HARUKU,,0,Grafitasi,,0,0,,,0,0,0,,,,,POINT (128.4200330000001 -3.613463999999965)
352,246626,03ba0d11-30f3-4117-9ccc-71cdc1945bfa,,1696554041000,,1696554041000,BALAI WILAYAH SUNGAI MALUKU,128.224858,-3.629919,,,,,,,MALUKU,KOTA AMBON,Baguala,Waiheru,,,,,,,Mata Air,Reservoir,,,AMBON-SERAM,,,,,,,,,06.A3.05,,,,353,06.20.33310000361,B_MLKU,06.A3.05.000,2012,Beroperasi,Selesai,WAIHERU,CAT BENGKULU,,0,Grafitasi,,0,,,,0,0,0,,,,,POINT (128.22485800000004 -3.6299189999999726)
353,246627,d5b4b705-3abd-4abd-b71d-cf7bdee85537,,1696554041000,,1696554041000,BALAI WILAYAH SUNGAI MALUKU,128.109692,-3.685725,,,,,,,MALUKU,KOTA AMBON,Teluk Ambon,Tawiri,,,,,,,Mata Air,Reservoir,,,AMBON-SERAM,,,,,,,,,06.A3.05,,,,354,06.20.33310000363,B_MLKU,06.A3.05.000,2013,Beroperasi,Selesai,TAWIRI,CAT BENGKULU,,0,Grafitasi,,0,,,,0,0,0,,,,,POINT (128.1096920000001 -3.685724999999934)
354,246628,d76cd0a0-99f7-42cc-be61-5020f8afe8d7,,1696554041000,,1696554041000,BALAI WILAYAH SUNGAI MALUKU,128.293653,-3.668906,,,,,,,MALUKU,KOTA AMBON,Leitimur Selatan,Hutumury,,,,,,,Mata Air,Reservoir,,,AMBON-SERAM,,,,,,,,,06.A3.05,,,,355,06.20.33310000364,B_MLKU,06.A3.05.000,2013,Beroperasi,Selesai,HUTUMURY,CAT BENGKULU,,0,Grafitasi,,0,,,,0,0,0,,,,,POINT (128.29365300000006 -3.668905999999936)
355,246629,b85f7ad5-4f0d-4bc8-bdf0-27bdeaebc7b0,,1696554041000,,1696554041000,BALAI WILAYAH SUNGAI MALUKU,128.200061,-3.709253,,,,,,,MALUKU,KOTA AMBON,Sirimau,Soya,,,,,,,Mata Air,Reservoir,,,AMBON-SERAM,,,,,,,,,06.A3.05,,,,356,06.20.33310000365,B_MLKU,06.A3.05.000,2013,Beroperasi,Selesai,SOYA,CAT AMBON,,0,Grafitasi,,0,,,,0,0,0,,,,,POINT (128.20006100000012 -3.709252999999933)
356,246630,5488d58b-1032-45d6-98ae-a510718bc4c7,,1696554041000,,1696554041000,BALAI WILAYAH SUNGAI MALUKU,127.606411,-3.3324,,,,,,,MALUKU,KAB. SERAM BAGIAN BARAT,Kepulauan Manipa,Luhutuban,,,,,,,Mata Air,Reservoir,,,AMBON-SERAM,,,,,,,,,06.A3.05,,,,357,06.20.33310000366,B_MLKU,06.A3.05.000,2013,Beroperasi,Selesai,LUHUTUBAN,CAT PAGATAN,,0,Grafitasi,,0,,,,0,0,0,,,,,POINT (127.6064110000001 -3.33239999999995)
357,246631,5841bd01-051a-492e-a5ad-cf29aab446ff,,1696554041000,,1696554041000,BALAI WILAYAH SUNGAI MALUKU,128.488189,-3.525397,,,,,,,MALUKU,KAB. MALUKU TENGAH,Pulau Haruku,Kariu,,,,,,,Mata Air,Reservoir,,,AMBON-SERAM,,,,,,,,,06.A3.05,,,,358,06.20.33310000367,B_MLKU,06.A3.05.000,2014,Beroperasi,Selesai,KARIU,CAT HARUKU,,0,Grafitasi,,0,,,,0,0,0,,,,,POINT (128.48818900000003 -3.5253969999999413)
358,246632,abc79666-7a68-4c9e-bd04-a4d0d2fba639,,1696554041000,,1696554041000,BALAI WILAYAH SUNGAI MALUKU,129.368172,-2.809681,,,,,,,MALUKU,KAB. MALUKU TENGAH,Seram Utara,Wahai,,,,,,,Mata Air,Reservoir,,,AMBON-SERAM,,,,,,,,,06.A3.05,,,,359,06.20.33310000368,B_MLKU,06.A3.05.000,2013,Beroperasi,Selesai,WAHAI,CAT PAINAN-LUBUKPINANG,,0,Grafitasi,,0,,,,0,0,0,,,,,POINT (129.36817200000007 -2.809680999999955)
359,246633,b4136f58-6ece-4481-9394-ea5499eaff80,,1696554041000,,1696554041000,BALAI WILAYAH SUNGAI MALUKU,128.517442,-3.523436,,,,,,,MALUKU,KAB. MALUKU TENGAH,Pulau Haruku,Haruku,,,,,,,Mata Air,Reservoir,,,AMBON-SERAM,,,,,,,,,06.A3.05,,,,360,06.20.33310000369,B_MLKU,06.A3.05.000,2013,Beroperasi,Selesai,HARUKU,CAT BENGKULU,,0,Grafitasi,,0,,,,0,0,0,,,,,POINT (128.51744200000007 -3.523435999999947)
360,246634,02b6b9ef-eb14-4798-865a-c5f0dddbdd95,,1696554041000,,1696554041000,BALAI WILAYAH SUNGAI MALUKU,127.952236,-3.010361,,,,,,,MALUKU,KAB. SERAM BAGIAN BARAT,Huamual Belakang,Buano Utara,,,,,,,Mata Air,Reservoir,,,AMBON-SERAM,,,,,,,,,06.A3.05,,,,361,06.20.33310000370,B_MLKU,06.A3.05.000,2014,Tidak Beroperasi,Selesai,BUANO UTARA,CAT LUBUKLINGGAU-MUARAENIM,,0,Grafitasi,,0,0,,,0,0,0,,,,,POINT (127.95223600000008 -3.010360999999932)
361,246635,ac568d0b-7424-41fe-b064-d81e539272ad,,1696554041000,,1696554041000,BALAI WILAYAH SUNGAI MALUKU,128.071239,-3.719561,,,,,,,MALUKU,KAB. MALUKU TENGAH,Leihitu Barat,Hatu,,,,,,,Mata Air,Reservoir,,,AMBON-SERAM,,,,,,,,,06.A3.05,,,,362,06.20.33310000371,B_MLKU,06.A3.05.000,2013,Beroperasi,Selesai,HATU,CAT BENGKULU,,0,Grafitasi,,0,,,,0,0,0,,,,,POINT (128.0712390000001 -3.719560999999942)
362,246636,73b10bb5-d663-46e6-b96e-22d1545c724a,,1696554041000,,1696554041000,BALAI WILAYAH SUNGAI MALUKU,129.375456,-2.814617,,,,,,,MALUKU,KAB. MALUKU TENGAH,Seram Utara,Rumahsokat,,,,,,,Mata Air,Reservoir,,,AMBON-SERAM,,,,,,,,,06.A3.05,,,,363,06.20.33310000372,B_MLKU,06.A3.05.000,2012,Beroperasi,Selesai,RUMAHSOKAT,CAT WAHAI,,0,Grafitasi,,0,,,,0,0,0,,,,,POINT (129.3754560000001 -2.8146169999999415)
363,246637,26e5814c-daa9-4725-8b5d-ddc2b0dfba11,,1696554041000,,1696554041000,BALAI WILAYAH SUNGAI MALUKU,126.835425,-3.364747,,,,,,,MALUKU,KAB. BURU,Lolong Guba,Waegeren,,,,,,,Mata Air,Reservoir,,,BURU,,,,,,,,,06.B.04,,,,364,06.20.33310000373,B_MLKU,06.B.04.000,2014,Beroperasi,Selesai,WAEGEREN,CAT PALEMBANG-KAYUAGUNG,,0,Grafitasi,,0,,,,0,0,0,,,,,POINT (126.8354250000001 -3.3647469999999657)
364,246638,fff8aaeb-4477-4288-963c-c2631ba9e61f,,1696554041000,,1696554041000,BALAI WILAYAH SUNGAI MALUKU,128.296478,-3.619669,,,,,,,MALUKU,KAB. MALUKU TENGAH,Salahutu,Suli,,,,,,,Mata Air,Reservoir,,,AMBON-SERAM,,,,,,,,,06.A3.05,,,,365,06.20.33310000374,B_MLKU,06.A3.05.000,2014,Beroperasi,Selesai,SULI,CAT AMBON,,0,Grafitasi,,0,,,,0,0,0,,,,,POINT (128.2964780000001 -3.6196689999999307)
365,246639,bdb95fc1-0afc-4eae-b8f0-044fff4e08e1,,1696554041000,,1696554041000,BALAI WILAYAH SUNGAI MALUKU,128.661522,-3.609453,,,,,,,MALUKU,KAB. MALUKU TENGAH,Saparua,Booi,,,,,,,Mata Air,Reservoir,,,AMBON-SERAM,,,,,,,,,06.A3.05,,,,366,06.20.33310000375,B_MLKU,06.A3.05.000,2012,Beroperasi,Selesai,BOOI,NON CAT,,0,Grafitasi,,0,,,,0,0,0,,,,,POINT (128.6615220000001 -3.6094529999999736)
366,246640,875f73f2-44fd-4281-ae1d-a6b9a64491ea,,1696554041000,,1696554041000,BALAI WILAYAH SUNGAI MALUKU,129.499369,-2.797094,,,,,,,MALUKU,KAB. MALUKU TENGAH,Seram Utara,Wahai,,,,,,,Mata Air,Reservoir,,,AMBON-SERAM,,,,,,,,,06.A3.05,,,,367,06.20.33310000376,B_MLKU,06.A3.05.000,2014,Beroperasi,Selesai,WAHAI,CAT WAHAI,,0,Grafitasi,,0,,,,0,0,0,,,,,POINT (129.49936900000012 -2.7970939999999587)
367,246641,b77735de-88e0-47bf-9283-ac917c240afe,,1696554041000,,1696554041000,BALAI WILAYAH SUNGAI MALUKU,129.481042,-2.817447,,,,,,,MALUKU,KAB. MALUKU TENGAH,Seram Utara,Wahai,,,,,,,Mata Air,Reservoir,,,AMBON-SERAM,,,,,,,,,06.A3.05,,,,368,06.20.33310000377,B_MLKU,06.A3.05.000,2014,Beroperasi,Selesai,WAHAI,CAT WAHAI,,0,Grafitasi,,0,,,,0,0,0,,,,,POINT (129.48104200000012 -2.8174469999999587)
368,246642,d0a1551b-8162-4b14-b278-d4f100d8ca4e,,1696554041000,,1696554041000,BALAI WILAYAH SUNGAI MALUKU,128.555678,-3.545911,,,,,,,MALUKU,KAB. MALUKU TENGAH,Pulau Haruku,Hulaliu,,,,,,,Mata Air,Reservoir,,,AMBON-SERAM,,,,,,,,,06.A3.05,,,,369,06.20.33310000378,B_MLKU,06.A3.05.000,2014,Beroperasi,Selesai,HULALIU,CAT BENGKULU,,0,Grafitasi,,0,,,,0,0,0,,,,,POINT (128.55567800000006 -3.5459109999999328)
369,246643,347a4201-66ae-4e66-bc71-a5d62b21bb3c,,1696554041000,,1696554041000,BALAI WILAYAH SUNGAI MALUKU,129.501233,-2.79905,,,,,,,MALUKU,KAB. MALUKU TENGAH,Seram Utara,Air Besar,,,,,,,Mata Air,Reservoir,,,AMBON-SERAM,,,,,,,,,06.A3.05,,,,370,06.20.33310000379,B_MLKU,06.A3.05.000,2014,Beroperasi,Selesai,AIR BESAR,CAT WAHAI,,0,Grafitasi,,0,,,,0,0,0,,,,,POINT (129.50123300000007 -2.7990499999999656)
370,246644,0d457a90-70a5-4b4e-8e48-936f17bfdfd9,,1696554041000,,1696554041000,BALAI WILAYAH SUNGAI MALUKU,128.187919,-3.604153,,,,,,,MALUKU,KAB. MALUKU TENGAH,Leihitu,Hitumessing,,,,,,,Mata Air,Reservoir,,,AMBON-SERAM,,,,,,,,,06.A3.05,,,,371,06.20.33310000380,B_MLKU,06.A3.05.000,2014,Beroperasi,Selesai,HITUMESSING,CAT HITULAMA,,0,Pompa,Turbin,50,,,,0,0,0,,,,,POINT (128.18791900000008 -3.6041529999999398)
371,246645,a7732c8f-6c40-422b-9930-6af883e94a25,,1696554041000,,1696554041000,BALAI WILAYAH SUNGAI MALUKU,128.074017,-3.619419,,,,,,,MALUKU,KAB. MALUKU TENGAH,Leihitu,Kaitetu,,,,,,,Mata Air,Reservoir,,,AMBON-SERAM,,,,,,,,,06.A3.05,,,,372,06.20.33310000381,B_MLKU,06.A3.05.000,2014,Beroperasi,Selesai,KAITETU,CAT HITULAMA,,0,Grafitasi,,0,,,,0,0,0,,,,,POINT (128.07401700000003 -3.6194189999999367)
372,246646,2712de9c-c670-4929-8573-a2d55e3d71d2,,1696554041000,,1696554041000,BALAI WILAYAH SUNGAI MALUKU,128.185278,-3.573272,,,,,,,MALUKU,KAB. MALUKU TENGAH,Leihitu,Hitumessing,,,,,,,Mata Air,Reservoir,,,AMBON-SERAM,,,,,,,,,06.A3.05,,,,373,06.20.33310000382,B_MLKU,06.A3.05.000,2014,Beroperasi,Selesai,HITUMESSING,CAT HITULAMA,,0,Grafitasi,,0,,,,0,0,0,,,,,POINT (128.18527800000004 -3.5732719999999745)
373,246647,b0770f53-9c9e-41a4-ace6-0dbec1e91875,,1696554041000,,1696554041000,BALAI WILAYAH SUNGAI MALUKU,128.254767,-3.633203,,,,,,,MALUKU,KOTA AMBON,Baguala,Passo,,,,,,,Mata Air,Reservoir,,,AMBON-SERAM,,,,,,,,,06.A3.05,,,,374,06.20.33310000383,B_MLKU,06.A3.05.000,2013,Beroperasi,Selesai,PASSO,CAT BENGKULU,,0,Grafitasi,,0,,,,0,0,0,,,,,POINT (128.25476700000002 -3.6332029999999804)
374,246648,8c200e79-0dec-47b7-8f1b-36478d6c5ca7,,1696554041000,,1696554041000,BALAI WILAYAH SUNGAI MALUKU,127.953078,-3.009697,,,,,,,MALUKU,KAB. SERAM BAGIAN BARAT,Huamual Belakang,Buano Utara,,,,,,,Mata Air,Reservoir,,,AMBON-SERAM,,,,,,,,,06.A3.05,,,,375,06.20.33310000384,B_MLKU,06.A3.05.000,2015,Tidak Beroperasi,Selesai,BUANO UTARA,CAT LUBUKLINGGAU-MUARAENIM,,0,Pompa,Turbin,70,0,,,0,0,0,,,,,POINT (127.95307800000012 -3.00969699999996)
