Kode Identitas Bencana,ID Kabupaten,Tanggal Kejadian,Kejadian,Kabupaten,Provinsi,Penyebab,Meninggal,Hilang,Terluka,Rumah Rusak,Rumah Terendam,Fasum Rusak
6110 101 2021 07 14 1,6110,14/07/21,BANJIR,MELAWI,Kalimantan Barat,"hujan dengan intensitas tinggi, dan dan pasang surut air laut",0,0,0,0,70,0
6202 101 2021 07 14 1,6202,14/07/21,BANJIR,KOTAWARINGIN TIMUR,Kalimantan Tengah,•Akibat hujan dengan itensitas tinggi,0,0,0,0,129,0
1208 101 2021 07 13 1,1208,13/07/21,BANJIR,ASAHAN,Sumatera Utara,Belum Diketahui,0,0,0,0,26,1
1705 101 2021 07 13 1,1705,13/07/21,BANJIR,SELUMA,Bengkulu,"•Akibat  curah hujan yang tinggi dan luapan air sungai di Desa Serian Bandung, Desa Talang kemang, Desa Talang Alai dan Desa Maras Tengah Kec. Semidang Alas Maras , Kab. Seluma.",0,0,0,0,147,1
6102 101 2021 07 13 1,6102,13/07/21,BANJIR,BENGKAYANG,Kalimantan Barat,"• Intensitas curah hujan yang sangat tinggi disertai angin kencang dan gelombang tinggi, secara berturut — turut dalam rentang waktu beberapa hari mulai tanggal 13 juli sampai 14 juli 2021, ditambah air banjir kiriman dari daerah perhuluan sungai yang berdampak terjadinya Banjir di sepanjang wilayah tepian sungai",0,0,0,0,617,8
8106 101 2021 07 13 1,8106,13/07/21,BANJIR,SERAM BAGIAN BARAT,Maluku,"Hujan mengguyur Desa Piru Kec. Seram Barat Kab. SBB sejak Selasa, 13 Juli 2021 pukul 14.30 wit s/d pukul 23.30 wit mengakibatkan luapan air  naik hingga merendam pemukiman warga.",0,0,0,0,10,0
1110 101 2021 07 13 1,1110,13/07/21,BANJIR,BIREUEN,Aceh,•Akibat hujan deras yang melanda Kabupaten Bireuen pada pukul 17.30 WIB SD 20.40 WIB mengakibatkan tebing saluran air Desa Cot Laot ambruk sehingga  air mengalir ke Permukiman Desa dan beberapa rumah warga terendam air.,0,0,0,0,8,0
1708 101 2021 07 12 1,1708,12/07/21,BANJIR,KEPAHIANG,Bengkulu,Belum Diketahui,0,0,0,25,0,0
1705 101 2021 07 12 1,1705,12/07/21,BANJIR,SELUMA,Bengkulu,Akibat hujan dengan intensitas tinggi dan meluapnya aliran sungai Dusun Tengah dan tumbuan,0,0,0,0,17,1
1219 101 2021 07 12 1,1219,12/07/21,BANJIR,BATU BARA,Sumatera Utara,"•Akibat Curah hujan yang turun dan air kiriman dari kab.asahan dan simalungun dalam beberapa hari terakhir di Kabupaten baru bara dan wilayah hulunya, berdampak tergenangnya wilayah 5 Kecamatan dan 13 desa di kabupaten batu bara.",0,0,0,0,2079,0
7403 101 2021 07 12 1,7403,12/07/21,BANJIR,KONAWE,Sulawesi Tenggara,Belum Diketahui,0,0,0,0,0,0
7211 101 2021 07 12 1,7211,12/07/21,BANJIR,BANGGAI LAUT,Sulawesi Tengah,Belum Diketahui,0,0,0,0,6,0
7410 101 2021 07 12 1,7410,12/07/21,BANJIR,KONAWE UTARA,Sulawesi Tenggara,•Akibat hujan dengan intesitas tinggi sehingga menyebabkan meluapnya Sungai Anggomate dan  jebolnya kolam kegiatan eks. Tambang,0,0,0,4,28,1
7208 101 2021 07 12 1,7208,12/07/21,BANJIR,PARIGI MOUTONG,Sulawesi Tengah,•Akibat  hujan terjadi terus menerus sehingga menyebabkan luapan debit air yang tidak mampu di tampung oleh daerah aliran sungai,0,0,0,11,51,0
7208 101 2021 07 11 1,7208,11/07/21,BANJIR,PARIGI MOUTONG,Sulawesi Tengah,Belum Diketahui,0,0,0,0,24,0
7208 101 2021 07 11 1,7208,11/07/21,BANJIR,PARIGI MOUTONG,Sulawesi Tengah,Belum Diketahui,0,0,0,1,13,0
8171 101 2021 07 11 1,8171,11/07/21,BANJIR,KOTA AMBON,Maluku,• Akibat hujan dengan intensitas tinggi dan derasnya aliran sungai menyebabkan talud longsor dan banjir,0,0,0,157,180,0
8171 101 2021 07 11 1,8171,11/07/21,BANJIR,KOTA AMBON,Maluku,"hujan dengan intensitas tinggi dan durasi yang cukup lama Pada tanggal 11 Juli 2021, yang mengakibatkan : 1. Longsor pada beberapa titik di kota Ambon 2. Pohon Tumbang Pada Pukul 21.30 Wit,  3. Jembatan ambruk di desa Halong pada pukul 16.05 Wit 4. Banjir Pada Pukul 21.03 Wit di beberapa Desa yang berada di Kota Ambon",0,0,0,0,56,0
1114 101 2021 07 11 1,1114,11/07/21,BANJIR,ACEH TAMIANG,Aceh,• Akibat hujan dengan intensitas tinggi dan lokasi yang sebagian besar daratan rendah,0,0,0,0,0,0
1116 101 2021 07 10 1,1116,10/07/21,BANJIR,ACEH JAYA,Aceh,"•Hujan dengan intensitas tinggi   mengakibatkan meluapnya Sungai Krung Masin •Banjir terjadi pada Sabtu,10 Juli 2021, Pkl. 05.30 WIB",0,0,0,0,61,0
8107 101 2021 07 10 1,8107,10/07/21,BANJIR,SERAM BAGIAN TIMUR,Maluku,Belum Diketahui,0,0,0,0,124,0
1108 101 2021 07 9 1,1108,09/07/21,BANJIR,ACEH BESAR,Aceh,•Hujan dengan intensitas tinggi mengakibatkan meluapnya beberapa sungai di Kab. Aceh Besar,0,0,0,0,486,0
7322 101 2021 07 9 1,7322,09/07/21,BANJIR,LUWU UTARA,Sulawesi Selatan,"Hujan dengan intensitas tinggi dan pendangkalan sungai yang mengakibatkan meluapnya aliran Sungai Rongkong sehingga mengakibatkan 2 desa terendam pada hari Jumat, 09 Juli 2021 Pukul 06.15 WITA",0,0,0,0,515,0
7322 101 2021 07 9 1,7322,09/07/21,BANJIR,LUWU UTARA,Sulawesi Selatan,• Hujan dengan intensitas Tinggi yang terjadi pada malam hari dan pendangkalan sungai mengakibatkan meluapnya aliran sungai Rongkong hingga ke Pemukiman warga,0,0,0,0,0,0
7302 101 2021 07 8 1,7302,08/07/21,BANJIR,BULUKUMBA,Sulawesi Selatan,•Terjadinya curah hujan dengan intensitas  lebat mulai tanggal 7 juli 2021 malam hari sampai dengan hari ini tgl 8 juli 2021 hujan masih mengguyur Kab. Bulukumba •tingginya curah hujan sehingga menyebabkan Meluapnya sungai,0,0,0,5,25,5
7307 101 2021 07 8 1,7307,08/07/21,BANJIR,SINJAI,Sulawesi Selatan,•Akibat  hujan dengan intensitas tinggi disertai air pasang,0,0,0,0,200,0
7402 101 2021 07 8 1,7402,08/07/21,BANJIR,MUNA,Sulawesi Tenggara,"Akibat hujan dengan intensitas tinggi pada hari Kamis, 08 Juli 2021 Pkl. 13:00 WITA",0,0,0,15,134,2
6108 101 2021 07 8 1,6108,08/07/21,BANJIR,KAPUAS HULU,Kalimantan Barat,•Hujan dengan intensitas tinggi dan mengakibatkan meluapnya sungai Peniung,0,0,0,0,185,1
7404 101 2021 07 8 1,7404,08/07/21,BANJIR,KOLAKA,Sulawesi Tenggara,Akibat hujan dengan intesitas tinggi sehingga terjadi luapan anak sungai,0,0,0,0,0,0
7304 101 2021 07 8 1,7304,08/07/21,BANJIR,JENEPONTO,Sulawesi Selatan,•Akibat  hujan dengan intensitas tinggi dan meluapnya sungai Taroang,0,0,0,107,41,0
7303 101 2021 07 7 1,7303,07/07/21,BANJIR,BANTAENG,Sulawesi Selatan,•Akibat  hujan dengan intensitas tinggi disertai meluapnya sungai  Lasepang dan Sungai Sasayya,0,0,0,0,1224,0
1112 101 2021 07 6 1,1112,06/07/21,BANJIR,ACEH BARAT DAYA,Aceh,"Akibat hujan lebat yang menguyur Kab. Aceh Barat Daya yang disertai dengan angin kencang di beberapa kecamatan  mengakibatkan banjir TMA  ± 20-30 cm, Hujan dengan intensitas tinggi mengakibatkan meluapnya sungai Krung Baru Lembah Sabil",0,0,1,0,115,0
1107 101 2021 07 6 1,1107,06/07/21,BANJIR,ACEH BARAT,Aceh,"Akibat hujan di Kabupaten Aceh Barat mengakibatkan meluapnya air sungai Krung mereubo, Krueng Woyla, Krung Woyla timur, sehingga mengenanggi permukiman warga dan badan Jalan setinggi ± 1 Cm s/d 1,30 m pada hari Selasa, 06 Juli 2021 pukul 11.00 WIB",0,0,0,0,704,0
7605 101 2021 07 6 1,7605,06/07/21,BANJIR,PASANGKAYU,Sulawesi Barat,Belum Diketahui,0,0,0,0,0,0
1116 101 2021 07 6 1,1116,06/07/21,BANJIR,ACEH JAYA,Aceh,hujan dengan intensitas tinggi dan durasi yang cukup lama,0,0,0,0,2064,0
1115 101 2021 07 6 1,1115,06/07/21,BANJIR,NAGAN RAYA,Aceh,•hujan dengn intensitas tinggi mengakibatkan meluapnya Sungai Tripa,0,0,0,0,1062,1
8201 101 2021 07 5 1,8201,05/07/21,BANJIR,HALMAHERA BARAT,Maluku Utara,Belum Diketahui,0,0,0,0,4,0
1103 101 2021 07 6 1,1103,05/07/21,BANJIR,ACEH SELATAN,Aceh,Akibat Curah hujan yang mengguyur Wilayah Kabupaten Aceh Selatan dari Intensitas Sedang s/d Lebat dari hari senin tanggal 05 juli 2021 Membuat Beberapa Kecamatan dan gampong terendam banjir.,0,0,0,0,751,2
9427 101 2021 07 5 1,9427,05/07/21,BANJIR,SUPIORI,Papua,hujan dengan intensitas tinggi,0,0,0,0,45,0
8171 101 2021 07 4 1,8171,04/07/21,BANJIR,KOTA AMBON,Maluku,Akibat hujan dengan intensitas tinggi dan drainasi yang buruk,0,0,0,4,42,0
7403 101 2021 07 3 1,7403,03/07/21,BANJIR,KONAWE,Sulawesi Tenggara,Belum Diketahui,0,0,0,0,0,0
7206 101 2021 07 3 1,7206,03/07/21,BANJIR,TOLI-TOLI,Sulawesi Tengah,Belum Diketahui,0,0,2,1,0,0
7271 101 2021 07 4 1,7271,03/07/21,BANJIR,KOTA PALU,Sulawesi Tengah,• Hujan dengan intensitas tinggi di daerah hulu (kab. Sigi) yang menyebabkan meningkatnya debit air Sungai Palu dan meluap ke pemukiman warga di sekitar bantaran sungai.,0,0,0,0,29,0
7313 101 2021 07 3 1,7313,03/07/21,BANJIR,WAJO,Sulawesi Selatan,•Akibat tingginya curah hujan dan menyebabkan banjir luapan serta menyebabkan jebolnya tanggul,0,0,0,0,187,0
7205 101 2021 07 2 1,7205,02/07/21,BANJIR,DONGGALA,Sulawesi Tengah,"•Hujan dengan intensitas tinggi mengakibatkan meluapnya Sungai Karya Mukti, Sungai Parisan Agung dan Sungai Sindosa •Banjir terjadi pada hari Jumat, 02 Juli 2021, Pukul 11.30 WITA",0,0,0,9,200,4
6472 101 2021 07 02 1,6472,02/07/21,BANJIR,KOTA SAMARINDA,Kalimantan Timur,Hujan dengan intensitas sedang-tinggi dan sistem drainase buruk menyebabkan banjir,0,0,0,0,701,0
3301 101 2021 07 1 1,3301,01/07/21,BANJIR,CILACAP,Jawa Tengah,"•Hujan intensitas tinggi disertai angin dan petir pada hari Rabu, 30 Juni 2021 pukul 19.00 wib •Kurang berfungsinya drainase pd ruang manfaat jalan (rumaja)",0,0,0,0,175,0
3302 101 2021 06 30 1,3302,30/06/21,BANJIR,BANYUMAS,Jawa Tengah,"•Pada Pukul 19.30 - 22.30 WIB terjadi Hujan Deras dengan intensitas tinggi yang menyebabkan meluapnya Sungai Tipar yang mengakibatkan Banjir di Desa Sirau Grumbul Pacar Malang Kecamatan Kemranjen, Rt 1 Rw 8,Rt 2 Rw 8,Rt 3 Rw 8,Rt 4 Rw 8 terendam banjir dengan ketinggian air mencapai 50 CM ,Air sempat masuk kedalam rumah warga. Sawah seluas 55 Hektar dan mushola ikut terendam banjir dengan ketinggian 50 CM",0,0,0,0,80,0
7471 101 2021 06 30 1,7471,30/06/21,BANJIR,KOTA KENDARI,Sulawesi Tenggara,•Hujan dengan intensitas tinggi yang terjadi  selama 5 hari berturut-turut 27 Juni s/d 1 Juli 2021 •Tanggul jebol dan air pasang teluk kendari meluap,0,0,0,0,78,0
7405 101 2021 06 29 1,7405,29/06/21,BANJIR,KONAWE SELATAN,Sulawesi Tenggara,Akibat hujan dengan intensitas lebat dan mengakibakan meluapnya Sungai Motaha,0,0,0,0,15,1
7313 101 2021 06 29 1,7313,29/06/21,BANJIR,WAJO,Sulawesi Selatan,Intensitas Curah Hujan yg Tinggi,0,0,0,0,11,0
1704 101 2021 06 29 1,1704,29/06/21,BANJIR,KAUR,Bengkulu,Hujan dengan intensitas tinggi mengakibatkan Sungai Bintuhan meluap,0,0,0,0,500,0
7411 101 2021 06 29 1,7411,29/06/21,BANJIR,KOLAKA TIMUR,Sulawesi Tenggara,Tingginya curah hujan,0,0,0,0,5,0
1310 101 2021 06 29 1,1310,29/06/21,BANJIR,SOLOK SELATAN,Sumatera Barat,"Telah terjadi Banjir akibat Curah Hujan Yang Tinggi Yang Mengakibatkan Luapan Sungai Pugu di Jorong Sungai Kalu Nagari Pakan Rabaa Utara Kecamatan Kota Parik Gadang Diateh (KPGD) pada hari Selasa, 29 Juni 2021 Pukul 16.30 WIB",0,0,0,2,0,9
7313 101 2021 06 29 1,7313,29/06/21,BANJIR,WAJO,Sulawesi Selatan,Intensitas Curah Hujan yg Tinggi,0,0,0,0,0,0
7313 101 2021 06 29 1,7313,29/06/21,BANJIR,WAJO,Sulawesi Selatan,Intensitas Curah Hujan yg Tinggi,0,0,0,0,50,2
7409 101 2021 06 28 1,7409,28/06/21,BANJIR,BUTON UTARA,Sulawesi Tenggara,Belum Diketahui,0,0,0,0,70,0
7208 101 2021 06 28 1,7208,28/06/21,BANJIR,PARIGI MOUTONG,Sulawesi Tengah,Belum Diketahui,0,0,0,0,150,0
3517 101 2021 06 28 1,3517,28/06/21,BANJIR,JOMBANG,Jawa Timur,"Hujan dengan intensitas tinggi mengakibatkan banjir di Desa Pojok Kulon, Kecamatan Kesamben, Kabupaten Jombang, Provinsi Jawa Timur",0,0,0,0,250,0
1708 101 2021 06 28 1,1708,28/06/21,BANJIR,KEPAHIANG,Bengkulu,Belum Diketahui,0,0,0,3,0,0
7208 101 2021 06 28 1,7208,28/06/21,BANJIR,PARIGI MOUTONG,Sulawesi Tengah,Belum Diketahui,0,0,0,0,0,0
7313 101 2021 06 26 1,7313,26/06/21,BANJIR,WAJO,Sulawesi Selatan,"Akibat hujan dengan intensitas sedang hingga tinggi menyebabkan anak sungai di lajokka Desa Inalipue meluap pada Sabtu, 26 Juni 2021, Pkl. 03:34 WITA",0,0,0,54,70,3
7315 101 2021 06 26 1,7315,26/06/21,BANJIR,PINRANG,Sulawesi Selatan,Tingginya Intensitas curah hujan,0,0,0,0,0,1
6402 101 2021 06 25 1,6402,25/06/21,BANJIR,KUTAI BARAT,Kalimantan Timur,Belum Diketahui,0,0,0,0,34,0
3505 101 2021 06 24 1,3505,24/06/21,BANJIR,BLITAR,Jawa Timur,"Hujan pada hari Selasa, 24 Juni 2021 Pkl. 14.00 WIB mengakibatkan luapan saluran irigasi dan sungai yang ada di Kecamatan Wonodadi",0,0,0,0,700,0
3528 101 2021 06 24 1,3528,24/06/21,BANJIR,PAMEKASAN,Jawa Timur,•Akibat hujan dengan intensitas tinggi dan meluapnya Sungai Keloam serta Sungai Semajit,0,0,0,0,1478,0
3201 101 2021 06 24 1,3201,24/06/21,BANJIR,BOGOR,Jawa Barat,Belum Diketahui,0,0,0,3,0,0
5107 101 2021 06 23 1,5107,23/06/21,BANJIR,KARANGASEM,Bali,"• Dugaan sementara,dari warga penyebab sampah yang menghambat jalur air di seputaran warga atau mungkin juga penyebabnya adalah penyempitan aliran sungai",0,0,0,3,0,0
3172 101 2021 06 23 1,3172,23/06/21,BANJIR,KOTA Jakarta TIMUR,Jakarta Raya,• Akibat luapan sungai Ciliwung,0,0,0,0,0,0
7502 101 2021 06 22 1,7502,22/06/21,BANJIR,GORONTALO,Gorontalo,• Akibat hujan dengan intensitas tinggi,0,0,0,0,5,0
7409 101 2021 06 21 1,7409,21/06/21,BANJIR,BUTON UTARA,Sulawesi Tenggara,Belum Diketahui,0,0,0,2,60,7
3201 101 2021 06 20 1,3201,20/06/21,BANJIR,BOGOR,Jawa Barat,•Akibat Hujan dengan Intensitas Ringan Hingga Deras hingga terjadi banjir,0,0,0,0,25,0
3204 101 2021 06 20 1,3204,20/06/21,BANJIR,BANDUNG,Jawa Barat,•Akibat Hujan dengan Intensitas Ringan Hingga Deras Sehingga Aliran Anak Sungai yang Mengairi Citarum Meluap,0,0,0,0,8601,0
7409 101 2021 06 20 1,7409,20/06/21,BANJIR,BUTON UTARA,Sulawesi Tenggara,•Akibat hujan dengan intensitas tinggi disertai air pasang laut dan meluapnya Sungai Lambale,0,0,0,0,65,0
6108 101 2021 06 20 1,6108,20/06/21,BANJIR,KAPUAS HULU,Kalimantan Barat,•Akibat curah hujan dengan intesitas tinggi dan meluapnya air DAS sungai Kalis mengakibatkan banjir,0,0,0,0,271,0
3204 101 2021 06 19 1,3204,19/06/21,BANJIR,BANDUNG,Jawa Barat,Belum Diketahui,0,0,0,0,118,0
1404 101 2021 06 18 1,1404,18/06/21,BANJIR,PELALAWAN,Riau,Belum Diketahui,0,0,0,20,0,0
7409 101 2021 06 18 1,7409,18/06/21,BANJIR,BUTON UTARA,Sulawesi Tenggara,"Peralihan fungsi lahan dan hujan dengan intensitas tinggi yang terjadi pada Jumat, 18 Juni 2021, Pkl. 22.00 WITA mengakibatkan Kali Langkumbe meluap",0,0,0,0,31,0
7207 101 2021 06 18 1,7207,18/06/21,BANJIR,BUOL,Sulawesi Tengah,Belum Diketahui,0,0,0,0,163,0
7409 101 2021 06 18 1,7409,18/06/21,BANJIR,BUTON UTARA,Sulawesi Tenggara,"Hujan dengan intensitas tinggi di wilayah pegunungan dan peralihan fungsi lahan mengakibatkan banjir yang terjadi pada hari Jumat, 18 Juni 2021 Pkl. 13:00 WITA",0,0,0,0,10,2
3510 101 2021 06 17 1,3510,17/06/21,BANJIR,BANYUWANGI,Jawa Timur,Belum Diketahui,0,0,0,2,2,0
3204 101 2021 06 17 1,3204,17/06/21,BANJIR,BANDUNG,Jawa Barat,Hujan dengan intensitas tinggi di hulu sungai Cibiru Hawu mengakibatkan debit air dialiran sungai tersebut meluap dan tanggul sungai jebol,0,0,0,8,22,0
3510 101 2021 06 17 1,3510,17/06/21,BANJIR,BANYUWANGI,Jawa Timur,hujan dengan intensitas tinggi serta meluapnya sungai Tambong dan sungai Cawan,0,0,0,1,2,0
3314 101 2021 06 16 1,3314,17/06/21,BANJIR,SRAGEN,Jawa Tengah,"•Pada pukul 15.20 Wib turun hujan lebat, baik di hulu maupun hilir kali Garuda, yang menyebab kan jalan kelurahan Karangtengah dan Tangkil terendam air kurleb 20 – 40 cm.",0,0,0,0,7,0
1304 101 2021 06 16 1,1304,16/06/21,BANJIR,SIJUNJUNG,Sumatera Barat,•Akibat curah hujan yang tinggi,0,0,0,0,227,0
3275 101 2021 06 15 1,3275,15/06/21,BANJIR,KOTA BEKASI,Jawa Barat,•Akibat hujan dengan intensitas tinggi dengan durasi yang cukup lama,0,0,0,0,0,0
1104 101 2021 06 14 1,1104,15/06/21,BANJIR,ACEH TENGGARA,Aceh,•Akibat intensitas hujan yg tinggi menyebabkan debit air naik sehingga air meluap ke beberapa rumah,0,0,0,0,8,0
8106 101 2021 06 13 1,8106,13/06/21,BANJIR,SERAM BAGIAN BARAT,Maluku,Belum Diketahui,0,0,0,0,1,0
2103 101 2021 06 12 1,2103,12/06/21,BANJIR,NATUNA,Kepulauan Riau,• Hujan dengan intensitas tinggi dan drainase yang kecil sehingga mengakibatkan air meluap ke permukiman,0,0,0,0,6,0
1501 101 2021 06 12 1,1501,12/06/21,BANJIR,KERINCI,Jambi,Belum Diketahui,0,0,0,0,1,0
3674 101 2021 06 11 1,3674,11/06/21,BANJIR,KOTA TANGERANG SELATAN,Banten,"Hujan dengan intensitas tinggi menyebabkan tanah longsor sehingga kali Ciputat   tersumbat dan meluap ke permukiman pada hari Jumat, 11 Juni 2021 Pkl. 18:45 WIB",0,0,2,3,76,0
3204 101 2021 06 11 1,3204,11/06/21,BANJIR,BANDUNG,Jawa Barat,"• Akibat hujan dengan intensitas tinggi di daerah hulu, sehingga mengakibatkan air yang mengairi sungai Cisunggahlah mengalami peningkatan dan menyebabkan tanggul sementara jebol kembali",0,0,0,34,500,0
3510 101 2021 06 9 1,3510,09/06/21,BANJIR,BANYUWANGI,Jawa Timur,•Hujan yang cukup lama terjadi di Kabupaten Banyuwangi mulai pukul 23.00 tgl 8 Juni 2021 sehingga pukul 05.00 tgl 9 Juni 2021 sungai Bagong mengalami kenaikan debet air hingga meluap di RW 1 Kelurahan Sumberjo,0,0,0,0,658,0
3204 101 2021 06 8 1,3204,08/06/21,BANJIR,BANDUNG,Jawa Barat,Belum Diketahui,0,0,0,0,3,0
7206 101 2021 06 7 1,7206,07/06/21,BANJIR,TOLI-TOLI,Sulawesi Tengah,Belum Diketahui,0,0,0,0,0,0
7207 101 2021 06 6 1,7207,06/06/21,BANJIR,BUOL,Sulawesi Tengah,Belum Diketahui,0,0,0,6,0,0
7205 101 2021 06 4 1,7205,04/06/21,BANJIR,DONGGALA,Sulawesi Tengah,Belum Diketahui,0,0,3,12,0,0
3204 101 2021 06 1 1,3204,03/06/21,BANJIR,BANDUNG,Jawa Barat,•Hujan dengan intensitas tinggi disertai dengan jebolnya tanggul sungai Cisunggahlah,0,0,2,49,500,0
3206 101 2021 06 1 1,3206,03/06/21,BANJIR,TASIKMALAYA,Jawa Barat,•Akibat hujan dengan intensitas tinggi yang berangsur lama sejak sore hari hingga malam hari,0,0,0,0,12,0
7206 101 2021 06 3 1,7206,03/06/21,BANJIR,TOLI-TOLI,Sulawesi Tengah,Belum Diketahui,0,0,2,1,0,0
3205 101 2021 06 1 1,3205,03/06/21,BANJIR,GARUT,Jawa Barat,•Akibat hujan dengan intensitas tinggi yang berangsur lama disertai saluran air yang terlalu sempit sehingga gorong-gorong di hilir tidak mampu menampung air dan terjadi luapan,0,0,0,0,8,0
3205 101 2021 06 2 1,3205,02/06/21,BANJIR,GARUT,Jawa Barat,Belum Diketahui,0,0,0,0,4,1
3301 101 2021 06 1 1,3301,01/06/21,BANJIR,CILACAP,Jawa Tengah,Belum Diketahui,0,0,0,0,2,0
3207 101 2021 06 1 1,3207,01/06/21,BANJIR,CIAMIS,Jawa Barat,Belum Diketahui,0,0,0,1,0,0
3202 101 2021 06 1 1,3202,01/06/21,BANJIR,SUKABUMI,Jawa Barat,• Hujan deras di sertai angin dan petir. lama yang menyebabkan sungai slokan cikupa meluap,0,0,4,3,10,0
3374 101 2021 05 29 1,3374,29/05/21,BANJIR,KOTA SEMARANG,Jawa Tengah,•Akibat gelombang pasang surut air laut,0,0,0,0,3590,0
3275 101 2021 05 29 1,3275,29/05/21,BANJIR,KOTA BEKASI,Jawa Barat,• Hujan dengan intensitas tinggi dan sistem drainase yang tidak menampung volume air hujan,0,0,0,0,2500,0
3215 101 2021 05 28 1,3215,28/05/21,BANJIR,KARAWANG,Jawa Barat,Belum Diketahui,0,0,0,0,160,0
1302 101 2021 05 28 1,1302,28/05/21,BANJIR,PESISIR SELATAN,Sumatera Barat,"Akibat hujan dengan intensitas yang cukup tinggi yang terjadi pada Jumat, 28 Mei 2021, Pkl 17.00 WIB",0,0,0,6,1018,0
8107 101 2021 05 27 1,8107,27/05/21,BANJIR,SERAM BAGIAN TIMUR,Maluku,"Akibat pasang air laut pada Kamis, 27 Mei 2021, Pkl 14.00 WIT",0,0,0,0,434,1
8102 101 2021 05 27 1,8102,27/05/21,BANJIR,MALUKU TENGGARA,Maluku,"Akibat pasang purnama dan gelombang laut tinggi pada Kamis, 27 Mei 2021, Pkl 14.30 WIT",0,0,0,0,9,1
1605 101 2021 05 27 1,1605,27/05/21,BANJIR,MUSI RAWAS,Sumatera Selatan,• Hujan yang turun dengan intensitas lebat mengguyur wilayah Kabupaten Musi Rawas sehingga menyebabkan sungai lakitan meluap yang berada di Kecamatan Selangit dan Sungai Bal yang ada di Kecamatan Stl Ulu Terawas,0,0,0,2,247,0
3528 101 2021 05 27 1,3528,27/05/21,BANJIR,PAMEKASAN,Jawa Timur,• Akibat pasang purnama dan gelombang laut tinggi,0,0,0,0,10,0
1174 101 2021 05 26 1,1174,26/05/21,BANJIR,KOTA LHOKSEUMAWE,Aceh,• Akibat pasang purnama dan gelombang laut tinggi mengakibatkan air menggenangi perkampungan warga dan merusak beberapa tempat usaha di pesisir pantai wilayah Kota Lhokseumawe,0,0,0,0,28,0
3215 101 2021 05 26 1,3215,26/05/21,BANJIR,KARAWANG,Jawa Barat,Belum Diketahui,0,0,0,0,30,0
1105 101 2021 05 26 1,1105,26/05/21,BANJIR,ACEH TIMUR,Aceh,• Akibat pasang air laut,0,0,0,1,0,0
3204 101 2021 05 25 1,3204,25/05/21,BANJIR,BANDUNG,Jawa Barat,hujan dengan intensitas tinggi dan durasi yang cukup lama,0,0,0,0,8742,0
6201 101 2021 05 25 1,6201,25/05/21,BANJIR,KOTAWARINGIN BARAT,Kalimantan Tengah,hujan dengan intensitas tinggi,0,0,0,0,2,0
7206 101 2021 05 25 1,7206,25/05/21,BANJIR,TOLI-TOLI,Sulawesi Tengah,Belum Diketahui,0,0,0,1,0,0
3277 101 2021 05 25 1,3277,25/05/21,BANJIR,KOTA CIMAHI,Jawa Barat,Belum Diketahui,0,0,0,0,29,1
6504 101 2021 05 25 1,6504,25/05/21,BANJIR,NUNUKAN,Kalimantan Utara,"• Intensitas hujan yang tinggi hampir disemua wilayah kecamatan yang berada pada DAS Sembakung, mengakibatkan meluapnya air sungai dan yterjadi banjir yang berdampak pada 8 Desa di kec. Sembakung",0,0,0,0,328,0
3215 101 2021 05 25 1,3215,25/05/21,BANJIR,KARAWANG,Jawa Barat,• Hujan dengan intensitas tinggi,0,0,0,0,15,0
1310 101 2021 05 24 1,1310,24/05/21,BANJIR,SOLOK SELATAN,Sumatera Barat,• Akibat hujan dengan intensitas tinggi menyebabkan meluapnya Anak Sungai Tunggau dan Anak Sungai Sipanjang,0,0,0,0,0,0
6311 101 2021 05 23 1,6311,23/05/21,BANJIR,BALANGAN,Kalimantan Selatan,hujan dengan intensitas tinggi,0,0,0,0,54,0
8171 101 2021 05 23 1,8171,23/05/21,BANJIR,KOTA AMBON,Maluku,Belum Diketahui,0,0,0,0,9,0
6504 101 2021 05 23 1,6504,23/05/21,BANJIR,NUNUKAN,Kalimantan Utara,• Hujan dengan intensitas yang tinggi hampir di semua wilayah Kecamatan yang berada pada DAS Sembakung,0,0,0,0,455,0
1571 101 2021 05 22 1,1571,22/05/21,BANJIR,KOTA JAMBI,Jambi,Belum Diketahui,0,0,0,0,30,0
1505 101 2021 05 22 1,1505,22/05/21,BANJIR,MUARO JAMBI,Jambi,Belum Diketahui,0,0,0,0,48,0
3674 101 2021 05 21 1,3674,21/05/21,BANJIR,KOTA TANGERANG SELATAN,Banten,"•Hujan dengan intentitas tinggi dan drainase tidak dapat menampung debit air serta Meluapnya kali serua. •Waktu kejadian Hari Jum'at, 21 Mei 2021, Pukul 18.00 sd 23.00 WIB",0,0,0,0,388,0
1601 101 2021 05 21 1,1601,21/05/21,BANJIR,OGAN KOMERING ULU,Sumatera Selatan,hujan dengan intensitas tinggi,0,0,0,0,560,0
3201 101 2021 05 21 1,3201,21/05/21,BANJIR,BOGOR,Jawa Barat,Belum Diketahui,0,0,0,3,0,0
3171 101 2021 05 21 1,3171,21/05/21,BANJIR,KOTA JAKARTA SELATAN,Jakarta Raya,Belum Diketahui,0,0,0,0,0,0
6108 101 2021 05 21 1,6108,21/05/21,BANJIR,KAPUAS HULU,Kalimantan Barat,"•Akibat hujan dengan intensitas yang cukup tinggi yang terjadi selama beberapa hari •Banjir terjadi pada Jumat, 21 Mei 2021, Pkl 07.00 WIB",0,0,0,0,960,0
