Kode Identitas Bencana,ID Kabupaten,Tanggal Kejadian,Kejadian,Kabupaten,Provinsi,Penyebab,Meninggal,Hilang,Terluka,Rumah Rusak,Rumah Terendam,Fasum Rusak
7314 101 2021 08 29 1,7314,29/08/21,BANJIR,SIDENRENG RAPPANG,Sulawesi Selatan,Hujandenganintensitascukuptinggimengakibatkan Air Sungai Tanrutedong dan Air Danau Sidenreng meluap,0,0,0,0,163,0
6310 101 2021 08 29 1,6310,29/08/21,BANJIR,TANAH BUMBU,Kalimantan Selatan,Akibat Hujan dengan intensitas tinggi,0,0,0,0,105,1
1113 101 2021 08 29 1,1113,29/08/21,BANJIR,GAYO LUES,Aceh,Belum Diketahui,0,0,0,0,5,0
7210 101 2021 08 29 1,7210,29/08/21,BANJIR,SIGI,Sulawesi Tengah," Banjir bandang terjadi di Desa Ronggo Kecamatan Dolo Selatan Kabupaten Sigi Provinsi Sulawesi tengah pada hari Minggu (29/08/21), air banjir mulai memasuki pemukiman pada pukul 19.45 WITA",0,0,0,0,20,2
6472 101 2021 08 029 1,6472,29/08/21,BANJIR,KOTA SAMARINDA,Kalimantan Timur,"Akibat Intensitas curah hujan sedang lebat sejak hari Minggu, 29 Agustus 2021, pkl. 18.30 – 20.30 Wita dengan curah hujan wilayah Samarinda terpantau ± 72, 5 mm",0,0,0,1,0,0
7403 101 2021 08 28 1,7403,28/08/21,BANJIR,KONAWE,Sulawesi Tenggara,Belum Diketahui,0,0,0,0,0,0
6403 101 2021 08 28 1,6403,28/08/21,BANJIR,KUTAI KERTANEGARA,Kalimantan Timur,"Curah hujan yang tinggi di Kab. Kutai Kartanegara dan pasang air laut mengakibatkan banjir pada Sabtu, 28 Agustus 2021, Pkl. 08.00 WITA",0,0,0,0,455,0
7312 101 2021 08 28 1,7312,28/08/21,BANJIR,SOPPENG,Sulawesi Selatan,"Hujan secara terus menerus di Kab. Soppeng, mengakibatkan sungai Bunne, sungai Lajaroko dan sungai Walannae meluap sehingga menimbulkan banjir",0,0,0,0,5394,0
7204 101 2021 08 28 1,7204,28/08/21,BANJIR,POSO,Sulawesi Tengah,Belum Diketahui,0,0,0,0,33,0
7212 101 2021 08 28 1,7212,28/08/21,BANJIR,MOROWALI UTARA,Sulawesi Tengah,Belum Diketahui,0,0,0,0,0,1
7313 101 2021 08 28 1,7313,28/08/21,BANJIR,WAJO,Sulawesi Selatan,Akibat Hujan dengan intensitas tinggi hingga mengakibatkan meluapnya Sungai Lajokka,0,0,0,626,8132,0
7204 101 2021 08 28 1,7204,28/08/21,BANJIR,POSO,Sulawesi Tengah,Belum Diketahui,0,0,0,0,75,0
7373 101 2021 08 28 1,7373,28/08/21,BANJIR,KOTA PALOPO,Sulawesi Selatan,Hujan dengan intensitas tinggi,0,0,0,0,20,0
7322 101 2021 08 28 1,7322,28/08/21,BANJIR,LUWU UTARA,Sulawesi Selatan,"Tingginya curah hujan sejak 2 hari terakhir di bagian hulu Sungai Rongkong, hulu Sungai Radda, dan Sungai Kecil Petambua akibat sedimentasi pasca banjir bandang tahun 2020 menyebabkan luapan yang tidak terkendali sehingga menggenangi kawasan pemukiman",0,0,0,0,671,0
6471 101 2021 08 028 1,6471,28/08/21,BANJIR,KOTA BALIKPAPAN,Kalimantan Timur,Hujan intensitas Sedang - Lebat di sertai angin mengakibatkan banjir dan longsor pada sabtu 28 Agustus 2021 Pukul 10.00 WITA,0,0,0,0,200,0
7317 101 2021 08 28 1,7317,28/08/21,BANJIR,LUWU,Sulawesi Selatan," intensitas  hujan deras sejak jumat, 27 Agustus 2021 malam, menyebabkan meluapnya air / banjir",0,0,0,0,450,0
1211 101 2021 08 26 1,1211,26/08/21,BANJIR,KARO,Sumatera Utara,"Intensitas hujan yang tinggi selama beberapa hari mengakibatkan banjir pada hari Kamis, 26 Agustus 2021 Pkl. 23.30 WIB",5,0,0,4,0,0
7602 101 2021 08 26 1,7602,26/08/21,BANJIR,POLEWALI MANDAR,Sulawesi Barat,"Hujan dengan intensitas tinggi menyebabkan meluapnya sungai Risau, sungai Pappandangan dan sungai yang berada di Kec. Tapango",0,0,0,8,0,0
8106 101 2021 08 26 1,8106,26/08/21,BANJIR,SERAM BAGIAN BARAT,Maluku,"Hujan mengguyur Kab. Seram Bagian Barat sejak hari Kamis, 26 Agustus 2021",0,0,0,0,20,0
3201 101 2021 08 25 1,3201,25/08/21,BANJIR,BOGOR,Jawa Barat,Belum Diketahui,1,0,0,0,0,1
3201 101 2021 08 25 1,3201,25/08/21,BANJIR,BOGOR,Jawa Barat,Akibat hujan disertai struktur tanah yang labil,0,0,0,1,0,0
6202 101 2021 08 22 1,6202,25/08/21,BANJIR,KOTAWARINGIN TIMUR,Kalimantan Tengah,Akibat hujan dengan intensitas tinggi  yang terjadi  selama beberapa hari,0,0,0,0,5875,0
6105 101 2021 08 25 1,6105,25/08/21,BANJIR,SANGGAU,Kalimantan Barat,Belum Diketahui,0,0,0,5,29,0
1105 101 2021 08 24 1,1105,24/08/21,BANJIR,ACEH TIMUR,Aceh,Akibat hujan yang terjadi beberapa hari terakhir dan meluapnya sungai menyebabkan banjir di kecamatan indra makmur.,0,0,0,0,267,0
6211 101 2021 08 23 1,6211,23/08/21,BANJIR,GUNUNG MAS,Kalimantan Tengah,"Akibat hujan dengan intensitas tinggi pada hari Senin, 23 Agustus 2021 Pkl. 12.00 WIB",0,0,0,0,1019,0
6210 101 2021 08 23 1,6210,23/08/21,BANJIR,PULANG PISAU,Kalimantan Tengah, Akibat hujan dengan intensitas tinggi,0,0,0,0,455,0
7206 101 2021 08 23 1,7206,23/08/21,BANJIR,TOLI-TOLI,Sulawesi Tengah,Belum Diketahui,0,0,0,0,30,3
6207 101 2021 08 23 1,6207,23/08/21,BANJIR,LAMANDAU,Kalimantan Tengah, Terjadi hujan dengan intensitas Tinggi dengan durasi kurang lebih 9-10 jam dalam 2 hari yang terjadi merata di wilayah Kabupaten Lamandau,0,0,0,0,6,0
7317 101 2021 08 22 1,7317,22/08/21,BANJIR,LUWU,Sulawesi Selatan,Curah Hujan yg Tinggi,0,0,0,0,45,0
7403 101 2021 08 22 1,7403,22/08/21,BANJIR,KONAWE,Sulawesi Tenggara,Belum Diketahui,0,0,0,0,0,0
7322 101 2021 08 22 1,7322,22/08/21,BANJIR,LUWU UTARA,Sulawesi Selatan, Curah Hujan yang tinggi    sejak 5 hari terakhir di bagian Hulu sungai Rongkong menyebabkan naiknya debit air sungai tersebut dan menyebabkan banjir di beberapa lokas,0,0,0,0,0,23
1275 101 2021 08 22 1,1275,22/08/21,BANJIR,KOTA MEDAN,Sumatera Utara,Hujan dengan intensitas tinggi mengakibatkan meluapnya Sungai Deli,0,0,0,0,863,0
6208 101 2021 08 23 1,6208,22/08/21,BANJIR,SERUYAN,Kalimantan Tengah,"Akibat hujan dengan intensitas tinggi pada hari Minggu, 22 Agustus 2021, Pkl. 10.00 WIB",0,0,0,0,2693,0
9105 101 2021 08 22 1,9105,22/08/21,BANJIR,MANOKWARI,Papua Barat,"Curah hujan dengan intensitas tinggi mengakibatkan banjir pada hari Minggu, 22 Agustus 2021 Pkl. 20.00 WIT",0,0,0,0,6,0
3602 101 2021 08 21 1,3602,21/08/21,BANJIR,LEBAK,Banten,"Curah hujan dengan intensitas tinggi menyebabkan terjadinya banjir pada hari Sabtu, 21 Agustus 2021 Pkl. 17.00 WIB",0,0,0,0,142,0
7209 101 2021 08 21 1,7209,21/08/21,BANJIR,TOJO UNA-UNA,Sulawesi Tengah,Belum Diketahui,0,0,0,0,40,0
3201 101 2021 08 21 1,3201,21/08/21,BANJIR,BOGOR,Jawa Barat,"Hujan dengan intensitas yang tinggi dan terus menerus, sehingga menyebabkan meluapnya aliran Kali Manceri mengakibatkan terjadinya banjir pada pemukiman warga pada hari Sabtu, 21 Agustus 2021 Pkl. 16.30 WIB",0,0,0,0,52,0
3201 101 2021 08 21 1,3201,21/08/21,BANJIR,BOGOR,Jawa Barat,"Akibat curah hujan  yang tinggi dengan durasi yang lama, mengakibatkan Banjir di aliran kali sehingga terjadi banjir pada pemukiman warga",0,0,0,7,101,0
7209 101 2021 08 21 1,7209,21/08/21,BANJIR,TOJO UNA-UNA,Sulawesi Tengah,Belum Diketahui,0,0,0,0,10,0
7601 101 2021 08 21 1,7601,21/08/21,BANJIR,MAJENE,Sulawesi Barat,"Akibat hujan dengan intensitas sedang  hingga lebat dan mengakibatkan tanah  menjadi labil, serta genangan terjadi  akibat tersumbatnya saluran drainase.",0,0,0,2,0,0
1106 101 2021 08 21 1,1106,21/08/21,BANJIR,ACEH TENGAH,Aceh,Belum Diketahui,0,0,0,0,5,0
6201 101 2021 08 21 1,6201,21/08/21,BANJIR,KOTAWARINGIN BARAT,Kalimantan Tengah,"Intensitas hujan tinggi dan pasang surutnya air laut serta luapan DAS Arut yang terjadi pada hari Sabtu, 21 Agustus 2021, Pkl. 20:30 WIB",0,0,0,0,709,0
7411 101 2021 08 20 1,7411,20/08/21,BANJIR,KOLAKA TIMUR,Sulawesi Tenggara,Belum Diketahui,0,0,0,6,0,5
6310 101 2021 08 20 1,6310,20/08/21,BANJIR,TANAH BUMBU,Kalimantan Selatan,"Curah hujan tinggi yang terjadi pada hari Jumat, 20 Agustus 2021, Pkl. 13:30 WITA",0,0,0,0,274,0
6209 101 2021 08 20 1,6209,20/08/21,BANJIR,KATINGAN,Kalimantan Tengah,: hujan dengan intensitas tinggi dan dan durasi yang cukup lama menyebabkan sungai katingan meluap upaya : BPBD berkoordinasi dengan aparat pemeritah desa dan kecamatan setempat seta melakukan pendataan,0,0,0,0,13730,0
7403 101 2021 08 20 1,7403,20/08/21,BANJIR,KONAWE,Sulawesi Tenggara,"Hujan dengan intensitas tinggi disertai tanggul jebol yang terjadi pada hari Jumat, 20 Agustus 2021, Pkl. 11:35 WITA",0,0,0,3,229,0
6108 101 2021 08 20 1,6108,20/08/21,BANJIR,KAPUAS HULU,Kalimantan Barat,"Curah hujan dengan intensitas tinggi yang terjadi selama beberapa hari dan menyebabkan banjir pada hari Jumat, 20 Agustus 2021 Pukul 15.18 WIB",0,0,0,0,48,0
6213 101 2021 08 20 1,6213,20/08/21,BANJIR,MURUNG RAYA,Kalimantan Tengah,Hujan dengan instensitas sedang hingga lebat dan saat ini DAS mengalami  kenaikan Tinggi muka air di sungai Barito dengan TMA 100 - 150 CM,0,0,0,0,2032,0
2105 101 2021 08 20 1,2105,20/08/21,BANJIR,KEPULAUAN ANAMBAS,Kepulauan Riau,"Pada tanggal 20 Agustus 2021 sekitar pukul 02.00 WIB dini hari terjadi hujan dengan intensitas lebat sehingga menyebabkan debit aliran sungai air terjun neraja dan bendungan dapit di Desa Ulu Maras meningkat. Pada pukul 09.00 WIB, limpahan air dari kedua sumber tersebut telah membanjiri sekitaran rumah warga dan badan jalan di Desa Ulu Maras",0,0,0,0,15,0
1275 101 2021 08 20 1,1275,20/08/21,BANJIR,KOTA MEDAN,Sumatera Utara,Akibat curah hujan yang cukup tinggi di wilayah pegunungan dan menyebabkan Sungai Deli meluap dan menggenangi rumah warga,0,0,0,0,472,0
7411 101 2021 08 19 1,7411,19/08/21,BANJIR,KOLAKA TIMUR,Sulawesi Tenggara,Belum Diketahui,0,0,0,0,26,0
1306 101 2021 08 18 1,1306,18/08/21,BANJIR,PADANG PARIAMAN,Sumatera Barat,Curah hujan yang sangat tinggi mengakibatkan hujan yang sangat lebat dari siang hingga malam serta meluapnya debit Air Sungai Batang Surantiah dan Sungai Batang Salisikan.,0,0,0,0,255,0
8201 101 2021 08 18 1,8201,18/08/21,BANJIR,HALMAHERA BARAT,Maluku Utara,Hujan dengan intensitas tinggi,0,0,0,0,11,0
7411 101 2021 08 17 1,7411,17/08/21,BANJIR,KOLAKA TIMUR,Sulawesi Tenggara,Tingginya curah hujan,0,0,0,5,5,3
1306 101 2021 08 17 1,1306,17/08/21,BANJIR,PADANG PARIAMAN,Sumatera Barat,Belum Diketahui,0,0,0,0,60,0
1219 101 2021 08 16 1,1219,16/08/21,BANJIR,BATU BARA,Sumatera Utara,"Curah hujan dengan intensitas tinggi, sedang terjadi pada hari minggu malam dan senin malam tanggal 15 s/d 16 agustus 2021 serta air kiriman dari Wilayah Hulu (Kabupaten Asahan), Mengakibatkan debit air naik dan meluap di beberapa sungai di Kabupaten Batubara.",0,0,0,0,5912,0
3215 101 2021 08 16 1,3215,16/08/21,BANJIR,KARAWANG,Jawa Barat,Air ROB yang terjadi di Desa Cemara Jaya mengakibatkan rumah penduduk setempat mengalami kerusakan,0,0,0,199,0,0
1207 101 2021 08 16 1,1207,16/08/21,BANJIR,LABUHAN BATU,Sumatera Utara,Belum Diketahui,0,0,0,0,293,0
1219 101 2021 08 15 1,1219,15/08/21,BANJIR,BATU BARA,Sumatera Utara,Belum Diketahui,0,0,0,0,2249,0
1104 101 2021 08 15 1,1104,15/08/21,BANJIR,ACEH TENGGARA,Aceh,"Akibat Hujan dengan intensitas tinggi menyebabkan meluapnya air Sungai Kali Bulan dan jebolnya tanggul sungai di beberapa desa sehingga mengakibatkan terjadinya banjir pada Minggu, 15 Agustus 2021 Pkl. 22.57 WIB",0,0,0,0,91,0
1224 101 2021 08 14 1,1224,15/08/21,BANJIR,NIAS UTARA,Sumatera Utara,"Akibat curah hujan yang tinggi menyebabkan air Sungai Muzoi, Sungai Ehau dan Sungai Tumula meluap pada hari Minggu, 15 Agustus 2021 Pkl. 07.56 WIB",0,0,0,0,1506,11
1224 101 2021 08 15 1,1224,15/08/21,BANJIR,NIAS UTARA,Sumatera Utara,Belum Diketahui,0,0,0,0,50,0
6310 101 2021 08 25 1,6310,15/08/21,BANJIR,TANAH BUMBU,Kalimantan Selatan,Belum Diketahui,0,0,0,0,106,0
1208 101 2021 08 15 1,1208,15/08/21,BANJIR,ASAHAN,Sumatera Utara,Intensitas hujan sedang hingga tinggi dan lama yang turun pada tiga hari terakhir hingga hari Minggu tanggal 15 Agustus 2021 sejak pukul 18.30 WIB s/d tanggal 16 Agustus 2021 pukul 10.00 WIB,0,0,0,1,6636,25
6301 101 2021 08 14 1,6301,14/08/21,BANJIR,TANAH LAUT,Kalimantan Selatan,Curah hujan yang tinggi dalam tiga hari dilokasi kejadian menyebabkan air  sungai didaerah sekitar meluap.,0,0,0,0,1097,0
6310 101 2021 08 14 1,6310,14/08/21,BANJIR,TANAH BUMBU,Kalimantan Selatan,Curah hujan yang tinggi,0,0,0,0,3895,0
1278 101 2021 08 14 1,1278,14/08/21,BANJIR,KOTA GUNUNG SITOLI,Sumatera Utara, Hujan dengan intensitas sedang hingga lebat dan menyebabkan meluapnya sungai Nou dan tanah longsor.,0,0,0,3,0,0
1312 101 2021 08 12 1,1312,12/08/21,BANJIR,PASAMAN BARAT,Sumatera Barat,Belum Diketahui,0,0,0,2,0,0
3201 101 2021 08 11 1,3201,11/08/21,BANJIR,BOGOR,Jawa Barat,Belum Diketahui,0,0,0,0,0,0
1116 101 2021 08 11 1,1116,11/08/21,BANJIR,ACEH JAYA,Aceh, Akibat intensitas hujan yang tinggi menyebabkan tergenangnya air dan meluapnya sungai di beberapa kecamatan Akibat intensitas hujan yang tinggi menyebabkan tergenangnya air dan meluapnya sungai di beberapa kecamatan,0,0,0,0,2180,0
3603 101 2021 08 10 1,3603,10/08/21,BANJIR,TANGERANG,Banten,Akibat hujan dengan intensitas tinggi disertai meluapnya sungai Cimanceuri,0,0,0,0,150,0
7204 101 2021 08 10 1,7204,10/08/21,BANJIR,POSO,Sulawesi Tengah,Belum Diketahui,0,0,0,0,87,0
3604 101 2021 08 10 1,3604,10/08/21,BANJIR,SERANG,Banten," Akibat hujan dengan intensitas yang tinggi dan terus menerus, sehingga mengakibatkan meluapnya aliran sungai cisangu",0,0,0,0,103,0
3202 101 2021 08 10 1,3202,10/08/21,BANJIR,SUKABUMI,Jawa Barat, Hujan deras yang mengguyur dari pukul 15.30 WIB menyebabkan banjir bandang di aliran sungai cigobang dan menyebabkan sal.irigasi jebol,0,0,0,0,0,0
3201 101 2021 08 9 1,3201,09/08/21,BANJIR,BOGOR,Jawa Barat,Akibat hujan dengan intensitas tinggi dan berangsur lama sehingga mengakibatkan meluapnya aliran kali Manceri,0,0,0,1,56,3
1502 101 2021 08 9 1,1502,09/08/21,BANJIR,MERANGIN,Jambi,Belum Diketahui,0,0,0,0,40,0
3602 101 2021 08 9 1,3602,09/08/21,BANJIR,LEBAK,Banten," Akibat hujan dengan intensitas tinggi yang terjadi hari Senin, 09 Agustus 2021, Pkl. 17:30 WIB s.d 20:00 WIB sehingga mengakibatkan terjadinya luapan sungai Ciberang",0,0,0,3,1259,3
3604 101 2021 08 9 1,3604,09/08/21,BANJIR,SERANG,Banten," Akibat hujan dengan intensitas tinggi, mengakibatkan meluapnya air dari irigasi yang merendam beberapa rumah warga pada hari senin, 9 Agustus 2021 Pkl. 22.30 WIB",0,0,0,0,63,0
7206 101 2021 08 8 1,7206,08/08/21,BANJIR,TOLI-TOLI,Sulawesi Tengah,Belum Diketahui,0,0,0,0,0,0
1771 101 2021 08 8 1,1771,08/08/21,BANJIR,KOTA BENGKULU,Bengkulu," Akibat curah hujan yang tinggi pada hari Minggu, 08 Agustus 2021, Pkl. 20:30 WIB dan disertai drainase yang kecil dan ada tumpukan sampah",0,0,0,0,2,0
7206 101 2021 08 8 1,7206,08/08/21,BANJIR,TOLI-TOLI,Sulawesi Tengah,Belum Diketahui,0,0,0,0,0,0
7210 101 2021 08 8 1,7210,08/08/21,BANJIR,SIGI,Sulawesi Tengah,Belum Diketahui,0,0,0,11,0,0
7403 101 2021 08 6 1,7403,06/08/21,BANJIR,KONAWE,Sulawesi Tenggara,Belum Diketahui,0,0,0,0,0,0
8107 101 2021 08 6 1,8107,06/08/21,BANJIR,SERAM BAGIAN TIMUR,Maluku," Akibat hujan dengan intensitas tinggi yang terjadi pada hari Kamis, 05 Agustus 2021 sehingga terjadi luapan air dari sungai/kali Wayaiya, Waidala, Fos dan Abuleta pada hari Jumat, 06 Agustus 2021, pkl. 06:00 WIT",0,0,0,0,43,0
7322 101 2021 08 6 1,7322,06/08/21,BANJIR,LUWU UTARA,Sulawesi Selatan,"Akibat curah hujan dengan intensitas tinggi dan menyebabkan meluapnya Sungai Lampuawa, Sungai Uraso di Kec. Sukamaju Selatan dan sungai Lamoa Kec. Bone Bone pada hari Jumat, 06 Agustus 2021, Pkl. 07.00 WITA",0,0,0,0,100,0
3672 101 2021 08 5 1,3672,05/08/21,BANJIR,KOTA CILEGON,Banten,Hujan intensitas Sedang-Lebat di wilayah Kota Cilegon menyebabkan air sungai meluap ke pemukiman dan Drainase yang tidak berfungsi dengan baik,0,0,0,0,100,0
3171 101 2021 08 5 1,3171,05/08/21,BANJIR,KOTA JAKARTA SELATAN,Jakarta Raya,Belum Diketahui,0,0,0,0,0,0
5103 101 2021 08 5 1,5103,05/08/21,BANJIR,BADUNG,Bali,Belum Diketahui,0,0,0,1,3,0
7322 101 2021 08 3 1,7322,03/08/21,BANJIR,LUWU UTARA,Sulawesi Selatan,"Hujan dengan intensitas tinggi dan sedimentasi sungai masamba yang dangkal disertai drainase yang kurang baik pada hari Selasa, 3 Agustus 2021, Pkl. 20.00 WITA",0,0,0,0,100,0
3201 101 2021 08 1 1,3201,01/08/21,BANJIR,BOGOR,Jawa Barat," Akibat hujan deras yang cukup lama pada hari Minggu, 01 Agustus 2021, pkl. 15:30 WIB sehingga menyebabkan melimpahnya air pada aliran anak sungai kalibaru yang mengakibatkan luapan air ke pemukiman serta akses jalan Desa dengan TMA 20 cm s.d 130 cm",0,0,0,0,54,0
3201 101 2021 08 1 1,3201,01/08/21,BANJIR,BOGOR,Jawa Barat, Akibat hujan dengan intensitas deras mengakibatkan tebingan setinggi 4 meter Longsor,0,0,0,1,0,0
3604 101 2021 08 1 1,3604,01/08/21,BANJIR,SERANG,Banten, Hujan dengan intensitas tinggi yang mengguyur di Kab. Serang mengakibatkan meluapnya sungai irigasi dan merendam beberapa rumah warga,0,0,0,0,41,0
3201 101 2021 08 1 1,3201,01/08/21,BANJIR,BOGOR,Jawa Barat,Belum Diketahui,0,0,0,0,15,0
3201 101 2021 08 1 1,3201,01/08/21,BANJIR,BOGOR,Jawa Barat," Akibat hujan deras yang cukup lama pada hari Minggu, 01 Agustus 2021, pkl. 15:30 WIB sehingga menyebabkan melimpahnya air pada aliran anak sungai kalibaru yang mengakibatkan luapan air ke pemukiman serta akses jalan Desa dengan TMA 20 cm s.d 50 cm",0,0,0,0,54,0
5311 101 2021 08 1 1,5311,01/08/21,BANJIR,ENDE,Nusa Tenggara Timur,Hujan dengan intensitas tinggi di Kecamatan Kelimutu dan terjadi 2 titik longsoran.,1,0,0,3,0,2
3201 101 2021 07 31 1,3201,31/07/21,BANJIR,BOGOR,Jawa Barat,Hujan deras dan pendangkalan kali menyebabkan aliran Sungai kumpa meluap dan berdampak pada rumah warga di bantaran kali dengan ketinggian ± 1 meter,0,0,0,0,6,0
1275 101 2021 01 18 1,1275,29/07/21,BANJIR,KOTA MEDAN,Sumatera Utara,Belum Diketahui,0,0,0,0,77,0
7204 101 2021 07 28 1,7204,28/07/21,BANJIR,POSO,Sulawesi Tengah,Belum Diketahui,0,0,0,6,0,0
7204 101 2021 07 27 1,7204,27/07/21,BANJIR,POSO,Sulawesi Tengah,Belum Diketahui,0,0,0,1,0,0
7204 101 2021 07 27 1,7204,27/07/21,BANJIR,POSO,Sulawesi Tengah,Belum Diketahui,0,0,0,1,0,0
7204 101 2021 07 27 1,7204,27/07/21,BANJIR,POSO,Sulawesi Tengah,Belum Diketahui,0,0,0,19,0,0
7208 101 2021 07 24 1,7208,24/07/21,BANJIR,PARIGI MOUTONG,Sulawesi Tengah,Belum Diketahui,0,0,0,0,3,0
3301 101 2022 07 021 1,3301,21/07/21,BANJIR,CILACAP,Jawa Tengah,"Tim dari Balai PSDA Serayu Citanduy melakukan pengecekan kondisi bangunan area irigasi BTW pada bulan Maret 2022 dan terdeteksi adanya kerusakan pada dinding bangunan dan kebocoran Tanggul dinding irigasi BTW mengalami erosi dan jebol dengan kerusakan Lebar 4 x 10 x 6 m pada Kamis, 21 Juli 2022",0,0,0,0,0,0
3218 101 2021 07 21 1,3218,21/07/21,BANJIR,PANGANDARAN,Jawa Barat,hujan dengan intensitas tinggi disertai angin kencang,0,0,0,0,15,0
3301 101 2021 07 21 1,3301,21/07/21,BANJIR,CILACAP,Jawa Tengah,Hujan intensitas tinggi  dari  tgl 20 Juli 2021 jam 21.00 WIB sd 21 Juli 2021 jam 08.00 dan menyebabkan Sungai Jambu meluap,0,0,0,0,262,0
7206 101 2021 07 21 1,7206,21/07/21,BANJIR,TOLI-TOLI,Sulawesi Tengah,Belum Diketahui,0,0,0,0,10,0
7404 101 2021 07 18 1,7404,18/07/21,BANJIR,KOLAKA,Sulawesi Tenggara,"Akibat curah hujan dengan intensitas sedang hingga lebat yang mengguyur di wilayah Kabupaten Kolaka dan menyebabkan meluapnya Sungai Peoho serta tidak berfungsinya saluran drainase pada hari Minggu, 18 Juli 2021 Pukul 09.00 WITA.",0,0,0,0,103,0
6210 101 2021 07 17 1,6210,17/07/21,BANJIR,PULANG PISAU,Kalimantan Tengah,•Hujan dengan intensitas sedang hingga lebat di wilayah Kab. Pulang Pisau dan menyebabkan meluapnya debit air.,0,0,0,0,84,0
7313 101 2021 07 17 1,7313,17/07/21,BANJIR,WAJO,Sulawesi Selatan,"•Akibat Hujan dengan intensitas sedang hingga deras, mengakibatkan meluapnya air Sungai Walennae serta tingginya debit air dari hulu Sungai yang bermuara di Danau Tempe.",0,0,0,0,2101,0
7317 101 2021 07 17 1,7317,17/07/21,BANJIR,LUWU,Sulawesi Selatan,Intensitas curah hujan yg tinggi,0,0,0,1,140,0
7305 101 2021 07 17 1,7305,17/07/21,BANJIR,TAKALAR,Sulawesi Selatan,Curah hujan yg tinggi,0,0,0,0,25,0
7202 101 2021 07 16 1,7202,16/07/21,BANJIR,BANGGAI,Sulawesi Tengah,•Akibat intensitas curah hujan yang tinggi,0,0,0,96,8,2
7206 101 2021 07 16 1,7206,16/07/21,BANJIR,TOLI-TOLI,Sulawesi Tengah,Belum Diketahui,0,0,0,0,0,1
7101 101 2021 07 16 1,7101,16/07/21,BANJIR,BOLAANG MONGONDOW,Sulawesi Utara,•Akibat curah hujan dengan intensitas Tinggi  di wilayah Kabupaten Bolaangongondow  mengakibatkan tanah longsor  panjang 150 m dan   tinggi 2 – 4 m.,0,0,0,6,1921,0
7171 101 2021 07 16 1,7171,16/07/21,BANJIR,KOTA MANADO,Sulawesi Utara,•Akibat hujan dengan intesitas tinggi,0,0,0,0,71,0
7211 101 2021 07 16 1,7211,16/07/21,BANJIR,BANGGAI LAUT,Sulawesi Tengah,Belum Diketahui,0,0,0,0,1,0
7317 101 2021 07 16 1,7317,16/07/21,BANJIR,LUWU,Sulawesi Selatan,Hujan Deras,0,0,0,0,210,0
6207 101 2021 07 14 1,6207,15/07/21,BANJIR,LAMANDAU,Kalimantan Tengah,"•Hujan dengan intensitas tinggi selama 3 hari berturut-turut mengakibatkan sungai Lamandau, Delang & Batang Kawa meluap dan melimpas ke pemukiman penduduk serta jalan lintas pada hari Kamis, 15 Juli 2021, Pkl. 10:30 WIB",0,0,0,0,115,0
7603 101 2021 07 15 1,7603,15/07/21,BANJIR,MAMASA,Sulawesi Barat,Belum Diketahui,0,0,0,21,0,0
6213 101 2021 07 14 1,6213,15/07/21,BANJIR,MURUNG RAYA,Kalimantan Tengah,•Intensitas hujan yang turun terus menerus selama 2 hari terakhir.,0,0,0,5,0,0
6209 101 2021 07 14 1,6209,15/07/21,BANJIR,KATINGAN,Kalimantan Tengah,"Akibat hujan dengan intentitas yang tinggi di wilayah Hulu Kecamatan Katingan Tengah dan luapan DAS sungai Samba dan sungai Katingan pada hari Kamis, 15 Juli 2021 Pkl. 08:00 WIB",0,0,0,0,2362,0
7206 101 2021 07 15 1,7206,15/07/21,BANJIR,TOLI-TOLI,Sulawesi Tengah,Belum Diketahui,0,0,0,0,0,1
7503 101 2021 07 15 1,7503,15/07/21,BANJIR,POHUWATO,Gorontalo,"Hujan yang turun secara terus menerus sehingga menyebabkan banjir pada hari Kamis, 15 Juli 2021, Pkl. 22.47 WIB",0,0,0,0,644,2
7202 101 2021 07 15 1,7202,15/07/21,BANJIR,BANGGAI,Sulawesi Tengah,•Akibat intensitas curah hujan yang tinggi  •TMA ±1 Meter,0,0,0,0,125,0
7403 101 2021 07 15 1,7403,15/07/21,BANJIR,KONAWE,Sulawesi Tenggara,Belum Diketahui,0,0,0,0,0,0
6104 101 2021 07 14 1,6104,15/07/21,BANJIR,MEMPAWAH,Kalimantan Barat,"• hujan dengan intensitas tinggi disertai angin kencang, serta gelobang laut yang cukup tinggi",0,0,0,0,2831,0
6111 101 2021 07 14 1,6111,14/07/21,BANJIR,KAYONG UTARA,Kalimantan Barat,•Akibat hujan dengan intensitas tingi disertai struktur tanah yang labil,1,1,2,1,4452,0
6108 101 2021 07 14 1,6108,14/07/21,BANJIR,KAPUAS HULU,Kalimantan Barat,• hujan dengan intensitas tinggi dengan durasi yang cukup lama,0,0,0,10,3965,0
6106 101 2021 07 14 1,6106,14/07/21,BANJIR,KETAPANG,Kalimantan Barat,"Hujan dengan intensitas sedang hingga lebat disertai naiknya debit air sungai Pawan pada hari ini Rabu, 14 Juli 2021, pkl. 10:00WIB",0,0,0,0,1791,0
6112 101 2021 07 14 1,6112,14/07/21,BANJIR,KUBU RAYA,Kalimantan Barat,Belum Diketahui,0,0,0,0,0,0
6107 101 2021 07 14 1,6107,14/07/21,BANJIR,SINTANG,Kalimantan Barat,•Akibat curah hujan yang cukup tinggi pada 2 hari yang lalu,0,0,0,0,751,1
