latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
-2.9000015,119.30002,1591.0,25200,Asia/Bangkok,+07

time,weathercode (wmo code),temperature_2m_mean (°C),precipitation_sum (mm),rain_sum (mm)
2021-01-28,63,17.3,12.40,12.40
2021-01-29,65,17.5,14.20,14.20
2021-01-30,3,18.0,0.00,0.00
2021-01-31,51,17.9,0.10,0.10
2021-02-01,51,17.9,1.50,1.50
2021-02-02,53,18.3,2.70,2.70
2021-02-03,55,18.2,4.50,4.50
2021-02-04,63,16.7,11.60,11.60
2021-02-05,51,17.8,1.00,1.00
2021-02-06,53,18.5,1.30,1.30
2021-02-07,51,18.8,1.20,1.20
2021-02-08,53,18.6,3.10,3.10
2021-02-09,61,18.7,3.70,3.70
2021-02-10,63,18.5,6.90,6.90
2021-02-11,51,18.9,0.90,0.90
2021-02-12,53,18.5,2.20,2.20
2021-02-13,61,17.6,10.00,10.00
2021-02-14,61,17.4,7.60,7.60
2021-02-15,61,17.2,7.00,7.00
2021-02-16,51,18.0,0.30,0.30
2021-02-17,55,18.3,3.10,3.10
2021-02-18,61,17.1,10.60,10.60
2021-02-19,51,18.0,0.80,0.80
2021-02-20,51,17.9,1.60,1.60
2021-02-21,51,18.0,1.50,1.50
2021-02-22,61,17.0,16.00,16.00
2021-02-23,63,17.0,9.90,9.90
2021-02-24,61,17.4,6.20,6.20
2021-02-25,51,18.6,0.20,0.20
2021-02-26,53,18.1,2.20,2.20
2021-02-27,51,18.0,0.80,0.80
2021-02-28,63,16.5,13.10,13.10
2021-03-01,51,17.3,0.20,0.20
2021-03-02,63,17.8,13.60,13.60
2021-03-03,55,18.2,2.80,2.80
2021-03-04,63,17.7,8.50,8.50
2021-03-05,63,17.5,9.30,9.30
2021-03-06,63,18.1,17.90,17.90
2021-03-07,63,17.5,14.60,14.60
2021-03-08,63,17.0,8.90,8.90
2021-03-09,63,17.0,17.40,17.40
2021-03-10,53,17.3,4.80,4.80
2021-03-11,51,17.4,0.90,0.90
2021-03-12,53,17.1,3.20,3.20
2021-03-13,51,18.1,1.30,1.30
2021-03-14,63,17.8,24.80,24.80
2021-03-15,63,17.2,32.00,32.00
2021-03-16,65,17.7,20.90,20.90
2021-03-17,65,18.1,24.80,24.80
2021-03-18,63,18.2,17.90,17.90
2021-03-19,63,17.7,5.70,5.70
2021-03-20,55,18.0,3.70,3.70
2021-03-21,63,18.0,15.50,15.50
2021-03-22,63,18.0,10.20,10.20
2021-03-23,63,17.6,35.40,35.40
2021-03-24,63,18.0,11.30,11.30
2021-03-25,63,18.2,13.20,13.20
2021-03-26,63,17.8,15.50,15.50
2021-03-27,61,17.6,16.60,16.60
2021-03-28,63,17.6,29.10,29.10
2021-03-29,65,18.3,16.30,16.30
2021-03-30,51,18.2,1.90,1.90
2021-03-31,63,17.4,7.30,7.30
2021-04-01,61,17.4,8.40,8.40
2021-04-02,55,17.7,3.10,3.10
2021-04-03,51,18.7,0.10,0.10
2021-04-04,61,18.4,4.10,4.10
2021-04-05,63,17.7,11.20,11.20
2021-04-06,53,18.3,1.60,1.60
2021-04-07,63,17.7,10.70,10.70
2021-04-08,63,17.5,6.00,6.00
2021-04-09,63,17.9,10.70,10.70
2021-04-10,63,18.1,8.30,8.30
2021-04-11,51,18.0,0.50,0.50
2021-04-12,51,17.9,0.20,0.20
2021-04-13,53,17.6,2.10,2.10
2021-04-14,63,17.8,9.30,9.30
2021-04-15,61,17.8,5.40,5.40
2021-04-16,51,18.0,0.60,0.60
2021-04-17,61,17.9,7.60,7.60
2021-04-18,63,17.8,18.60,18.60
2021-04-19,51,18.3,0.10,0.10
2021-04-20,51,18.2,0.10,0.10
2021-04-21,51,18.8,0.10,0.10
2021-04-22,51,18.7,0.80,0.80
2021-04-23,55,18.0,2.80,2.80
2021-04-24,3,18.7,0.00,0.00
2021-04-25,51,18.6,0.20,0.20
2021-04-26,61,18.3,8.60,8.60
2021-04-27,63,18.1,12.60,12.60
2021-04-28,63,17.8,14.80,14.80
2021-04-29,63,18.2,15.30,15.30
2021-04-30,61,18.3,2.50,2.50
2021-05-01,63,17.7,10.80,10.80
2021-05-02,63,18.0,13.10,13.10
