country;subnational1;subnational2;umd_tree_cover_density_2000__threshold;umd_tree_cover_extent_2000__ha;gfw_aboveground_carbon_stocks_2000__Mg_C;avg_gfw_aboveground_carbon_stocks_2000__Mg_C_ha-1;gfw_forest_carbon_gross_emissions__Mg_CO2e_yr-1;gfw_forest_carbon_gross_removals__Mg_CO2_yr-1;gfw_forest_carbon_net_flux__Mg_CO2e_yr-1;gfw_forest_carbon_gross_emissions_2001__Mg_CO2e;gfw_forest_carbon_gross_emissions_2002__Mg_CO2e;gfw_forest_carbon_gross_emissions_2003__Mg_CO2e;gfw_forest_carbon_gross_emissions_2004__Mg_CO2e;gfw_forest_carbon_gross_emissions_2005__Mg_CO2e;gfw_forest_carbon_gross_emissions_2006__Mg_CO2e;gfw_forest_carbon_gross_emissions_2007__Mg_CO2e;gfw_forest_carbon_gross_emissions_2008__Mg_CO2e;gfw_forest_carbon_gross_emissions_2009__Mg_CO2e;gfw_forest_carbon_gross_emissions_2010__Mg_CO2e;gfw_forest_carbon_gross_emissions_2011__Mg_CO2e;gfw_forest_carbon_gross_emissions_2012__Mg_CO2e;gfw_forest_carbon_gross_emissions_2013__Mg_CO2e;gfw_forest_carbon_gross_emissions_2014__Mg_CO2e;gfw_forest_carbon_gross_emissions_2015__Mg_CO2e;gfw_forest_carbon_gross_emissions_2016__Mg_CO2e;gfw_forest_carbon_gross_emissions_2017__Mg_CO2e;gfw_forest_carbon_gross_emissions_2018__Mg_CO2e;gfw_forest_carbon_gross_emissions_2019__Mg_CO2e;gfw_forest_carbon_gross_emissions_2020__Mg_CO2e;gfw_forest_carbon_gross_emissions_2021__Mg_CO2e;gfw_forest_carbon_gross_emissions_2022__Mg_CO2e
Indonesia;Jawa Timur;Bondowoso;0;155545;9265069;60;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Bondowoso;10;89083;9165316;103;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Bondowoso;15;86233;9014207;105;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Bondowoso;20;84619;8923319;105;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Bondowoso;25;82120;8780189;107;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Bondowoso;30;79297;8620460;109;167419;320947;-153528;327591;176128;226624;126298;157895;188795;288204;122929;284700;69813;110229;775218;20079;77598;12743;47813;59765;38789;91632;326340;78245;75786
Indonesia;Jawa Timur;Bondowoso;50;69005;7935703;115;166225;263406;-97181;327384;176045;226344;126182;157427;188298;288060;122898;284612;69561;109927;773429;18679;76052;11650;46374;54682;37231;89561;324439;74286;73817
Indonesia;Jawa Timur;Bondowoso;75;52450;6558851;125;161558;169752;-8193;325342;175153;224203;125164;155740;186521;286318;121828;282689;68032;108368;762574;15089;63886;9424;43011;39251;30424;83406;316688;64797;66377
Indonesia;Jawa Timur;Gresik;0;123037;2266329;18;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Gresik;10;27470;2141404;78;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Gresik;15;22034;1954211;89;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Gresik;20;20813;1906754;92;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Gresik;25;18889;1832297;97;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Gresik;30;17660;1776415;101;35139;119092;-83953;32006;24083;3938;39088;68506;117189;22086;12544;1446;6187;83766;95287;15156;155795;21372;2671;23075;14157;11847;6361;12486;4017
Indonesia;Jawa Timur;Gresik;50;14474;1613055;111;33322;100718;-67396;31662;23306;3832;38514;67477;115800;21628;11695;1098;5868;82040;94244;13906;138839;19168;1792;19293;13578;9725;5194;10905;3522
Indonesia;Jawa Timur;Gresik;75;10752;1345495;125;28931;79911;-50979;30112;19365;3539;36143;62970;109233;20385;8190;768;5410;74803;88931;11753;104252;14193;774;12668;12063;6885;2683;8155;3216
Indonesia;Jawa Timur;Jember;0;330640;23369277;71;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Jember;10;222715;23216790;104;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Jember;15;215797;22822332;106;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Jember;20;212714;22639876;106;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Jember;25;207870;22349915;108;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Jember;30;202491;22013694;109;444995;1067518;-622523;272588;333424;206103;389208;248947;745757;260722;318152;295438;170391;288543;1297028;243031;790114;217530;157180;615877;541616;700565;779173;607858;310641
Indonesia;Jawa Timur;Jember;50;179321;20416839;114;435338;913339;-478001;271871;332764;205845;386794;248064;743910;260136;317326;294283;170198;282640;1278552;218053;743134;211977;154319;599720;517080;678344;770373;591670;300374
Indonesia;Jawa Timur;Jember;75;139982;17214239;123;402464;645996;-243532;266706;325843;203570;370189;242239;725962;256378;311073;285883;168005;274049;1230253;178625;602989;180130;145716;537869;459122;601111;725845;515150;247497
Indonesia;Jawa Timur;Jombang;0;112048;3267021;29;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Jombang;10;46120;3217598;70;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Jombang;15;41199;3011223;73;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Jombang;20;39098;2907988;74;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Jombang;25;34074;2665570;78;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Jombang;30;30965;2507161;81;15570;206187;-190617;27438;13274;29624;18604;5434;8945;9969;14261;6208;3857;25348;19964;4356;11554;9021;7173;27161;19102;24500;19689;21695;15372
Indonesia;Jawa Timur;Jombang;50;20525;1879667;92;13553;127708;-114156;27168;13098;29624;17864;5101;7941;9666;13898;5784;3621;24219;18283;3442;8613;4525;4838;19611;13975;19029;16496;18638;12731
Indonesia;Jawa Timur;Jombang;75;10597;1181521;111;9978;57784;-47806;25808;12059;29112;11530;4543;3889;8009;11035;4097;2810;17493;13379;2291;6716;1596;2421;11578;7624;10652;10561;13013;9300
Indonesia;Jawa Timur;Kediri;0;152297;6168017;40;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Kediri;10;87818;6110997;70;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Kediri;15;81010;5829687;72;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Kediri;20;77945;5680311;73;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Kediri;25;71779;5385517;75;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Kediri;30;65142;5050505;78;86539;398663;-312123;48289;24073;27889;164725;33683;60610;65023;89850;87529;22650;79553;78139;76734;140865;151037;130766;179192;116123;106362;63862;93980;62934
Indonesia;Jawa Timur;Kediri;50;48268;4092387;85;79109;295725;-216616;48074;23966;27681;164282;32944;60409;64541;87202;86504;22499;78459;76844;71785;123750;129994;110862;144587;98497;96001;50154;84347;57020
Indonesia;Jawa Timur;Kediri;75;26512;2606560;98;60635;161616;-100981;46624;22905;27049;161158;31692;56018;60636;71058;75276;20576;72381;68958;54762;95222;68664;65383;82365;59277;68868;31061;53111;40923
Indonesia;Jawa Timur;Kota Blitar;0;3337;82611;25;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Kota Blitar;10;1370;81327;59;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Kota Blitar;15;1109;70993;64;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Kota Blitar;20;1027;67206;65;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Kota Blitar;25;921;62293;68;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Kota Blitar;30;804;56600;70;318;5018;-4699;545;184;181;778;38;385;558;285;1026;164;153;393;90;57;248;556;208;0;115;724;276;38
Indonesia;Jawa Timur;Kota Blitar;50;535;41650;78;286;3398;-3112;399;184;181;628;38;282;558;285;950;111;103;366;66;57;248;530;208;0;115;724;214;38
Indonesia;Jawa Timur;Kota Blitar;75;255;22145;87;220;1707;-1487;284;71;86;481;38;104;459;69;719;81;103;366;37;57;153;498;208;0;115;724;178;0
Indonesia;Jawa Timur;Kota Kediri;0;6917;127450;18;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Kota Kediri;10;2365;125356;53;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Kota Kediri;15;1803;104988;58;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Kota Kediri;20;1705;100381;59;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Kota Kediri;25;1408;87125;62;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Kota Kediri;30;1153;74645;65;284;7501;-7217;147;0;0;456;262;252;50;62;621;314;612;227;44;0;0;0;608;631;102;304;469;1092
Indonesia;Jawa Timur;Kota Kediri;50;679;47946;71;231;4717;-4486;147;0;0;375;170;230;50;62;621;163;612;227;22;0;0;0;434;509;102;304;354;702
Indonesia;Jawa Timur;Kota Kediri;75;242;19263;79;130;2159;-2029;126;0;0;185;65;0;25;33;592;49;453;113;0;0;0;0;168;406;69;91;354;136
Indonesia;Jawa Timur;Kota Madiun;0;3462;64474;19;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Kota Madiun;10;1148;61653;54;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Kota Madiun;15;770;47088;61;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Kota Madiun;20;721;44585;62;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Kota Madiun;25;609;39701;65;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Kota Madiun;30;490;34284;70;247;3016;-2769;1799;237;22;1367;114;102;333;0;88;127;345;577;96;48;0;65;104;0;0;0;0;0
Indonesia;Jawa Timur;Kota Madiun;50;295;22748;77;225;1848;-1623;1755;176;0;1254;65;102;309;0;88;127;345;480;66;48;0;65;69;0;0;0;0;0
Indonesia;Jawa Timur;Kota Madiun;75;120;10130;85;141;814;-673;1319;103;0;604;65;44;257;0;88;97;258;264;0;0;0;0;0;0;0;0;0;0
Indonesia;Jawa Timur;Kota Malang;0;10995;300626;27;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Kota Malang;10;4337;294126;68;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Kota Malang;15;3267;247289;76;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Kota Malang;20;3117;239249;77;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Kota Malang;25;2680;216964;81;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Kota Malang;30;2507;207261;83;1183;16326;-15143;4919;3300;718;1530;323;579;772;1010;938;126;2677;2559;229;827;725;0;1074;975;183;864;565;1122
Indonesia;Jawa Timur;Kota Malang;50;1718;154077;90;1044;11399;-10354;4811;3210;602;1449;323;463;709;976;711;126;2643;2322;162;726;402;0;792;834;119;593;270;737
Indonesia;Jawa Timur;Kota Malang;75;501;50249;100;755;3792;-3036;4102;2887;469;1381;263;208;617;866;487;88;2046;1778;0;407;194;0;129;272;0;286;47;90
Indonesia;Jawa Timur;Kota Mojokerto;0;2020;22590;11;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Kota Mojokerto;10;383;20432;53;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Kota Mojokerto;15;254;15299;60;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Kota Mojokerto;20;237;14411;61;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Kota Mojokerto;25;178;11876;67;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Kota Mojokerto;30;156;10745;69;25;1107;-1082;59;15;0;27;121;0;29;24;0;0;28;144;0;36;0;0;37;34;0;0;0;0
Indonesia;Jawa Timur;Kota Mojokerto;50;83;6324;76;24;681;-657;59;15;0;27;121;0;29;0;0;0;28;144;0;36;0;0;37;34;0;0;0;0
Indonesia;Jawa Timur;Kota Mojokerto;75;26;2210;83;11;347;-336;59;0;0;0;0;0;0;0;0;0;0;144;0;36;0;0;0;0;0;0;0;0
Indonesia;Jawa Timur;Kota Pasuruan;0;3855;79598;21;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Kota Pasuruan;10;1472;74862;51;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Kota Pasuruan;15;1242;64939;52;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Kota Pasuruan;20;1105;58967;53;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Kota Pasuruan;25;941;51510;55;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Kota Pasuruan;30;866;48142;56;211;5478;-5266;373;495;79;784;19;162;87;154;0;0;89;812;410;872;35;28;18;0;0;0;164;72
Indonesia;Jawa Timur;Kota Pasuruan;50;582;33629;58;185;4220;-4035;373;495;79;784;19;140;87;136;0;0;89;661;307;666;35;0;18;0;0;0;119;72
Indonesia;Jawa Timur;Kota Pasuruan;75;189;12445;66;112;2669;-2556;322;255;61;599;0;43;87;136;0;0;89;438;61;175;17;0;18;0;0;0;97;72
Indonesia;Jawa Timur;Kota Probolinggo;0;5392;163005;30;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Kota Probolinggo;10;2389;158029;66;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Kota Probolinggo;15;2165;146583;68;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Kota Probolinggo;20;2078;141811;68;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Kota Probolinggo;25;1919;133289;69;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Kota Probolinggo;30;1767;124860;71;186;4596;-4411;219;64;212;43;27;1607;1084;105;32;177;84;199;0;0;0;0;145;0;0;0;82;0
Indonesia;Jawa Timur;Kota Probolinggo;50;1222;90779;74;181;3452;-3271;219;64;212;43;27;1586;1066;105;32;159;84;199;0;0;0;0;145;0;0;0;31;0
Indonesia;Jawa Timur;Kota Probolinggo;75;589;46481;79;149;2056;-1908;186;19;178;0;27;1427;954;0;32;120;29;158;0;0;0;0;145;0;0;0;0;0
Indonesia;Jawa Timur;Lamongan;0;175083;1736756;10;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Lamongan;10;34424;1618955;47;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Lamongan;15;29345;1420567;48;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Lamongan;20;27567;1344456;49;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Lamongan;25;23730;1171617;49;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Lamongan;30;19941;1009007;51;22091;142525;-120434;11647;7447;1038;21182;6022;26943;19834;33693;13675;7880;63835;27876;14176;34714;57887;21862;29006;22718;17665;32131;8515;6249
Indonesia;Jawa Timur;Lamongan;50;12292;627285;51;17805;84630;-66825;11240;7165;1004;18703;4933;25116;18638;32102;12890;7521;60148;24760;9810;26147;43797;15342;17546;14013;12340;19071;5559;3860
Indonesia;Jawa Timur;Lamongan;75;5091;268387;53;8917;34871;-25954;9549;5129;878;10963;1976;14375;12166;20512;6365;4514;38086;14372;3729;8475;16790;6543;2723;4159;4220;7372;2206;1066
Indonesia;Jawa Timur;Lumajang;0;181038;12981064;72;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Lumajang;10;131806;12891972;98;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Lumajang;15;128288;12712894;99;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Lumajang;20;126317;12605259;100;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Lumajang;25;123075;12427813;101;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Lumajang;30;119823;12243475;102;106612;626695;-520083;103265;86122;72176;111653;27903;54884;70120;179342;80844;38878;94721;67972;47731;143637;100307;151484;126494;87361;255150;175831;125257;144328
Indonesia;Jawa Timur;Lumajang;50;104047;11216310;108;101894;532110;-430216;102733;85899;72122;111199;27847;53909;69925;178364;80214;38472;94402;65686;44948;141439;98213;147465;113346;73798;229459;167752;109806;134665
Indonesia;Jawa Timur;Lumajang;75;76479;9029274;118;91808;357575;-265767;100010;84283;71229;107189;27051;51408;68499;172831;75775;36590;92577;60457;40507;135698;88406;136178;89451;52150;181449;145504;86907;115630
Indonesia;Jawa Timur;Madiun;0;111748;4665143;42;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Madiun;10;62322;4615826;74;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Madiun;15;56529;4359782;77;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Madiun;20;53651;4212045;79;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Madiun;25;48524;3952498;81;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Madiun;30;43543;3689003;85;49414;257319;-207906;48658;11848;11842;183939;38209;31925;77411;33109;55414;27502;125987;80366;16772;102530;20256;25982;52848;14927;19306;74332;24436;9498
Indonesia;Jawa Timur;Madiun;50;28993;2760935;95;43049;162456;-119406;48533;11637;11730;178199;35035;30696;73693;31977;55122;27242;116772;75660;12715;76380;13703;17740;33563;10742;13473;53200;14401;4874
Indonesia;Jawa Timur;Madiun;75;15663;1762684;113;29158;77588;-48429;47738;10374;11112;148908;24837;20204;48777;23190;51822;24008;70148;56024;6009;28992;5667;9653;12662;5111;4873;23598;5676;2103
Indonesia;Jawa Timur;Magetan;0;70197;2419114;34;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Magetan;10;32311;2383530;74;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Magetan;15;28539;2215777;78;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Magetan;20;26889;2128857;79;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Magetan;25;23799;1972524;83;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Magetan;30;20566;1801853;88;25613;104625;-79011;9641;27730;56563;165842;15687;12232;52802;22212;58459;6879;16236;10940;2785;2512;1402;68672;4335;426;2342;12742;7354;5699
Indonesia;Jawa Timur;Magetan;50;15115;1462183;97;25330;71398;-46068;9524;27498;56563;165166;15687;11928;52711;22039;58426;6768;15710;10751;2572;2059;1267;67867;3653;399;1929;12690;6998;5053
Indonesia;Jawa Timur;Magetan;75;8765;998347;114;24288;34925;-10637;9002;27205;56269;160928;15471;10762;52143;21003;57995;6114;12951;9367;2050;1244;1167;64241;2928;399;1380;12246;6269;3201
Indonesia;Jawa Timur;Malang;0;345573;25258889;73;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Malang;10;251777;25091040;100;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Malang;15;243720;24667206;101;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Malang;20;239598;24430289;102;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Malang;25;232649;24034493;103;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Malang;30;224671;23563094;105;283294;1067950;-784656;481638;276543;307467;472510;128515;669692;225315;498249;134180;65535;666017;281451;153557;330837;248941;137561;225194;314175;321209;161610;72180;60081
Indonesia;Jawa Timur;Malang;50;191784;21355393;111;274699;884045;-609346;481221;275961;306713;470596;127924;666401;224405;496639;133769;65364;663873;277170;144528;313566;228537;126884;194083;282772;291431;153561;65623;52359
Indonesia;Jawa Timur;Malang;75;133336;16334938;123;245125;559378;-314253;476552;271713;304107;461826;124724;646863;216764;486872;127000;62794;643718;255772;114509;248768;154838;88613;112834;187263;200834;125172;45357;35861
Indonesia;Jawa Timur;Mojokerto;0;97414;3490480;36;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Mojokerto;10;37784;3433404;91;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Mojokerto;15;33926;3270117;96;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Mojokerto;20;32870;3214431;98;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Mojokerto;25;29822;3067214;103;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Mojokerto;30;27921;2965791;106;18718;135790;-117072;100058;26160;63806;12596;10274;4232;9333;12998;9144;3002;11108;14595;1406;8228;6052;9446;29116;6424;15803;26668;22568;8787
Indonesia;Jawa Timur;Mojokerto;50;22379;2609730;117;17808;101704;-83896;99965;26064;63616;12443;10223;3671;9052;12405;8938;2914;10551;14106;1172;6959;4755;8668;24288;5162;14291;25448;19437;7655
Indonesia;Jawa Timur;Mojokerto;75;16463;2140541;130;15996;65689;-49693;99219;25842;62584;11591;10073;2919;8133;11646;8349;2664;8746;13032;1054;5232;2638;6818;15768;3487;10856;21574;13648;6042
Indonesia;Jawa Timur;Nganjuk;0;129028;4183070;32;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Nganjuk;10;58824;4136464;70;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Nganjuk;15;52378;3868636;74;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Nganjuk;20;49816;3739301;75;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Nganjuk;25;45559;3522158;77;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Nganjuk;30;40731;3273086;80;55755;221133;-165378;83328;27298;23888;188478;65114;26855;63453;87638;82422;29545;98004;53540;13544;54984;13514;21204;77535;64696;34808;70325;26843;19588
Indonesia;Jawa Timur;Nganjuk;50;27197;2461193;90;50049;140435;-90386;83190;27014;23718;184578;64453;24879;61581;86322;80292;28773;94227;51116;12132;40212;9117;18179;61464;46862;23801;48306;18936;11915
Indonesia;Jawa Timur;Nganjuk;75;13528;1520518;112;38588;61733;-23145;81944;24958;22690;164534;58912;17294;47052;80934;70237;23643;68189;39534;5757;21459;4909;9641;34858;20999;14388;23088;7433;6485
Indonesia;Jawa Timur;Ngawi;0;139328;5070773;36;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Ngawi;10;66295;4986332;75;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Ngawi;15;60608;4689918;77;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Ngawi;20;57061;4491800;79;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Ngawi;25;51369;4172625;81;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Ngawi;30;45635;3840796;84;77720;280297;-202577;38978;26914;32185;246387;27282;71261;98647;51485;82945;46522;128281;29599;52457;114138;13583;118528;134527;79063;40512;125559;74997;75984
Indonesia;Jawa Timur;Ngawi;50;30500;2832670;93;71502;186050;-114549;38587;25826;31288;238891;26226;68393;97559;49193;81761;46062;125290;27619;50305;94646;12304;109077;114996;71814;34372;92543;66170;70112
Indonesia;Jawa Timur;Ngawi;75;15024;1591361;106;53439;90771;-37332;37752;21033;28843;212511;17527;52737;89438;36902;74247;43012;107646;18187;40855;56139;8450;87292;57647;45307;17281;42435;38146;42279
Indonesia;Jawa Timur;Pacitan;0;141862;9037733;64;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Pacitan;10;107931;9001940;83;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Pacitan;15;105110;8849507;84;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Pacitan;20;103096;8736642;85;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Pacitan;25;100100;8568421;86;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Pacitan;30;95806;8320402;87;48631;588585;-539955;32366;26416;16922;32637;23229;61395;34628;52746;71924;54239;42206;87020;36677;99769;72134;73962;54753;78780;56229;27944;24966;8935
Indonesia;Jawa Timur;Pacitan;50;79756;7287960;91;46645;490013;-443368;31972;26164;16896;32467;22962;60603;34437;51999;71449;54148;41270;85304;33002;94583;68408;68716;50742;71222;52712;26123;22868;8136
Indonesia;Jawa Timur;Pacitan;75;43292;4491235;104;36927;267086;-230159;27249;22822;16147;30579;20574;50706;29836;43320;65299;50246;35036;74850;21669;69490;49318;50839;33478;46074;36750;16556;17020;4545
Indonesia;Jawa Timur;Pamekasan;0;79789;259686;3;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Pamekasan;10;4232;237907;56;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Pamekasan;15;3828;219174;57;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Pamekasan;20;3580;207055;58;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Pamekasan;25;2744;165487;60;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Pamekasan;30;2068;131515;64;525;24289;-23764;425;334;471;1092;0;382;366;678;955;124;1361;195;57;79;0;117;95;150;925;46;3560;140
Indonesia;Jawa Timur;Pamekasan;50;1175;79176;67;465;19083;-18618;263;307;471;873;0;308;366;603;775;124;1191;116;31;79;0;117;68;120;770;46;3493;108
Indonesia;Jawa Timur;Pamekasan;75;394;28529;72;300;14950;-14650;126;188;175;312;0;125;298;309;576;44;393;0;0;42;0;83;0;50;415;46;3308;108
Indonesia;Jawa Timur;Pasuruan;0;148818;7254188;49;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Pasuruan;10;86088;7158165;83;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Pasuruan;15;82006;6966308;85;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Pasuruan;20;79411;6830145;86;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Pasuruan;25;74493;6573725;88;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Pasuruan;30;70475;6351656;90;28810;370032;-341223;31908;29939;19996;19823;6333;14466;17423;24491;12205;4249;21120;40399;23393;67711;17310;42034;77322;39310;33919;28313;40644;21508
