country;subnational1;subnational2;umd_tree_cover_density_2000__threshold;umd_tree_cover_extent_2000__ha;gfw_aboveground_carbon_stocks_2000__Mg_C;avg_gfw_aboveground_carbon_stocks_2000__Mg_C_ha-1;gfw_forest_carbon_gross_emissions__Mg_CO2e_yr-1;gfw_forest_carbon_gross_removals__Mg_CO2_yr-1;gfw_forest_carbon_net_flux__Mg_CO2e_yr-1;gfw_forest_carbon_gross_emissions_2001__Mg_CO2e;gfw_forest_carbon_gross_emissions_2002__Mg_CO2e;gfw_forest_carbon_gross_emissions_2003__Mg_CO2e;gfw_forest_carbon_gross_emissions_2004__Mg_CO2e;gfw_forest_carbon_gross_emissions_2005__Mg_CO2e;gfw_forest_carbon_gross_emissions_2006__Mg_CO2e;gfw_forest_carbon_gross_emissions_2007__Mg_CO2e;gfw_forest_carbon_gross_emissions_2008__Mg_CO2e;gfw_forest_carbon_gross_emissions_2009__Mg_CO2e;gfw_forest_carbon_gross_emissions_2010__Mg_CO2e;gfw_forest_carbon_gross_emissions_2011__Mg_CO2e;gfw_forest_carbon_gross_emissions_2012__Mg_CO2e;gfw_forest_carbon_gross_emissions_2013__Mg_CO2e;gfw_forest_carbon_gross_emissions_2014__Mg_CO2e;gfw_forest_carbon_gross_emissions_2015__Mg_CO2e;gfw_forest_carbon_gross_emissions_2016__Mg_CO2e;gfw_forest_carbon_gross_emissions_2017__Mg_CO2e;gfw_forest_carbon_gross_emissions_2018__Mg_CO2e;gfw_forest_carbon_gross_emissions_2019__Mg_CO2e;gfw_forest_carbon_gross_emissions_2020__Mg_CO2e;gfw_forest_carbon_gross_emissions_2021__Mg_CO2e;gfw_forest_carbon_gross_emissions_2022__Mg_CO2e
Indonesia;Maluku;Buru Selatan;20;378123;52198991;138;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku;Buru Selatan;25;376934;52123885;138;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku;Buru Selatan;30;374704;51979999;139;874652;880219;-5566;186722;1082109;446911;615736;308881;1271458;176216;133864;602820;358834;192226;823827;210813;663965;3462420;3582820;845647;1268360;1229961;581718;448845;748199
Indonesia;Maluku;Buru Selatan;50;365031;51304625;141;868699;825042;43657;185860;1078677;446118;613785;308245;1269695;175912;133771;600572;358303;192043;822293;209116;658363;3435889;3529602;844241;1263084;1220299;576987;443205;745315
Indonesia;Maluku;Buru Selatan;75;343142;49399044;144;837053;704325;132727;176116;1028024;438705;591285;301493;1247009;172990;131324;574818;353743;189123;802923;202647;639618;3269415;3309595;833060;1245177;1189305;556970;430354;731464
Indonesia;Maluku;Kepulauan Aru;0;813593;102478121;126;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku;Kepulauan Aru;10;765483;102405465;134;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku;Kepulauan Aru;15;762729;102302064;134;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku;Kepulauan Aru;20;761779;102261092;134;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku;Kepulauan Aru;25;760961;102225993;134;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku;Kepulauan Aru;30;759682;102167823;134;588496;4674245;-4085750;494914;582701;233076;513519;415279;541828;608568;101484;591661;171497;296729;519192;348003;1034706;2831131;1353016;282255;975651;474336;328163;102089;147100
Indonesia;Maluku;Kepulauan Aru;50;753204;101812500;135;585253;4638932;-4053680;494209;581935;232538;512453;414780;540761;607533;101329;590498;171127;295845;518122;343829;1020572;2809113;1346676;280611;968247;470518;326504;101725;146638
Indonesia;Maluku;Kepulauan Aru;75;734325;100397771;137;559520;4543209;-3983690;486125;572307;225708;503671;410192;532626;598611;98937;576707;168554;290187;509824;329196;929421;2629437;1293536;268322;903307;438435;308021;97523;138791
Indonesia;Maluku;Maluku Barat Daya;0;455177;42182312;93;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku;Maluku Barat Daya;10;352165;42065479;119;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku;Maluku Barat Daya;15;348016;41861601;120;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku;Maluku Barat Daya;20;344699;41714587;121;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku;Maluku Barat Daya;25;340848;41541967;122;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku;Maluku Barat Daya;30;337686;41363567;122;292223;800835;-508613;288099;353307;128518;190664;405103;194359;156216;119166;658205;57670;330614;596394;143076;667666;184963;354207;243702;315721;377659;279638;189644;194310
Indonesia;Maluku;Maluku Barat Daya;50;320679;40298124;126;283775;737844;-454069;286918;352130;127748;189691;403103;193535;155393;118346;655757;57524;325604;590636;134702;623214;172151;332214;230323;302203;355375;265353;184214;186916
Indonesia;Maluku;Maluku Barat Daya;75;287861;37593370;131;252221;610552;-358330;275857;341838;124633;182664;387149;187996;148456;111922;628816;56072;297799;559579;114500;479501;137242;259232;183938;241924;289170;225060;157273;158248
Indonesia;Maluku;Maluku Tengah;0;861057;126428480;147;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku;Maluku Tengah;10;827369;126342747;153;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku;Maluku Tengah;15;825172;126233159;153;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku;Maluku Tengah;20;823948;126169290;153;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku;Maluku Tengah;25;823114;126124388;153;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku;Maluku Tengah;30;821582;126040978;153;2359344;1966759;392586;524326;3258393;403728;1221133;897380;2874853;553900;303767;2818660;1491637;3207142;3040308;1258883;3127213;13029437;5474464;1078967;1519212;3915371;587575;518555;800676
Indonesia;Maluku;Maluku Tengah;50;814467;125605482;154;2343630;1927062;416568;522869;3255456;402931;1219134;895746;2871434;552871;303326;2811402;1489655;3203551;3034299;1245331;3075331;12958895;5419056;1071800;1507736;3841769;573288;512261;791725
Indonesia;Maluku;Maluku Tengah;75;790694;123755624;157;2266670;1801474;465196;513254;3229352;395827;1200368;880554;2845360;545051;300009;2762539;1470113;3181493;3001421;1169958;2832721;12569611;5124290;1030852;1446245;3616742;513320;484565;753105
Indonesia;Maluku;Maluku Tenggara;0;101712;10650776;105;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku;Maluku Tenggara;10;87244;10638551;122;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku;Maluku Tenggara;15;86868;10620572;122;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku;Maluku Tenggara;20;86660;10609830;122;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku;Maluku Tenggara;25;86380;10596304;123;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku;Maluku Tenggara;30;86026;10578318;123;258807;442616;-183809;126207;269967;94172;394783;50571;563477;146162;127614;272662;154963;192610;236782;112888;504723;476929;960836;147414;316689;249076;161126;71382;62716
Indonesia;Maluku;Maluku Tenggara;50;83610;10441802;125;254960;428777;-173817;126007;269422;94029;393837;50531;562175;145968;127545;272085;154592;192181;235324;109827;478710;467534;949991;144632;307054;239036;157253;70501;60885
Indonesia;Maluku;Maluku Tenggara;75;75101;9785024;130;231040;380285;-149245;123087;263040;91866;381844;49617;544528;142279;124441;265026;151699;186667;225540;94408;375754;382038;844170;129716;254603;199295;137318;63134;52806
Indonesia;Maluku;Maluku Tenggara Barat;0;439481;50887391;116;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku;Maluku Tenggara Barat;10;375479;50711765;135;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku;Maluku Tenggara Barat;15;373878;50635999;135;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku;Maluku Tenggara Barat;20;372927;50584902;136;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku;Maluku Tenggara Barat;25;372389;50557003;136;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku;Maluku Tenggara Barat;30;371452;50501318;136;781449;1649286;-867837;466620;532294;659690;447062;896995;747782;522901;659473;1380172;143782;1231282;1352913;269273;1079821;1600065;753536;548960;943733;1375937;741752;332507;505328
Indonesia;Maluku;Maluku Tenggara Barat;50;365815;50145266;137;774398;1615176;-840778;465541;529882;659068;446294;896010;747161;521901;657366;1377462;143200;1220325;1348179;267003;1066172;1568345;739198;542802;929659;1346858;734959;330218;499155
Indonesia;Maluku;Maluku Tenggara Barat;75;343163;48300969;141;726320;1472144;-745824;452523;511698;651129;441003;883812;739472;516882;641577;1356253;141401;1141193;1302026;251885;963034;1337603;680710;497702;843247;1156245;697778;312273;459595
Indonesia;Maluku;Seram Bagian Barat;0;450008;65934421;147;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku;Seram Bagian Barat;10;434937;65906202;152;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku;Seram Bagian Barat;15;433542;65844740;152;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku;Seram Bagian Barat;20;432848;65812017;152;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku;Seram Bagian Barat;25;432220;65782892;152;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku;Seram Bagian Barat;30;431194;65731679;152;707379;1150810;-443431;282989;1524310;441923;566342;406532;1101147;242494;75894;1327957;275908;560283;483395;325967;856038;1747027;1549046;843078;804754;961893;512287;364383;308691
Indonesia;Maluku;Seram Bagian Barat;50;426564;65468250;153;703396;1124891;-421495;282812;1522551;441543;566001;406251;1100583;242472;75736;1324954;275784;559701;482952;323848;848948;1736737;1540785;839963;797871;935277;503681;362513;303745
Indonesia;Maluku;Seram Bagian Barat;75;413007;64406308;156;683007;1049416;-366409;280714;1505873;437663;561558;402969;1093184;240949;75044;1301011;274089;554799;479716;313554;812737;1668610;1474036;819753;765971;850280;475484;349911;288258
Indonesia;Maluku;Seram Bagian Timur;0;586352;90904730;155;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku;Seram Bagian Timur;10;561848;90863776;162;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku;Seram Bagian Timur;15;561042;90824830;162;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku;Seram Bagian Timur;20;560569;90800201;162;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku;Seram Bagian Timur;25;560279;90784451;162;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku;Seram Bagian Timur;30;559770;90756956;162;1406370;1289589;116781;312000;1739021;151354;447739;231396;768649;470362;243874;1051597;349633;581133;785850;464005;1411135;12769234;3469476;504076;1036147;3001161;281516;363987;506788
Indonesia;Maluku;Seram Bagian Timur;50;556777;90568676;163;1398621;1274199;124422;311010;1734849;151182;446297;230550;767162;469939;243369;1048469;349156;579700;784307;461423;1369705;12726302;3462168;500604;1028181;2962425;279427;361667;501763
Indonesia;Maluku;Seram Bagian Timur;75;546094;89681247;164;1348930;1222774;126156;303005;1688441;149051;434042;225159;753250;465146;241039;1021513;343124;570174;769549;449339;1093620;12396865;3421718;487675;1001413;2756249;268166;353011;484920
Indonesia;Maluku;Tual;0;23904;1829778;77;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku;Tual;10;17048;1817896;107;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku;Tual;15;16819;1806586;107;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku;Tual;20;16687;1799556;108;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku;Tual;25;16605;1795499;108;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku;Tual;30;16454;1787424;109;81362;94758;-13396;77314;58278;63063;81245;21463;127675;17437;32873;112870;17113;57952;83090;46429;169273;102101;375663;37161;70294;99406;87173;27638;24459
Indonesia;Maluku;Tual;50;15471;1729913;112;79594;89166;-9572;77222;58003;62964;81107;21463;127169;17413;32852;112312;17092;57507;81776;43271;159226;100469;370486;36006;66425;93217;84420;27003;23668
Indonesia;Maluku;Tual;75;13356;1564470;117;73682;77018;-3336;76055;56256;61959;79770;21015;123591;16976;32117;107860;16562;54778;75369;33340;127345;95345;349714;32801;58403;77900;78320;24740;20796
Indonesia;Maluku Utara;Halmahera Barat;0;217672;31251015;144;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku Utara;Halmahera Barat;10;214607;31243694;146;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku Utara;Halmahera Barat;15;214372;31233265;146;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku Utara;Halmahera Barat;20;214204;31224796;146;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku Utara;Halmahera Barat;25;214090;31219497;146;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku Utara;Halmahera Barat;30;213880;31209791;146;508007;1432459;-924452;257701;593577;195204;618834;384375;780969;275315;227714;540195;312880;282138;644775;342599;814327;1756184;523072;383534;747996;943287;237419;178711;135347
Indonesia;Maluku Utara;Halmahera Barat;50;212923;31155710;146;507188;1422318;-915129;257562;592787;195076;618804;384347;780910;275265;227595;540145;312844;282138;644564;342117;812616;1751734;521977;382388;745572;939646;236874;178299;134881
Indonesia;Maluku Utara;Halmahera Barat;75;207371;30710482;148;500301;1358906;-858605;255765;587056;193872;616418;383484;777604;272814;226606;537611;312265;281239;641285;334852;800387;1719128;511691;373897;726772;918707;232329;172581;130262
Indonesia;Maluku Utara;Halmahera Selatan;0;815548;121333472;149;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku Utara;Halmahera Selatan;10;800105;121275960;152;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku Utara;Halmahera Selatan;15;799168;121236487;152;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku Utara;Halmahera Selatan;20;798602;121209569;152;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku Utara;Halmahera Selatan;25;798198;121191026;152;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku Utara;Halmahera Selatan;30;797541;121159722;152;2858900;2835202;23698;1359563;6847389;1936754;2463675;1652503;4108392;1053022;872759;2771335;1489130;1112854;1507008;1935995;5479908;9144950;5457929;3500472;3140746;2792018;1380011;1341032;1548356
Indonesia;Maluku Utara;Halmahera Selatan;50;793094;120911169;152;2854780;2805787;48993;1359026;6844008;1936091;2463211;1652175;4107620;1053022;872436;2770625;1488978;1111517;1505150;1933154;5472611;9124619;5452663;3494221;3129022;2779557;1374597;1337012;1543837
Indonesia;Maluku Utara;Halmahera Selatan;75;777047;119639295;154;2825604;2688514;137090;1352060;6788550;1924419;2454712;1647029;4092596;1050554;867641;2753176;1485421;1101998;1495704;1917342;5432707;8956628;5410039;3455854;3081177;2723104;1346479;1312212;1513897
Indonesia;Maluku Utara;Halmahera Tengah;0;226534;34757971;153;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku Utara;Halmahera Tengah;10;221450;34744655;157;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku Utara;Halmahera Tengah;15;220879;34720506;157;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku Utara;Halmahera Tengah;20;220600;34707717;157;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku Utara;Halmahera Tengah;25;220326;34695332;157;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku Utara;Halmahera Tengah;30;219966;34677699;158;948153;506753;441399;265343;1568031;2016727;702982;301488;767859;298089;504282;1453109;531952;292959;578138;264686;728181;3010016;3086819;590930;625439;832733;656520;893492;889583
Indonesia;Maluku Utara;Halmahera Tengah;50;218439;34589148;158;945959;498384;447575;265001;1566755;2016410;702777;301191;767653;297871;504156;1452327;531533;292790;577357;263828;725445;2999272;3074536;589612;623392;827940;654277;890287;886695
Indonesia;Maluku Utara;Halmahera Tengah;75;214594;34281124;160;932353;478985;453368;260648;1545156;1995979;698056;297494;763655;295711;501503;1439478;529938;290446;572175;259013;714975;2945403;3013791;581628;611679;800491;643606;877047;873900
Indonesia;Maluku Utara;Halmahera Timur;0;646695;98340314;152;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku Utara;Halmahera Timur;10;636208;98316353;155;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku Utara;Halmahera Timur;15;635096;98269881;155;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku Utara;Halmahera Timur;20;634515;98242944;155;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku Utara;Halmahera Timur;25;634003;98220328;155;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku Utara;Halmahera Timur;30;633159;98180853;155;2022507;1688519;333989;935002;3384024;1470766;1325395;759094;2218358;670624;982994;2198346;796808;648435;1172121;728887;1490581;11088708;7247680;1150449;1447952;1894637;1166104;843320;874878
Indonesia;Maluku Utara;Halmahera Timur;50;628618;97931166;156;2017310;1660137;357173;933968;3381676;1469788;1324383;758721;2216257;670412;982324;2197271;796544;647087;1169833;724445;1480806;11063846;7228893;1146560;1440231;1877967;1160219;839024;870571
Indonesia;Maluku Utara;Halmahera Timur;75;617654;97073219;157;1990037;1587618;402419;923285;3343510;1448014;1315537;752499;2197921;668299;977777;2185364;792784;645196;1160351;710796;1444585;10914952;7121313;1125414;1408948;1826588;1140680;822966;854038
Indonesia;Maluku Utara;Halmahera Utara;0;347758;47272543;136;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku Utara;Halmahera Utara;10;338457;47250863;140;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku Utara;Halmahera Utara;15;337708;47217086;140;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku Utara;Halmahera Utara;20;337190;47192135;140;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku Utara;Halmahera Utara;25;336852;47176408;140;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku Utara;Halmahera Utara;30;336279;47148213;140;1016465;2232851;-1216386;275431;1704405;198031;858800;492234;1063488;619624;345141;761679;598931;482813;1128687;819550;1676357;4967719;1245324;606261;1223376;1686596;746028;415616;446141
Indonesia;Maluku Utara;Halmahera Utara;50;333331;46982673;141;1014025;2206882;-1192857;275351;1703740;197977;858456;491984;1063335;619571;344828;761468;598868;482298;1128250;816859;1669669;4957307;1242768;604614;1217141;1674527;741709;413712;444118
Indonesia;Maluku Utara;Halmahera Utara;75;320698;46014720;143;989277;2065902;-1076625;274218;1684690;197463;853779;489595;1057082;617327;342598;757317;595081;478828;1120899;789844;1614864;4797271;1210674;583374;1173498;1595943;712400;393688;423657
Indonesia;Maluku Utara;Kepulauan Sula;0;477823;65595692;137;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku Utara;Kepulauan Sula;10;464368;65562571;141;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku Utara;Kepulauan Sula;15;463832;65538170;141;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku Utara;Kepulauan Sula;20;463453;65519637;141;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku Utara;Kepulauan Sula;25;463209;65507807;141;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku Utara;Kepulauan Sula;30;462714;65481819;142;1529780;1542262;-12482;1746520;2258193;1566567;2496879;1029656;2161098;803235;465295;1567509;741374;1102878;1177385;819073;3077906;2855207;2507803;1388572;1580774;1645919;1164861;701388;797060
Indonesia;Maluku Utara;Kepulauan Sula;50;460329;65347436;142;1526351;1529056;-2705;1744637;2256036;1565808;2495572;1029398;2159775;802718;465182;1566892;741094;1102461;1176323;817075;3068666;2846054;2497618;1383433;1574067;1635652;1159566;697706;793994
Indonesia;Maluku Utara;Kepulauan Sula;75;447927;64383152;144;1501338;1461065;40272;1729539;2230671;1550584;2478499;1022876;2143782;797042;462468;1555812;737644;1098577;1169129;800031;2999958;2762784;2439752;1352172;1536371;1587061;1124331;675397;774943
Indonesia;Maluku Utara;Pulau Morotai;0;234302;33527830;143;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku Utara;Pulau Morotai;10;230262;33516621;146;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku Utara;Pulau Morotai;15;229935;33504345;146;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku Utara;Pulau Morotai;20;229694;33494034;146;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku Utara;Pulau Morotai;25;229548;33488374;146;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku Utara;Pulau Morotai;30;229263;33476111;146;483894;1168483;-684589;418641;616102;398303;400740;161852;874136;183593;158259;560845;148252;293487;338739;286876;659319;1658345;875413;337139;487891;942784;306467;282317;256171
Indonesia;Maluku Utara;Pulau Morotai;50;227456;33383501;147;481335;1145481;-664147;418300;615526;398277;400657;161795;874025;183572;158165;560632;148134;293339;338237;284317;650633;1649056;871832;334974;482114;930632;302797;280504;251843
Indonesia;Maluku Utara;Pulau Morotai;75;218646;32718174;150;456954;1021083;-564129;414477;608205;396287;397338;160816;867997;182909;156713;556825;146683;291104;331638;265815;586243;1532577;819358;308215;438393;833314;278656;253787;225637
Indonesia;Maluku Utara;Ternate;0;16197;1521126;94;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku Utara;Ternate;10;14487;1517969;105;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku Utara;Ternate;15;14395;1514114;105;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku Utara;Ternate;20;14353;1511954;105;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku Utara;Ternate;25;14304;1509607;106;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku Utara;Ternate;30;14261;1507364;106;11896;58886;-46990;3346;20274;2810;12116;5677;6051;8148;3455;22225;7151;5111;32692;3912;14514;39406;43996;7182;3366;5668;3804;5690;5117
Indonesia;Maluku Utara;Ternate;50;13957;1489871;107;11848;57254;-45405;3346;20197;2810;12116;5677;6051;8148;3455;22225;7132;5111;32553;3912;14429;39024;43685;7182;3366;5636;3804;5690;5117
Indonesia;Maluku Utara;Ternate;75;12907;1414803;110;11408;52140;-40731;3316;19629;2690;11420;5553;5981;8121;3421;21897;7112;5111;31440;3840;13585;35871;42378;6926;3251;5387;3771;5304;4980
Indonesia;Maluku Utara;Tidore Kepulauan;0;168392;25000325;148;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku Utara;Tidore Kepulauan;10;166611;24996944;150;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku Utara;Tidore Kepulauan;15;166459;24991054;150;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku Utara;Tidore Kepulauan;20;166390;24987967;150;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku Utara;Tidore Kepulauan;25;166307;24984435;150;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku Utara;Tidore Kepulauan;30;166206;24979904;150;218800;566965;-348165;76643;267215;57036;256795;165629;310312;156338;215983;347258;126187;161598;276054;160222;216114;675610;287129;273698;248246;169468;155861;129114;81094
Indonesia;Maluku Utara;Tidore Kepulauan;50;165701;24952546;151;218559;563320;-344760;76643;267030;57036;256679;165629;310219;156311;215931;347258;126187;161598;275866;160135;215856;673556;286693;273541;247893;168811;155494;128966;80976
Indonesia;Maluku Utara;Tidore Kepulauan;75;163515;24790322;152;216046;547448;-331402;76392;263418;56508;254761;164889;308791;155969;215666;346478;125458;161359;273880;159274;212287;655403;282841;270345;243271;165467;153163;127576;79822
Indonesia;Nusa Tenggara Barat;Bima;0;420883;22448209;53;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Nusa Tenggara Barat;Bima;10;218498;22272141;102;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Nusa Tenggara Barat;Bima;15;213195;21992735;103;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Nusa Tenggara Barat;Bima;20;209835;21811351;104;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Nusa Tenggara Barat;Bima;25;205416;21568352;105;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Nusa Tenggara Barat;Bima;30;200256;21275172;106;510963;674996;-164034;274753;392043;186674;193826;274344;253101;329390;441341;207499;145766;209768;313502;89341;473839;303615;608507;873310;1873106;1418788;797395;688906;892367
Indonesia;Nusa Tenggara Barat;Bima;50;183334;20208078;110;495487;605969;-110482;273018;390729;185817;192436;272475;250938;327967;438341;204718;144880;205497;309935;82295;445696;294236;589092;850064;1813598;1362940;761311;657125;847614
Indonesia;Nusa Tenggara Barat;Bima;75;149326;17529400;117;429211;478065;-48854;263056;380726;181546;183161;259248;239797;321588;420076;191380;141981;187578;291622;59836;324825;245513;509856;743368;1517562;1144076;647664;493306;694881
Indonesia;Nusa Tenggara Barat;Dompu;0;228143;15003400;66;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Nusa Tenggara Barat;Dompu;10;142946;14923668;104;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Nusa Tenggara Barat;Dompu;15;139550;14769910;106;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Nusa Tenggara Barat;Dompu;20;137534;14671089;107;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Nusa Tenggara Barat;Dompu;25;133871;14480243;108;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Nusa Tenggara Barat;Dompu;30;130941;14329019;109;523576;510353;13222;194410;141010;169041;330190;320896;92732;66169;126501;83208;61675;199403;226867;160491;770910;512535;511304;1034004;1100909;1687218;1662357;937481;1129352
Indonesia;Nusa Tenggara Barat;Dompu;50;120144;13690663;114;510301;448537;61764;193351;140024;168389;328786;320291;91868;65647;122758;81246;61046;194875;224917;150948;719256;493394;496430;990907;1054642;1654823;1639735;929837;1103447
